Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_27Q04NAT	1084	23	8	31	0.0285977859778598	Non-neoplastic tumor
BS_27QE6BV7	2084	11	15	26	0.0124760076775432	Mixed neuronal-glial tumor
BS_2853394H	1733	28	33	61	0.035199076745528	DIPG or DMG
BS_28CTRAS5	2529	19	29	48	0.0189798339264531	Other high-grade glioma
BS_28GPVQAA	324	13	8	21	0.0648148148148148	Mesenchymal tumor
BS_29006KEX	905	9	20	29	0.0320441988950276	Germ cell tumor
BS_297H8BT4	549	15	7	22	0.0400728597449909	DIPG or DMG
BS_29CPJ040	2027	6	4	10	0.00493339911198816	Low-grade glioma
BS_29TRQXWM	1368	15	8	23	0.016812865497076	Low-grade glioma
BS_29X4ZX6Q	2286	13	17	30	0.0131233595800525	Other high-grade glioma
BS_29YQ60CP	1810	108	255	363	0.200552486187845	Medulloblastoma
BS_2A5R9MEJ	2434	8	2	10	0.00410846343467543	DIPG or DMG
BS_2ADZNNV4	1882	7	6	13	0.00690754516471838	Low-grade glioma
BS_2AR3AP0N	2122	7	6	13	0.0061262959472196	Mixed neuronal-glial tumor
BS_2ARXK0TD	1784	9	72	81	0.0454035874439462	DIPG or DMG
BS_2AV1H5TV	245	43	22	65	0.26530612244898	DIPG or DMG
BS_2CW8AGZ2	2056	87	19	106	0.051556420233463	Craniopharyngioma
BS_2D1R9SBY	1275	113	84	197	0.154509803921569	Mixed neuronal-glial tumor
BS_2E9VDD00	350	18	6	24	0.0685714285714286	Low-grade glioma
BS_2EDZ7F2G	255	19	15	34	0.133333333333333	Other high-grade glioma
BS_2EMW8ZG3	1685	19	5	24	0.0142433234421365	Low-grade glioma
BS_2EN3X6HB	823	9	5	14	0.0170109356014581	Other high-grade glioma
BS_2F5CPC8C	1162	18	2	20	0.0172117039586919	Mesenchymal tumor
BS_2FEZWH1F	1938	26	16	42	0.021671826625387	DIPG or DMG
BS_2FVW6473	2389	12	50	62	0.0259522812892424	Choroid plexus tumor
BS_2G4EH95X	2046	28	6	34	0.0166177908113392	Medulloblastoma
BS_2GSAPE1R	310	38	13	51	0.164516129032258	Other high-grade glioma
BS_2HNXVFAS	2211	29	54	83	0.0375395748530077	DIPG or DMG
BS_2JP7RBMB	2053	9	5	14	0.00681928884559182	DIPG or DMG
BS_2K01T8K6	1513	3	15	18	0.0118968935888962	DIPG or DMG
BS_2K3FVT86	2436	11	12	23	0.00944170771756979	Other high-grade glioma
BS_2M4174KG	1344	22	4	26	0.0193452380952381	Medulloblastoma
BS_2QCQYY6M	758	83	49	132	0.174142480211082	Mixed neuronal-glial tumor
BS_2QGRF15R	2085	12	15	27	0.0129496402877698	Other high-grade glioma
BS_2R9HK6YY	1116	17	14	31	0.0277777777777778	Low-grade glioma
BS_2S4M5VH9	722	22	4	26	0.03601108033241	Non-neoplastic tumor
BS_2SFTWNVE	2834	7	11	18	0.0063514467184192	Medulloblastoma
BS_2SHWPB5P	565	28	49	77	0.136283185840708	Other tumor
BS_2T5PJAW8	733	39	14	53	0.0723055934515689	Other high-grade glioma
BS_2WANPFBJ	1133	125	116	241	0.212709620476611	DIPG or DMG
BS_2WPQ8YCW	1423	8	3	11	0.00773014757554462	Low-grade glioma
BS_2WXXHDJ8	1778	135	70	205	0.115298087739033	Meningioma
BS_2XD3MNKD	2329	10	27	37	0.0158866466294547	Non-neoplastic tumor
BS_2XM08BFY	1287	27	10	37	0.0287490287490287	Low-grade glioma
BS_2YCJV2VV	1988	7	3	10	0.00503018108651911	Low-grade glioma
BS_2Z1MKS84	2685	9	12	21	0.00782122905027933	Medulloblastoma
BS_304SPN6B	1278	11	8	19	0.014866979655712	Low-grade glioma
BS_30F3Z9FS	2205	16	98	114	0.0517006802721088	DIPG or DMG
BS_30VC3R2Q	2135	7	4	11	0.00515222482435597	DIPG or DMG
BS_30YWQ3FY	1397	60	108	168	0.120257695060845	DIPG or DMG
BS_312K12XX	1464	22	15	37	0.0252732240437158	Germ cell tumor
BS_31MBRWC4	1684	14	136	150	0.0890736342042755	Other high-grade glioma
BS_31TF0P1N	1218	28	18	46	0.0377668308702791	Atypical Teratoid Rhabdoid Tumor
BS_32FYKNRN	2694	48	47	95	0.0352635486265776	Meningioma
BS_333KCNDP	1462	12	72	84	0.0574555403556772	DIPG or DMG
BS_33AQSPRP	708	90	38	128	0.180790960451977	Low-grade glioma
BS_34201DKZ	2277	20	6	26	0.0114185331576636	Ependymoma
BS_34CAMM62	1127	34	10	44	0.0390417036379769	Medulloblastoma
BS_36T79XQZ	644	16	1	17	0.0263975155279503	Mesenchymal tumor
BS_37GTVG4N	2836	13	11	24	0.00846262341325811	Other CNS embryonal tumor
BS_397XFJY9	601	49	9	58	0.0965058236272879	Medulloblastoma
BS_398KYV92	1974	13	15	28	0.0141843971631206	Meningioma
