Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_EBMCTR80	10064	164	75	239	0.023748012718601	LGG
BS_EFE4YEK3	15852	412	363	775	0.0488897300025233	MB
BS_EFEZB0ZH	9928	141	86	227	0.0228646253021757	LGG
BS_EHVYJAVA	13317	34	42	76	0.00570699106405347	LGG
BS_EK5PCKY0	2514	76	281	357	0.14200477326969	EPN
BS_EMMF4PZX	9794	291	231	522	0.0532979375127629	CPG
BS_EMYET8F4	10928	124	74	198	0.0181185944363104	EPN
BS_EN2VK7NY	12891	46	30	76	0.00589558606779924	LGG
BS_ERJAJ0KA	12375	59	111	170	0.0137373737373737	GNG
BS_ERWT0ZWE	13468	446	274	720	0.0534600534600535	MB
BS_ET8CJXSF	12320	66	58	124	0.0100649350649351	LGG
BS_EVCAC3NH	3399	136	208	344	0.101206237128567	EPN
BS_EXYHZ6D4	1565	253	99	352	0.224920127795527	LGG
BS_EYSS0ZDS	11251	161	70	231	0.0205315083103724	LGG
BS_EYYMKWB7	11382	180	147	327	0.0287295730100158	LGG
BS_EZ3147MX	20782	152	764	916	0.0440766047541141	HGG
BS_F0JB4EAK	5638	113	263	376	0.0666903157147925	HGG
BS_F4E8R9VY	8199	189	117	306	0.0373216245883644	GNG
BS_F8N6CFQE	9766	39	22	61	0.00624616014745034	LGG
BS_FAQQ0GCQ	13441	42	77	119	0.0088535079235176	GNG
BS_FCAKKZ20	10532	209	191	400	0.0379794910748196	MB
BS_FCDAH728	10222	143	460	603	0.0589904128350616	HGG
BS_FEV5A0HN	10877	259	265	524	0.0481750482669854	HGG
BS_FJWZ3M7V	11581	38	29	67	0.00578533805370866	LGG
BS_FJZPQZ2C	14730	70	51	121	0.00821452817379498	LGG
BS_FKDQJJB5	7509	166	124	290	0.0386203222799308	MB
BS_FRZ76GEG	10493	64	67	131	0.0124845134851806	CPG
BS_FTKPQ5FZ	2599	138	198	336	0.129280492497114	EPN
BS_FW5ECXXK	3974	119	157	276	0.0694514343231002	EPN
BS_FX2P2WEG	5818	234	224	458	0.0787212100378137	HGG
BS_FYRDYBMZ	8067	205	265	470	0.0582620552869716	HGG
BS_G00FHF3Q	12460	172	237	409	0.0328250401284109	MB
BS_G23JJAZY	5323	198	219	417	0.0783392823595717	EPN
BS_G3NN392N	5742	310	231	541	0.0942180424939046	HGG
BS_G3RJTBZD	12441	336	161	497	0.0399485571899365	HGG
BS_G5QBBHDV	4390	196	287	483	0.11002277904328	LGG
BS_G63HYD6N	14106	191	181	372	0.0263717566992769	EPN
BS_G7AGNB5G	10397	68	67	135	0.0129845147638742	LGG
BS_G9XE3N9T	10657	98	110	208	0.0195176879046636	LGG
BS_GAGRGSSX	6215	171	238	409	0.0658085277554304	ATRT
BS_GC3CH9TY	11887	192	230	422	0.0355009674434256	CPG
BS_GCA4GET3	10608	75	83	158	0.014894419306184	LGG
BS_GCQFGDTX	18515	429	185	614	0.0331623008371591	MB
BS_GE2RVZE6	13718	244	383	627	0.0457063711911357	MB
BS_GG9W3J9Y	12344	391	112	503	0.040748541801685	HGG
BS_GHNJ4CYC	8158	44	41	85	0.0104192203971562	LGG
BS_GJNCYABP	7376	70	115	185	0.0250813449023861	ATRT
BS_GMDQK06Q	13203	39	55	94	0.00711959403165947	CPG
BS_GMJBGBWB	10264	74	58	132	0.0128604832424006	CPG
BS_GNV89A5P	11289	313	250	563	0.0498715563823191	MB
BS_GPEGRCCT	12081	74	41	115	0.00951907954639517	LGG
BS_GR46VD0Q	13257	95	105	200	0.0150863694651882	LGG
BS_GS1KR5PK	17238	1136	639	1775	0.102970182155703	MB
BS_GTZCFGRZ	9401	144	134	278	0.029571322199766	GNG
BS_GV3NZ9QD	11721	67	59	126	0.0107499360122856	EPN
BS_GW0GKWMS	11317	135	86	221	0.0195281435009278	HGG
BS_GWCRMKE6	11413	67	64	131	0.0114781389643389	LGG
BS_GWSJ4Z9H	12172	127	306	433	0.0355734472559974	HGG
BS_GYA4V1RD	16014	39	49	88	0.00549519170725615	LGG
BS_GYXSDZ56	12498	47	35	82	0.00656104976796287	LGG
BS_H0QWRJE2	10577	131	283	414	0.0391415335161199	HGG
BS_H1XPVS9A	10418	124	68	192	0.0184296410059512	LGG
BS_H3FE3TH9	11510	51	47	98	0.00851433536055604	LGG
BS_H4B5Y6S0	4866	185	458	643	0.132141389231402	MB
BS_H4NXBD2D	4243	106	283	389	0.0916804148008485	EPN
BS_H8A9PSYA	8419	65	58	123	0.0146098111414657	LGG
BS_H97S5SQN	9744	75	252	327	0.0335591133004926	HGG
BS_HA20Y4XY	11460	64	34	98	0.00855148342059337	LGG
BS_HB03GSHF	9538	148	168	316	0.0331306353533235	MB
BS_HC44ZA0V	10923	132	492	624	0.0571271628673441	EPN
BS_HC5M8JTC	11489	46	31	77	0.00670206284271912	LGG
BS_HD4EJYE3	12763	220	207	427	0.0334560839927917	MB
BS_HE57E1RP	8280	225	161	386	0.0466183574879227	MB
BS_HF3RNN2T	9387	176	247	423	0.0450623202301055	MB
BS_HHPA8NJ2	8471	340	278	618	0.0729547869200803	MB
BS_HJRTC9JQ	12939	78	160	238	0.0183940026277147	HGG
BS_HKZENFDA	4634	146	229	375	0.0809236081139404	MB
BS_HQ5BJ6MW	8418	46	62	108	0.0128296507483963	LGG
BS_HSHN8PBB	10280	100	79	179	0.0174124513618677	LGG
BS_HTEPAKCM	9490	378	296	674	0.0710221285563751	MB
BS_HV8PFRBR	7797	140	164	304	0.0389893548800821	LGG
BS_HWGWYCY7	10058	323	493	816	0.0811294491946709	HGG
BS_HX0S30NE	10866	33	43	76	0.00699429412847414	LGG
BS_HZ707C55	11698	144	259	403	0.0344503333903231	EPN
BS_HZE3KYZ1	8733	174	213	387	0.0443146684987977	MB
BS_HZRM07TW	13325	544	210	754	0.0565853658536585	MB
BS_J1AB8PMA	8847	121	92	213	0.0240759579518481	MB
BS_J483EMFP	13827	810	322	1132	0.0818688074058002	ATRT
BS_J6VKB1VE	5801	230	166	396	0.0682640923978624	LGG
BS_J70GK8SM	3170	79	197	276	0.0870662460567823	EPN
BS_J71N7D09	17227	993	1038	2031	0.117896325535497	MB
BS_J8G4SH4Z	12437	324	275	599	0.0481627402106617	MB
BS_J8VX4D17	10312	176	84	260	0.0252133436772692	EPN
BS_JB43XBCQ	7533	100	220	320	0.0424797557414045	HGG
BS_JCPKYHKY	12093	45	78	123	0.0101711734061027	CPG
BS_JFB984RG	9241	341	271	612	0.066226598852938	MB
BS_JFR750KD	12524	107	47	154	0.0122963909294155	LGG
BS_JG9JZTA9	9295	87	143	230	0.0247444862829478	LGG
BS_JH29M4KG	12676	42	42	84	0.00662669611864942	LGG
BS_JHGW42S6	9711	62	171	233	0.0239934095355782	EPN
BS_JKXA3FQC	11846	68	33	101	0.00852608475434746	LGG
BS_JMHG7GCN	9838	45	43	88	0.0089449075015247	LGG
BS_JQVAWTTM	8342	136	317	453	0.0543035243346919	HGG
