sample	cluster_assigned	method
BS_AWH9757B	1	pam_canberra_13
BS_AWJFW3W5	9	pam_canberra_13
BS_AYAMBZHS	1	pam_canberra_13
BS_AYSXRQWY	2	pam_canberra_13
BS_AZN38B7V	5	pam_canberra_13
BS_AZQM1JJH	7	pam_canberra_13
BS_B0SVFK4P	1	pam_canberra_13
BS_B1C6GZ84	3	pam_canberra_13
BS_B1HF89ES	4	pam_canberra_13
BS_B1HVNV0T	1	pam_canberra_13
BS_B1J776DQ	11	pam_canberra_13
BS_B1SF3H8Z	1	pam_canberra_13
BS_B24PKKQB	5	pam_canberra_13
BS_B2QMR6Z9	4	pam_canberra_13
BS_B3516CQJ	13	pam_canberra_13
BS_B3M5SGPA	3	pam_canberra_13
BS_B3MQFFYP	2	pam_canberra_13
BS_B47WQMHK	13	pam_canberra_13
BS_B4R7X1KE	3	pam_canberra_13
BS_B53Z0T1Q	5	pam_canberra_13
BS_B57327NA	12	pam_canberra_13
BS_B5JM6T8K	2	pam_canberra_13
BS_B61168DE	5	pam_canberra_13
BS_B6JKQFKA	11	pam_canberra_13
BS_B6M763JS	3	pam_canberra_13
BS_B741RZY9	10	pam_canberra_13
BS_B7GEH89C	12	pam_canberra_13
BS_B7X8VXQ3	1	pam_canberra_13
BS_B8T7M0WV	1	pam_canberra_13
BS_B9V8RGTA	5	pam_canberra_13
BS_BA6AZWB3	1	pam_canberra_13
BS_BANCTAV6	4	pam_canberra_13
BS_BBAEMXRD	12	pam_canberra_13
BS_BBQ6BHGN	2	pam_canberra_13
BS_BC936YNZ	3	pam_canberra_13
BS_BD2TNN61	11	pam_canberra_13
BS_BE1WV2B2	6	pam_canberra_13
BS_BE6EZQHP	6	pam_canberra_13
BS_BEKKNDWB	6	pam_canberra_13
BS_BFV8JDZM	11	pam_canberra_13
BS_BGFDW0VM	8	pam_canberra_13
BS_BGTPAACY	13	pam_canberra_13
BS_BHR08WGW	5	pam_canberra_13
BS_BJBM0BN7	2	pam_canberra_13
BS_BJDNWMJH	10	pam_canberra_13
BS_BK0HGRXM	7	pam_canberra_13
BS_BKQZ550R	3	pam_canberra_13
BS_BKR4E30C	3	pam_canberra_13
BS_BMMY0H73	4	pam_canberra_13
BS_BN3VGJP0	11	pam_canberra_13
BS_BNECCX4D	4	pam_canberra_13
BS_BPKRC55C	11	pam_canberra_13
BS_BPM1MRGT	2	pam_canberra_13
BS_BPSTSCBJ	3	pam_canberra_13
BS_BSMKSA87	8	pam_canberra_13
BS_BSNW9PTR	13	pam_canberra_13
BS_BSV07M7Z	9	pam_canberra_13
BS_BVSW4GTG	9	pam_canberra_13
BS_BW1Z7QQY	2	pam_canberra_13
BS_BW79W2PD	7	pam_canberra_13
BS_BX7K8WF8	8	pam_canberra_13
BS_BXXJ9P8C	5	pam_canberra_13
BS_BYA64S6C	2	pam_canberra_13
BS_BYBG9F2X	2	pam_canberra_13
BS_BZCTXEPJ	11	pam_canberra_13
BS_C05FKR8X	10	pam_canberra_13
BS_C0GQVFWA	6	pam_canberra_13
BS_C0NEVC2B	2	pam_canberra_13
BS_C0XFDP38	5	pam_canberra_13
BS_C2P690E3	10	pam_canberra_13
BS_C3NW374Q	2	pam_canberra_13
BS_C41DJZ1F	3	pam_canberra_13
BS_C51RB0YR	3	pam_canberra_13
BS_C6SKJG3N	3	pam_canberra_13
BS_C6ZZ3FY5	12	pam_canberra_13
BS_C7A2TYAC	3	pam_canberra_13
BS_C7N3J4NW	1	pam_canberra_13
BS_C80S5N37	10	pam_canberra_13
BS_C83TK159	2	pam_canberra_13
BS_C853MJT4	6	pam_canberra_13
BS_C8KEG501	2	pam_canberra_13
BS_C8ME4RZA	8	pam_canberra_13
BS_C8RVHTVV	4	pam_canberra_13
BS_C8RWMN8X	4	pam_canberra_13
BS_C9GNTZ1T	4	pam_canberra_13
BS_CB6VK7PB	3	pam_canberra_13
BS_CBTMQFBE	2	pam_canberra_13
BS_CC6RREE4	4	pam_canberra_13
BS_CCBW38BM	6	pam_canberra_13
BS_CE7C68FX	11	pam_canberra_13
BS_CF5HC0PR	13	pam_canberra_13
BS_CF63VG3S	7	pam_canberra_13
BS_CFCWWFKG	8	pam_canberra_13
BS_CFD3WHAY	2	pam_canberra_13
BS_CFK707H0	4	pam_canberra_13
BS_CG1RG607	7	pam_canberra_13
BS_CG6R2RED	9	pam_canberra_13
BS_CGB2WS2A	1	pam_canberra_13
BS_CH8Q6FCN	2	pam_canberra_13
BS_CHDGRYHJ	6	pam_canberra_13
BS_CKKY5S4M	6	pam_canberra_13
BS_CKM16AHA	2	pam_canberra_13
BS_CM14SRVX	1	pam_canberra_13
BS_CMDJJQ7K	2	pam_canberra_13
BS_CN0GW92K	6	pam_canberra_13
BS_CN797XGY	2	pam_canberra_13
BS_CQEETJ66	5	pam_canberra_13
BS_CQSAJ7BF	1	pam_canberra_13
BS_CREQ97QC	1	pam_canberra_13
BS_CRG16D94	8	pam_canberra_13
BS_CS170P7T	3	pam_canberra_13
BS_CSXE7SXN	13	pam_canberra_13
BS_CTR5X93B	3	pam_canberra_13
BS_CV8J6WK8	8	pam_canberra_13
BS_CV9QNWN7	13	pam_canberra_13
BS_CVEDJGHZ	7	pam_canberra_13
BS_CVGFNCBJ	1	pam_canberra_13
BS_CVGPSXV7	2	pam_canberra_13
BS_CW9QV8AG	1	pam_canberra_13
BS_CX7NH77G	11	pam_canberra_13
BS_CXAQDK7S	2	pam_canberra_13
BS_CXVJK2FY	10	pam_canberra_13
BS_CYEY58NY	9	pam_canberra_13
BS_CZ3ER8DY	10	pam_canberra_13
BS_CZ3NA7KV	10	pam_canberra_13
BS_CZ82ANWP	3	pam_canberra_13
BS_CZPQ493E	7	pam_canberra_13
BS_D0BGESQF	5	pam_canberra_13
BS_D0RDN4K5	12	pam_canberra_13
BS_D144EJRQ	9	pam_canberra_13
BS_D2FQ2XTR	11	pam_canberra_13
BS_D2K9C7XR	3	pam_canberra_13
BS_D3F1RCAR	9	pam_canberra_13
BS_D3YBV7KB	3	pam_canberra_13
BS_D432YMV4	13	pam_canberra_13
BS_D46WVFCP	6	pam_canberra_13
BS_D48301X5	10	pam_canberra_13
BS_D4PJYHZ2	5	pam_canberra_13
BS_D4VNDNQA	4	pam_canberra_13
BS_D5G5D9ZM	8	pam_canberra_13
BS_D5MT05YK	1	pam_canberra_13
BS_D5NQV7N5	12	pam_canberra_13
BS_D5P6EZ1M	5	pam_canberra_13
BS_D60KFHX4	9	pam_canberra_13
BS_D6J2BGDJ	12	pam_canberra_13
BS_D9GEXXHX	5	pam_canberra_13
BS_DB75RPCD	5	pam_canberra_13
BS_DBEX7AG2	12	pam_canberra_13
BS_DEHJF4C7	3	pam_canberra_13
BS_DFGS950G	12	pam_canberra_13
BS_DFWFBYSN	9	pam_canberra_13
BS_DGTPWJ59	1	pam_canberra_13
BS_DGWXNSPK	4	pam_canberra_13
BS_DHA5FMVW	5	pam_canberra_13
BS_DHN6WDKG	8	pam_canberra_13
BS_DK87G2MP	7	pam_canberra_13
BS_DMJHAG9X	2	pam_canberra_13
BS_DMZP9G1H	1	pam_canberra_13
BS_DNZVP92S	5	pam_canberra_13
BS_DPA539AJ	6	pam_canberra_13
BS_DPF1CX0G	3	pam_canberra_13
BS_DR079H0D	7	pam_canberra_13
BS_DRD9QXR5	5	pam_canberra_13
BS_DS1HY9A0	8	pam_canberra_13
BS_DS438CXE	9	pam_canberra_13
BS_DS4Z2VBP	10	pam_canberra_13
BS_DSPVSM7D	12	pam_canberra_13
BS_DSS3S5XD	3	pam_canberra_13
BS_DV86M0Y7	3	pam_canberra_13
BS_DVCQ8XDZ	1	pam_canberra_13
BS_DY88N5ZT	9	pam_canberra_13
BS_DY9NTFQR	1	pam_canberra_13
BS_DZ4B5A40	4	pam_canberra_13
BS_DZBVFTQF	4	pam_canberra_13
BS_DZFV0CFA	11	pam_canberra_13
BS_DZNXFPH1	2	pam_canberra_13
BS_E054DFJN	5	pam_canberra_13
BS_E0XXZRKS	4	pam_canberra_13
BS_E0ZEECZ6	8	pam_canberra_13
BS_E1B3BKYA	5	pam_canberra_13
BS_E1CGF3KV	10	pam_canberra_13
BS_E2B5BJ7A	10	pam_canberra_13
BS_E2DEWCSK	2	pam_canberra_13
BS_E2W0TCTA	7	pam_canberra_13
BS_E3BAT4C1	9	pam_canberra_13
BS_E3EJHXQV	5	pam_canberra_13
BS_E4F1D721	10	pam_canberra_13
BS_E4QK839R	1	pam_canberra_13
BS_E67QTP84	6	pam_canberra_13
BS_E6DT3HPT	11	pam_canberra_13
BS_E7NVYA6G	7	pam_canberra_13
BS_E94QRJDW	3	pam_canberra_13
BS_EAHR4JSD	8	pam_canberra_13
BS_EB0XRBT9	7	pam_canberra_13
BS_EBMCTR80	3	pam_canberra_13
BS_ECGQWHNQ	4	pam_canberra_13
BS_ECNBQ2RA	12	pam_canberra_13
BS_ECP485VV	6	pam_canberra_13
BS_ED8G98XT	3	pam_canberra_13
BS_EF775B3K	1	pam_canberra_13
BS_EFE4YEK3	9	pam_canberra_13
BS_EFEZB0ZH	3	pam_canberra_13
BS_EHVYJAVA	3	pam_canberra_13
BS_EJ9JKM1C	5	pam_canberra_13
BS_EJSWEM34	8	pam_canberra_13
BS_EK5PCKY0	12	pam_canberra_13
BS_EMAJ7P3P	4	pam_canberra_13
BS_EMMF4PZX	5	pam_canberra_13
BS_EMYET8F4	10	pam_canberra_13
BS_EN2VK7NY	3	pam_canberra_13
BS_ENEYB4TG	7	pam_canberra_13
BS_ENKG5GF3	5	pam_canberra_13
BS_ENX83H9Z	13	pam_canberra_13
BS_EQKYB3JB	6	pam_canberra_13
BS_ERJAJ0KA	1	pam_canberra_13
BS_ERJT2RFF	11	pam_canberra_13
BS_ERWT0ZWE	9	pam_canberra_13
BS_ET8CJXSF	1	pam_canberra_13
BS_ETDCPRAM	8	pam_canberra_13
BS_ETM3DW4J	2	pam_canberra_13
BS_EV9MAQXE	7	pam_canberra_13
BS_EVCAC3NH	12	pam_canberra_13
BS_EWC2NGHN	10	pam_canberra_13
BS_EXGBH3TD	3	pam_canberra_13
BS_EXPJQZTH	12	pam_canberra_13
BS_EXYHZ6D4	11	pam_canberra_13
BS_EY2B6KD0	11	pam_canberra_13
BS_EYFKY385	8	pam_canberra_13
BS_EYSS0ZDS	3	pam_canberra_13
BS_EYYMKWB7	3	pam_canberra_13
BS_EZ3147MX	3	pam_canberra_13
BS_F0JB4EAK	2	pam_canberra_13
BS_F0ZP45KB	4	pam_canberra_13
BS_F1K9QTBS	11	pam_canberra_13
BS_F21R36MM	7	pam_canberra_13
BS_F349AQKV	11	pam_canberra_13
BS_F37P8QT7	11	pam_canberra_13
BS_F4E8R9VY	3	pam_canberra_13
BS_F5BZSF3Q	5	pam_canberra_13
BS_F5QBVPP0	9	pam_canberra_13
BS_F65GWS21	11	pam_canberra_13
BS_F6V1Y4QS	3	pam_canberra_13
BS_F6Z5HFWH	10	pam_canberra_13
BS_F6ZHHA54	11	pam_canberra_13
BS_F77MGAQT	7	pam_canberra_13
BS_F7HXBZH4	8	pam_canberra_13
BS_F8N6CFQE	3	pam_canberra_13
BS_F9WKPDFG	8	pam_canberra_13
BS_F9Y4Z92G	1	pam_canberra_13
BS_FA3JYABA	13	pam_canberra_13
BS_FAQQ0GCQ	3	pam_canberra_13
BS_FAVRBEW7	10	pam_canberra_13
BS_FBJ5Q54N	9	pam_canberra_13
BS_FBRNNYCA	6	pam_canberra_13
BS_FEKM7X6Z	8	pam_canberra_13
BS_FEV5A0HN	9	pam_canberra_13
BS_FEYMKEK8	10	pam_canberra_13
BS_FGJH1X0S	12	pam_canberra_13
BS_FGQA2S06	2	pam_canberra_13
BS_FHM1TKTT	4	pam_canberra_13
BS_FJ2H219D	11	pam_canberra_13
BS_FJWZ3M7V	3	pam_canberra_13
BS_FKASA3MN	12	pam_canberra_13
BS_FKDQJJB5	9	pam_canberra_13
BS_FQ5VYCBD	4	pam_canberra_13
BS_FR42HY0Z	2	pam_canberra_13
BS_FR44JV3A	11	pam_canberra_13
BS_FRM9TG02	5	pam_canberra_13
BS_FRZ76GEG	5	pam_canberra_13
BS_FTKPQ5FZ	12	pam_canberra_13
BS_FV820J38	6	pam_canberra_13
BS_FW5ECXXK	12	pam_canberra_13
BS_FWMJPKCV	3	pam_canberra_13
BS_FX2P2WEG	12	pam_canberra_13
BS_FX4WKR2R	11	pam_canberra_13
BS_FXJY0MNH	1	pam_canberra_13
BS_FYP2B298	10	pam_canberra_13
BS_FYRDYBMZ	3	pam_canberra_13
BS_FZ62GZGV	7	pam_canberra_13
BS_FZRCFK0W	11	pam_canberra_13
BS_G0RPJHA9	8	pam_canberra_13
BS_G19QZG4S	2	pam_canberra_13
BS_G1DAGKSY	2	pam_canberra_13
BS_G1E5DATJ	7	pam_canberra_13
BS_G1Y281HX	5	pam_canberra_13
BS_G23JJAZY	12	pam_canberra_13
BS_G257VSS9	4	pam_canberra_13
BS_G3NN392N	2	pam_canberra_13
BS_G3W0DTAX	8	pam_canberra_13
BS_G5NHSFD4	3	pam_canberra_13
BS_G5QBBHDV	12	pam_canberra_13
BS_G63HYD6N	9	pam_canberra_13
BS_G6RKBJEY	8	pam_canberra_13
BS_G7AGNB5G	3	pam_canberra_13
BS_G8TXTX0H	2	pam_canberra_13
BS_G9219PMD	11	pam_canberra_13
BS_G9XE3N9T	1	pam_canberra_13
BS_GAGRGSSX	5	pam_canberra_13
BS_GC3CH9TY	5	pam_canberra_13
BS_GCA4GET3	3	pam_canberra_13
BS_GCQFGDTX	9	pam_canberra_13
BS_GE2RVZE6	9	pam_canberra_13
BS_GG9W3J9Y	3	pam_canberra_13
BS_GGJ3SQ51	8	pam_canberra_13
BS_GHNJ4CYC	3	pam_canberra_13
BS_GHZJ8FX3	11	pam_canberra_13
BS_GJNCYABP	5	pam_canberra_13
BS_GKDWPV3K	8	pam_canberra_13
BS_GKWT3J9X	13	pam_canberra_13
BS_GKZZJ29B	10	pam_canberra_13
BS_GM9Y3AZ5	11	pam_canberra_13
BS_GMDQK06Q	3	pam_canberra_13
BS_GMF4ABXJ	4	pam_canberra_13
BS_GMJBGBWB	3	pam_canberra_13
BS_GN80ZQ39	8	pam_canberra_13
BS_GNV89A5P	9	pam_canberra_13
BS_GPEGRCCT	3	pam_canberra_13
BS_GPYVYKP2	7	pam_canberra_13
BS_GS1KR5PK	9	pam_canberra_13
BS_GS7Q2JHA	8	pam_canberra_13
BS_GSV81YTV	6	pam_canberra_13
BS_GSVCN2XC	5	pam_canberra_13
BS_GTZCFGRZ	3	pam_canberra_13
BS_GV3NZ9QD	10	pam_canberra_13
BS_GVPKBXC1	4	pam_canberra_13
BS_GW0GKWMS	3	pam_canberra_13
BS_GWCRMKE6	3	pam_canberra_13
BS_GWHYM3R4	2	pam_canberra_13
BS_GWSJ4Z9H	4	pam_canberra_13
BS_GYA4V1RD	1	pam_canberra_13
BS_GYXSDZ56	3	pam_canberra_13
BS_H08FEN68	7	pam_canberra_13
BS_H0QWRJE2	10	pam_canberra_13
BS_H0TJS3RZ	4	pam_canberra_13
BS_H0WF1WHE	7	pam_canberra_13
BS_H1448C01	8	pam_canberra_13
BS_H16EVNVN	11	pam_canberra_13
BS_H18EDRJK	8	pam_canberra_13
BS_H1XPVS9A	3	pam_canberra_13
BS_H1ZS5FMZ	3	pam_canberra_13
BS_H3FE3TH9	3	pam_canberra_13
BS_H3Y8FWHV	5	pam_canberra_13
BS_H4B5Y6S0	6	pam_canberra_13
BS_H4NXBD2D	12	pam_canberra_13
BS_H5VQJR7X	11	pam_canberra_13
BS_H6YSDEDB	8	pam_canberra_13
BS_H8A9PSYA	3	pam_canberra_13
BS_H97S5SQN	4	pam_canberra_13
BS_H9EX5WX3	4	pam_canberra_13
BS_H9JYKFTV	12	pam_canberra_13
BS_HA20Y4XY	3	pam_canberra_13
BS_HB03GSHF	9	pam_canberra_13
BS_HBGSCK8J	11	pam_canberra_13
BS_HBJZR69P	5	pam_canberra_13
BS_HC44ZA0V	10	pam_canberra_13
BS_HC5M8JTC	3	pam_canberra_13
BS_HCP5C912	1	pam_canberra_13
BS_HD33RVPJ	6	pam_canberra_13
BS_HD4EJYE3	9	pam_canberra_13
BS_HDPCQETG	2	pam_canberra_13
BS_HE0WJRW6	5	pam_canberra_13
BS_HE57E1RP	9	pam_canberra_13
BS_HF3RNN2T	9	pam_canberra_13
BS_HFC28PWG	13	pam_canberra_13
BS_HHPA8NJ2	9	pam_canberra_13
BS_HJBVSPH7	8	pam_canberra_13
BS_HJRTC9JQ	5	pam_canberra_13
BS_HJV0J603	9	pam_canberra_13
BS_HJVKKWGP	10	pam_canberra_13
BS_HK9P0Q4G	4	pam_canberra_13
BS_HKZENFDA	6	pam_canberra_13
BS_HM0R6SXQ	2	pam_canberra_13
BS_HM997M0B	2	pam_canberra_13
BS_HNMQ7488	4	pam_canberra_13
BS_HPEYQCY8	11	pam_canberra_13
BS_HPV4F6VR	8	pam_canberra_13
BS_HQ5BJ6MW	3	pam_canberra_13
BS_HQDXQ5Y4	11	pam_canberra_13
BS_HQER7QQD	2	pam_canberra_13
BS_HQNTHFJT	2	pam_canberra_13
BS_HRJ9145M	7	pam_canberra_13
BS_HSHN8PBB	3	pam_canberra_13
BS_HSPV8GXC	11	pam_canberra_13
BS_HSTNFPKW	2	pam_canberra_13
BS_HTEPAKCM	9	pam_canberra_13
BS_HTSFDSJR	11	pam_canberra_13
BS_HTV7WWZJ	9	pam_canberra_13
BS_HV8PFRBR	3	pam_canberra_13
BS_HVB0N4A3	7	pam_canberra_13
BS_HVGKX0WY	7	pam_canberra_13
BS_HWVD3RH0	11	pam_canberra_13
BS_HX0S30NE	3	pam_canberra_13
BS_HX8XJ18H	8	pam_canberra_13
BS_HY2GHM23	7	pam_canberra_13
BS_HYASKY2Z	2	pam_canberra_13
BS_HZ707C55	10	pam_canberra_13
BS_HZ9AYDCQ	7	pam_canberra_13
BS_HZE3KYZ1	9	pam_canberra_13
BS_HZRM07TW	9	pam_canberra_13
BS_J1AB8PMA	9	pam_canberra_13
BS_J4GQPZS0	5	pam_canberra_13
BS_J4JY2F3H	2	pam_canberra_13
BS_J4QMPCS6	8	pam_canberra_13
BS_J5H5VXWY	2	pam_canberra_13
BS_J60G8DMK	5	pam_canberra_13
BS_J6VKB1VE	12	pam_canberra_13
BS_J70GK8SM	12	pam_canberra_13
BS_J71N7D09	9	pam_canberra_13
BS_J8G4SH4Z	9	pam_canberra_13
BS_J8VX4D17	10	pam_canberra_13
BS_J9CBGP57	3	pam_canberra_13
BS_J9M83K8T	2	pam_canberra_13
BS_JAT12TX2	1	pam_canberra_13
BS_JB43XBCQ	4	pam_canberra_13
BS_JC7WDK1A	11	pam_canberra_13
BS_JCKGMNR0	11	pam_canberra_13
BS_JCPKYHKY	5	pam_canberra_13
BS_JDSNFYQ0	11	pam_canberra_13
BS_JDWFEE36	2	pam_canberra_13
BS_JE6RR750	9	pam_canberra_13
BS_JFB984RG	9	pam_canberra_13
BS_JFEZA9KE	5	pam_canberra_13
BS_JFR750KD	3	pam_canberra_13
BS_JFVB9KXB	8	pam_canberra_13
BS_JG4AZB3Q	8	pam_canberra_13
BS_JG9JZTA9	5	pam_canberra_13
BS_JGA9BP3A	9	pam_canberra_13
BS_JGKZ54SA	2	pam_canberra_13
BS_JGPR9SR2	5	pam_canberra_13
BS_JH29M4KG	3	pam_canberra_13
BS_JHGW42S6	10	pam_canberra_13
BS_JHTBR7DW	10	pam_canberra_13
BS_JJNRHMKM	2	pam_canberra_13
BS_JJVH7WR0	12	pam_canberra_13
BS_JJW609CE	6	pam_canberra_13
BS_JK0VPG1T	5	pam_canberra_13
BS_JK22KD4A	2	pam_canberra_13
BS_JKDKZSX8	11	pam_canberra_13
BS_JKXA3FQC	3	pam_canberra_13
BS_JMD386Z2	12	pam_canberra_13
BS_JMHG7GCN	3	pam_canberra_13
BS_JMMPW4G3	6	pam_canberra_13
BS_JNXMRAW1	11	pam_canberra_13
BS_JP95KMRD	7	pam_canberra_13
BS_JPCHZM29	8	pam_canberra_13
BS_JPHWQ1TV	9	pam_canberra_13
BS_JQGJQ2QZ	7	pam_canberra_13
BS_JQVAWTTM	4	pam_canberra_13
BS_JQX8GXMG	6	pam_canberra_13
BS_JQXD577A	8	pam_canberra_13
BS_JQXHHK0K	12	pam_canberra_13
BS_JR5ATB7G	9	pam_canberra_13
BS_JRYJGYC4	3	pam_canberra_13
BS_JS95PE0J	3	pam_canberra_13
BS_JSPR854S	5	pam_canberra_13
BS_JT5BXPHZ	13	pam_canberra_13
BS_JT82QGXF	9	pam_canberra_13
BS_JTMXAMB7	6	pam_canberra_13
BS_JTWNJ8T7	1	pam_canberra_13
BS_JVA2NQFF	3	pam_canberra_13
BS_JVW2JJ39	9	pam_canberra_13
BS_JVZ7AQPV	11	pam_canberra_13
BS_JWCX8R17	5	pam_canberra_13
BS_JWSR581E	3	pam_canberra_13
BS_JX449BF5	10	pam_canberra_13
BS_JX4QBM9G	4	pam_canberra_13
BS_JX7S9MY7	5	pam_canberra_13
BS_JXNZYGCR	1	pam_canberra_13
BS_JXTZSFX3	2	pam_canberra_13
BS_JZRM1S3T	9	pam_canberra_13
BS_K0X3PZGN	7	pam_canberra_13
BS_K1024ZPM	10	pam_canberra_13
BS_K17VQECG	3	pam_canberra_13
BS_K19586VM	6	pam_canberra_13
BS_K25F4J3V	9	pam_canberra_13
BS_K2FHZGTK	5	pam_canberra_13
BS_K2N1WEZ7	2	pam_canberra_13
BS_K2PCC777	7	pam_canberra_13
BS_K2VYFVKZ	3	pam_canberra_13
BS_K3ER45RV	9	pam_canberra_13
BS_K47QA8XB	4	pam_canberra_13
BS_K57A4A9D	2	pam_canberra_13
BS_K5802F84	1	pam_canberra_13
BS_K5KWSB7D	8	pam_canberra_13
BS_K74N1BXQ	7	pam_canberra_13
BS_K74PZET7	9	pam_canberra_13
BS_K7MVS0Z7	3	pam_canberra_13
BS_K7S00RTR	7	pam_canberra_13
BS_K81DR8XG	9	pam_canberra_13
BS_K81PZXP2	4	pam_canberra_13
BS_K838XW6V	2	pam_canberra_13
BS_K88T8SW7	7	pam_canberra_13
BS_K8ZGHV4D	11	pam_canberra_13
BS_KABQQA0T	3	pam_canberra_13
BS_KB7WDWY8	4	pam_canberra_13
BS_KBEX4RT2	3	pam_canberra_13
BS_KBT7MQ6H	10	pam_canberra_13
BS_KDSTG5YY	10	pam_canberra_13
BS_KE56MMY0	5	pam_canberra_13
BS_KF0ZXDER	5	pam_canberra_13
BS_KFD5128N	11	pam_canberra_13
BS_KGXP2KJE	6	pam_canberra_13
BS_KHHXRWMZ	9	pam_canberra_13
BS_KJ13ZTP4	7	pam_canberra_13
BS_KJJZ48WS	6	pam_canberra_13
BS_KK0JWATQ	12	pam_canberra_13
BS_KK5C8VCK	5	pam_canberra_13
BS_KKDTW11T	12	pam_canberra_13
BS_KM2EX0K6	3	pam_canberra_13
BS_KMVKBZNM	8	pam_canberra_13
BS_KN7Y1N26	7	pam_canberra_13
BS_KN92S7YQ	9	pam_canberra_13
BS_KND4B5CW	5	pam_canberra_13
BS_KP735TJ6	3	pam_canberra_13
BS_KPT2WPHW	1	pam_canberra_13
BS_KQ6ZW085	1	pam_canberra_13
BS_KRS4EV4X	7	pam_canberra_13
BS_KS8HMGA6	7	pam_canberra_13
BS_KSC2H2HV	11	pam_canberra_13
BS_KSKZ9J7J	12	pam_canberra_13
BS_KT3C0XCA	10	pam_canberra_13
BS_KT975AEF	4	pam_canberra_13
BS_KVAJYZ6F	12	pam_canberra_13
BS_KVNGNETA	9	pam_canberra_13
BS_KVPWHDR4	4	pam_canberra_13
BS_KVV7001W	3	pam_canberra_13
BS_KWVZXEDS	10	pam_canberra_13
BS_KX9ECQZW	6	pam_canberra_13
BS_KXCY5BN5	5	pam_canberra_13
BS_KXH37MPN	3	pam_canberra_13
BS_KXMYBQ6N	5	pam_canberra_13
BS_KYF0Q0E7	6	pam_canberra_13
BS_KZPR01BD	1	pam_canberra_13
BS_M026T44Q	5	pam_canberra_13
BS_M0FA190Y	7	pam_canberra_13
BS_M0XGZ53Z	12	pam_canberra_13
BS_M12FJ0QT	8	pam_canberra_13
BS_M15PW2N0	9	pam_canberra_13
BS_M1PVEHCM	1	pam_canberra_13
BS_M1T1K5WV	10	pam_canberra_13
BS_M1XJJA7E	11	pam_canberra_13
BS_M3C0MZC9	11	pam_canberra_13
BS_M4923M40	5	pam_canberra_13
BS_M4HQAPWK	6	pam_canberra_13
BS_M4NVX721	1	pam_canberra_13
BS_M4TTKPNR	3	pam_canberra_13
BS_M54TWTH4	7	pam_canberra_13
BS_M7HCF7DW	3	pam_canberra_13
BS_M7TWXKXB	8	pam_canberra_13
BS_M7XB258E	2	pam_canberra_13
BS_M84H3KXA	6	pam_canberra_13
BS_M85CXHDV	5	pam_canberra_13
BS_M86ECPHK	9	pam_canberra_13
BS_M8A8KHD8	13	pam_canberra_13
BS_M8M56Z4Y	3	pam_canberra_13
BS_M9C4RY4P	5	pam_canberra_13
BS_M9CH91QV	1	pam_canberra_13
BS_MA1A3GY0	5	pam_canberra_13
BS_MA2T7ET1	10	pam_canberra_13
BS_MB7WN0ZB	12	pam_canberra_13
BS_MBQND18D	2	pam_canberra_13
BS_MBR71BJA	11	pam_canberra_13
BS_MBSTWZA6	3	pam_canberra_13
BS_MD0937XT	12	pam_canberra_13
BS_MDBT7S5Z	3	pam_canberra_13
BS_ME3HKN2C	1	pam_canberra_13
BS_ME6VQGG4	3	pam_canberra_13
BS_MF47B9ZW	1	pam_canberra_13
BS_MF8YNTC4	4	pam_canberra_13
BS_MF9X3PKH	3	pam_canberra_13
BS_MFGZH8FK	4	pam_canberra_13
BS_MG78HQDM	12	pam_canberra_13
BS_MGAMKKBD	12	pam_canberra_13
BS_MH8RAG4A	7	pam_canberra_13
BS_MJJRE059	4	pam_canberra_13
BS_MJKKGY95	5	pam_canberra_13
BS_MJMZZ1EY	13	pam_canberra_13
BS_MKGP8P5A	1	pam_canberra_13
BS_MKM0EEN1	13	pam_canberra_13
BS_MKN03R6A	11	pam_canberra_13
BS_MKP2Y41Z	10	pam_canberra_13
BS_MKV494VY	2	pam_canberra_13
BS_MM20BVW9	5	pam_canberra_13
BS_MMNRZ1EQ	5	pam_canberra_13
BS_MN5XVP5A	3	pam_canberra_13
BS_MN8EP9AF	7	pam_canberra_13
BS_MNQPSK14	4	pam_canberra_13
BS_MPZ6PKW8	2	pam_canberra_13
BS_MQCKXD60	12	pam_canberra_13
BS_MV6ASWV9	9	pam_canberra_13
BS_MVW01FPB	3	pam_canberra_13
BS_MX92FD6D	4	pam_canberra_13
BS_MXV7JCBD	11	pam_canberra_13
BS_MY9D8XZ1	3	pam_canberra_13
BS_N0877CX1	5	pam_canberra_13
BS_N1E0H8YQ	3	pam_canberra_13
BS_N1R1VSAG	6	pam_canberra_13
BS_N210XMKR	3	pam_canberra_13
BS_N3710YR1	7	pam_canberra_13
BS_N48DTDNC	11	pam_canberra_13
BS_N4B1SZZH	9	pam_canberra_13
BS_N51EV5FZ	11	pam_canberra_13
BS_N5B2CZMH	5	pam_canberra_13
BS_N5DVEJXT	10	pam_canberra_13
BS_N5NA83D2	7	pam_canberra_13
BS_N6N147BY	12	pam_canberra_13
BS_N6NE6B3W	1	pam_canberra_13
BS_N6TQBQ8M	2	pam_canberra_13
BS_N7SW36FD	2	pam_canberra_13
BS_N7VQ1GQB	2	pam_canberra_13
BS_N87X1T8T	4	pam_canberra_13
BS_N8J1DP02	10	pam_canberra_13
BS_N8K234V2	8	pam_canberra_13
BS_N9C2500H	6	pam_canberra_13
BS_NB5XWMJT	3	pam_canberra_13
