sample	cluster_assigned	method
BS_E1CGF3KV	1	hc_pearson_3
BS_E2DEWCSK	1	hc_pearson_3
BS_E2W0TCTA	1	hc_pearson_3
BS_E2Z940S4	1	hc_pearson_3
BS_E3BAT4C1	1	hc_pearson_3
BS_E3EJHXQV	1	hc_pearson_3
BS_E4F1D721	1	hc_pearson_3
BS_E4QK839R	1	hc_pearson_3
BS_E67QTP84	1	hc_pearson_3
BS_E7NVYA6G	1	hc_pearson_3
BS_E9CYN4NP	1	hc_pearson_3
BS_EAHR4JSD	1	hc_pearson_3
BS_EBMCTR80	1	hc_pearson_3
BS_ECGQWHNQ	1	hc_pearson_3
BS_ECNBQ2RA	1	hc_pearson_3
BS_ECP485VV	1	hc_pearson_3
BS_EF775B3K	1	hc_pearson_3
BS_EFE4YEK3	1	hc_pearson_3
BS_EFEZB0ZH	1	hc_pearson_3
BS_EHVYJAVA	1	hc_pearson_3
BS_EJSWEM34	1	hc_pearson_3
BS_EK5PCKY0	1	hc_pearson_3
BS_EMMF4PZX	1	hc_pearson_3
BS_EMQM7HTA	1	hc_pearson_3
BS_EMYET8F4	1	hc_pearson_3
BS_EN58Q2DK	1	hc_pearson_3
BS_EN5WR747	1	hc_pearson_3
BS_ENEYB4TG	1	hc_pearson_3
BS_ENKG5GF3	1	hc_pearson_3
BS_ENX83H9Z	1	hc_pearson_3
BS_EQKYB3JB	1	hc_pearson_3
BS_ERJAJ0KA	1	hc_pearson_3
BS_ERWT0ZWE	1	hc_pearson_3
BS_ET8CJXSF	1	hc_pearson_3
BS_ETDCPRAM	1	hc_pearson_3
BS_ETM3DW4J	1	hc_pearson_3
BS_EVCAC3NH	1	hc_pearson_3
BS_EXGBH3TD	1	hc_pearson_3
BS_EXPJQZTH	1	hc_pearson_3
BS_EXYHZ6D4	1	hc_pearson_3
BS_EYSS0ZDS	1	hc_pearson_3
BS_EYYMKWB7	1	hc_pearson_3
BS_EZ3147MX	1	hc_pearson_3
BS_F0JB4EAK	1	hc_pearson_3
BS_F1K9QTBS	1	hc_pearson_3
BS_F21R36MM	1	hc_pearson_3
BS_F4E8R9VY	1	hc_pearson_3
BS_F5QBVPP0	1	hc_pearson_3
BS_F6XHX6Q0	1	hc_pearson_3
BS_F6Z5HFWH	1	hc_pearson_3
BS_F77MGAQT	1	hc_pearson_3
BS_F8N6CFQE	1	hc_pearson_3
BS_F9WKPDFG	1	hc_pearson_3
BS_F9Y4Z92G	1	hc_pearson_3
BS_FAQQ0GCQ	1	hc_pearson_3
BS_FAVRBEW7	1	hc_pearson_3
BS_FBRNNYCA	1	hc_pearson_3
BS_FCDAH728	1	hc_pearson_3
BS_FCX6DZ0J	1	hc_pearson_3
BS_FEKM7X6Z	1	hc_pearson_3
BS_FEV5A0HN	1	hc_pearson_3
BS_FEYMKEK8	1	hc_pearson_3
BS_FGJH1X0S	1	hc_pearson_3
BS_FGQA2S06	1	hc_pearson_3
BS_FJWZ3M7V	1	hc_pearson_3
BS_FKASA3MN	1	hc_pearson_3
BS_FKDQJJB5	1	hc_pearson_3
BS_FRM9TG02	1	hc_pearson_3
BS_FRZ76GEG	1	hc_pearson_3
BS_FV820J38	1	hc_pearson_3
BS_FWMJPKCV	1	hc_pearson_3
BS_FX2P2WEG	1	hc_pearson_3
BS_FX4WKR2R	1	hc_pearson_3
BS_FXJY0MNH	1	hc_pearson_3
BS_FYP2B298	1	hc_pearson_3
BS_FYRDYBMZ	1	hc_pearson_3
BS_FZ62GZGV	1	hc_pearson_3
BS_G00FHF3Q	1	hc_pearson_3
BS_G0RPJHA9	1	hc_pearson_3
BS_G19QZG4S	1	hc_pearson_3
BS_G1DAGKSY	1	hc_pearson_3
BS_G1E5DATJ	1	hc_pearson_3
BS_G23JJAZY	1	hc_pearson_3
BS_G257VSS9	1	hc_pearson_3
BS_G2W3D5M2	1	hc_pearson_3
BS_G3NN392N	1	hc_pearson_3
BS_G5NHSFD4	1	hc_pearson_3
BS_G5QBBHDV	1	hc_pearson_3
BS_G5TXDQJ3	1	hc_pearson_3
BS_G6RKBJEY	1	hc_pearson_3
BS_G7AGNB5G	1	hc_pearson_3
BS_G8TXTX0H	1	hc_pearson_3
BS_GAGRGSSX	1	hc_pearson_3
BS_GC2J7SWH	1	hc_pearson_3
BS_GCA4GET3	1	hc_pearson_3
BS_GDHH6T5A	1	hc_pearson_3
BS_GG9W3J9Y	1	hc_pearson_3
BS_GGJ3SQ51	1	hc_pearson_3
BS_GHNJ4CYC	1	hc_pearson_3
BS_GJNCYABP	1	hc_pearson_3
BS_GKDWPV3K	3	hc_pearson_3
BS_GMDQK06Q	1	hc_pearson_3
BS_GMF4ABXJ	1	hc_pearson_3
BS_GMJBGBWB	1	hc_pearson_3
BS_GN80ZQ39	1	hc_pearson_3
BS_GNV89A5P	1	hc_pearson_3
BS_GPEGRCCT	1	hc_pearson_3
BS_GR46VD0Q	1	hc_pearson_3
BS_GS7Q2JHA	1	hc_pearson_3
BS_GSVCN2XC	1	hc_pearson_3
BS_GTZCFGRZ	1	hc_pearson_3
BS_GV3NZ9QD	1	hc_pearson_3
BS_GW0GKWMS	1	hc_pearson_3
BS_GWHYM3R4	1	hc_pearson_3
BS_GWSJ4Z9H	1	hc_pearson_3
BS_GYXSDZ56	1	hc_pearson_3
BS_GZFRDTV7	1	hc_pearson_3
BS_H0TJS3RZ	1	hc_pearson_3
BS_H0WF1WHE	1	hc_pearson_3
BS_H1XPVS9A	1	hc_pearson_3
BS_H3FE3TH9	1	hc_pearson_3
BS_H3Y8FWHV	1	hc_pearson_3
BS_H4B5Y6S0	1	hc_pearson_3
BS_H4NXBD2D	1	hc_pearson_3
BS_H61920QK	1	hc_pearson_3
BS_H8A9PSYA	1	hc_pearson_3
BS_H97S5SQN	1	hc_pearson_3
BS_H9EX5WX3	1	hc_pearson_3
BS_H9JYKFTV	1	hc_pearson_3
BS_HB03GSHF	1	hc_pearson_3
BS_HBJZR69P	1	hc_pearson_3
BS_HC5M8JTC	1	hc_pearson_3
BS_HCP5C912	1	hc_pearson_3
BS_HD33RVPJ	1	hc_pearson_3
BS_HD4EJYE3	1	hc_pearson_3
BS_HDPCQETG	1	hc_pearson_3
BS_HE57E1RP	1	hc_pearson_3
BS_HF3RNN2T	1	hc_pearson_3
BS_HFC28PWG	1	hc_pearson_3
BS_HHPA8NJ2	1	hc_pearson_3
BS_HJBVSPH7	1	hc_pearson_3
BS_HK9P0Q4G	1	hc_pearson_3
BS_HKZENFDA	1	hc_pearson_3
BS_HM0R6SXQ	1	hc_pearson_3
BS_HNMQ7488	1	hc_pearson_3
BS_HPV4F6VR	1	hc_pearson_3
BS_HQ5BJ6MW	1	hc_pearson_3
BS_HQER7QQD	1	hc_pearson_3
BS_HQYGYPCV	1	hc_pearson_3
BS_HRJ9145M	1	hc_pearson_3
BS_HSHN8PBB	1	hc_pearson_3
BS_HSTNFPKW	1	hc_pearson_3
BS_HTEPAKCM	1	hc_pearson_3
BS_HTV7WWZJ	1	hc_pearson_3
BS_HV8PFRBR	1	hc_pearson_3
BS_HVB0N4A3	1	hc_pearson_3
BS_HVGKX0WY	1	hc_pearson_3
BS_HWGWYCY7	1	hc_pearson_3
BS_HWVD3RH0	1	hc_pearson_3
BS_HX0S30NE	1	hc_pearson_3
BS_HX8XJ18H	1	hc_pearson_3
BS_HY2GHM23	1	hc_pearson_3
BS_HYASKY2Z	1	hc_pearson_3
BS_HYYWQVTD	1	hc_pearson_3
BS_HZ9AYDCQ	1	hc_pearson_3
BS_HZE3KYZ1	1	hc_pearson_3
BS_HZRM07TW	1	hc_pearson_3
BS_J1AB8PMA	1	hc_pearson_3
BS_J3J27QY7	1	hc_pearson_3
BS_J483EMFP	1	hc_pearson_3
BS_J4GQPZS0	1	hc_pearson_3
BS_J4QMPCS6	1	hc_pearson_3
BS_J5H5VXWY	1	hc_pearson_3
BS_J6VKB1VE	1	hc_pearson_3
BS_J6W1RB7A	1	hc_pearson_3
BS_J71N7D09	1	hc_pearson_3
BS_J8G4SH4Z	1	hc_pearson_3
BS_J8VX4D17	1	hc_pearson_3
BS_J9CBGP57	1	hc_pearson_3
BS_J9M83K8T	1	hc_pearson_3
BS_JAT12TX2	1	hc_pearson_3
BS_JB43XBCQ	1	hc_pearson_3
BS_JCPKYHKY	1	hc_pearson_3
BS_JDWFEE36	1	hc_pearson_3
BS_JE6RR750	1	hc_pearson_3
BS_JFB984RG	1	hc_pearson_3
BS_JFEZA9KE	1	hc_pearson_3
BS_JFVB9KXB	1	hc_pearson_3
BS_JG9JZTA9	1	hc_pearson_3
BS_JGKZ54SA	1	hc_pearson_3
BS_JGPR9SR2	1	hc_pearson_3
BS_JH29M4KG	1	hc_pearson_3
BS_JHGW42S6	1	hc_pearson_3
BS_JJNRHMKM	1	hc_pearson_3
BS_JJVH7WR0	1	hc_pearson_3
BS_JJW609CE	1	hc_pearson_3
BS_JKDKZSX8	1	hc_pearson_3
BS_JKXA3FQC	1	hc_pearson_3
BS_JMHG7GCN	1	hc_pearson_3
BS_JMMPW4G3	1	hc_pearson_3
BS_JP95KMRD	1	hc_pearson_3
BS_JPCHZM29	1	hc_pearson_3
BS_JPHWQ1TV	1	hc_pearson_3
BS_JQGJQ2QZ	1	hc_pearson_3
BS_JQVAWTTM	1	hc_pearson_3
BS_JQXHHK0K	1	hc_pearson_3
BS_JSPR854S	1	hc_pearson_3
BS_JT82QGXF	1	hc_pearson_3
BS_JTMXAMB7	1	hc_pearson_3
BS_JTWNJ8T7	1	hc_pearson_3
BS_JVA2NQFF	1	hc_pearson_3
BS_JVW2JJ39	1	hc_pearson_3
BS_JWCX8R17	1	hc_pearson_3
BS_JWSR581E	1	hc_pearson_3
BS_JX449BF5	1	hc_pearson_3
BS_JX4QBM9G	1	hc_pearson_3
BS_JX7S9MY7	1	hc_pearson_3
BS_JXNZYGCR	1	hc_pearson_3
BS_JXTZSFX3	1	hc_pearson_3
BS_JZRM1S3T	1	hc_pearson_3
BS_K0X3PZGN	1	hc_pearson_3
BS_K1024ZPM	1	hc_pearson_3
BS_K17VQECG	1	hc_pearson_3
BS_K19586VM	1	hc_pearson_3
BS_K25F4J3V	1	hc_pearson_3
BS_K2FHZGTK	1	hc_pearson_3
BS_K2PCC777	1	hc_pearson_3
BS_K3ER45RV	1	hc_pearson_3
BS_K57A4A9D	1	hc_pearson_3
BS_K5802F84	1	hc_pearson_3
BS_K74N1BXQ	1	hc_pearson_3
BS_K74PZET7	1	hc_pearson_3
BS_K7MVS0Z7	1	hc_pearson_3
BS_K7S00RTR	1	hc_pearson_3
BS_K7WBFK5T	1	hc_pearson_3
BS_K81DR8XG	1	hc_pearson_3
BS_K81PZXP2	1	hc_pearson_3
BS_K838XW6V	1	hc_pearson_3
BS_K8ZGHV4D	1	hc_pearson_3
BS_KBEX4RT2	1	hc_pearson_3
BS_KBT7MQ6H	1	hc_pearson_3
BS_KDHG76E1	1	hc_pearson_3
BS_KDSTG5YY	1	hc_pearson_3
BS_KEA474HN	1	hc_pearson_3
BS_KF0ZXDER	1	hc_pearson_3
BS_KFD5128N	1	hc_pearson_3
BS_KFSQ144Y	1	hc_pearson_3
BS_KGXP2KJE	1	hc_pearson_3
BS_KJ13ZTP4	1	hc_pearson_3
BS_KJJZ48WS	1	hc_pearson_3
BS_KK5C8VCK	1	hc_pearson_3
BS_KKDTW11T	1	hc_pearson_3
BS_KM2EX0K6	1	hc_pearson_3
BS_KMVKBZNM	1	hc_pearson_3
BS_KN92S7YQ	1	hc_pearson_3
BS_KP735TJ6	1	hc_pearson_3
BS_KPT2WPHW	1	hc_pearson_3
BS_KQ6ZW085	1	hc_pearson_3
BS_KRS4EV4X	1	hc_pearson_3
BS_KS8HMGA6	1	hc_pearson_3
BS_KSC2H2HV	1	hc_pearson_3
BS_KSKZ9J7J	1	hc_pearson_3
BS_KT3C0XCA	1	hc_pearson_3
BS_KVAJYZ6F	1	hc_pearson_3
BS_KVNGNETA	1	hc_pearson_3
BS_KVPWHDR4	1	hc_pearson_3
BS_KVV7001W	1	hc_pearson_3
BS_KWVZXEDS	1	hc_pearson_3
BS_KX9ECQZW	1	hc_pearson_3
BS_KXCY5BN5	1	hc_pearson_3
BS_KXMYBQ6N	1	hc_pearson_3
BS_KYF0Q0E7	1	hc_pearson_3
BS_KZPR01BD	1	hc_pearson_3
BS_M026T44Q	1	hc_pearson_3
BS_M0FA190Y	1	hc_pearson_3
BS_M0QYNVK8	1	hc_pearson_3
BS_M0XGZ53Z	1	hc_pearson_3
BS_M15PW2N0	1	hc_pearson_3
BS_M3C0MZC9	1	hc_pearson_3
BS_M4NVX721	1	hc_pearson_3
BS_M4TTKPNR	1	hc_pearson_3
BS_M7QJ8VF0	1	hc_pearson_3
BS_M7TWXKXB	1	hc_pearson_3
BS_M7XB258E	1	hc_pearson_3
BS_M84H3KXA	1	hc_pearson_3
BS_M8A8KHD8	1	hc_pearson_3
BS_M8M56Z4Y	1	hc_pearson_3
BS_M8WP5T16	1	hc_pearson_3
BS_M9C4RY4P	1	hc_pearson_3
BS_MA1A3GY0	1	hc_pearson_3
BS_MA2T7ET1	1	hc_pearson_3
BS_MB7WN0ZB	1	hc_pearson_3
BS_MBSTWZA6	1	hc_pearson_3
BS_MC6JB7F8	1	hc_pearson_3
BS_MD0937XT	1	hc_pearson_3
BS_MD3DT41J	1	hc_pearson_3
BS_MDBT7S5Z	1	hc_pearson_3
BS_ME3HKN2C	1	hc_pearson_3
BS_MF47B9ZW	1	hc_pearson_3
BS_MF9X3PKH	1	hc_pearson_3
BS_MFGZH8FK	1	hc_pearson_3
BS_MG78HQDM	1	hc_pearson_3
BS_MGAMKKBD	1	hc_pearson_3
BS_MJKKGY95	1	hc_pearson_3
BS_MKV494VY	1	hc_pearson_3
BS_MMNRZ1EQ	1	hc_pearson_3
BS_MN8EP9AF	1	hc_pearson_3
BS_MNQPSK14	1	hc_pearson_3
BS_MPZ6PKW8	1	hc_pearson_3
BS_MT15SGJN	1	hc_pearson_3
BS_MVW01FPB	1	hc_pearson_3
BS_MWWZBQ60	1	hc_pearson_3
BS_MX92FD6D	1	hc_pearson_3
BS_MY9D8XZ1	1	hc_pearson_3
BS_N0877CX1	1	hc_pearson_3
BS_N1E0H8YQ	1	hc_pearson_3
BS_N1R1VSAG	1	hc_pearson_3
BS_N210XMKR	1	hc_pearson_3
BS_N48DTDNC	1	hc_pearson_3
BS_N4B1SZZH	1	hc_pearson_3
BS_N5B2CZMH	1	hc_pearson_3
BS_N5DVEJXT	1	hc_pearson_3
BS_N5NA83D2	1	hc_pearson_3
BS_N6NE6B3W	1	hc_pearson_3
BS_N6TQBQ8M	1	hc_pearson_3
BS_N7VQ1GQB	1	hc_pearson_3
BS_N87X1T8T	1	hc_pearson_3
BS_N8J1DP02	1	hc_pearson_3
BS_N8K234V2	1	hc_pearson_3
BS_N9C2500H	1	hc_pearson_3
BS_NB5XWMJT	1	hc_pearson_3
BS_NB9XXBW6	1	hc_pearson_3
BS_NBZNAG7Q	1	hc_pearson_3
BS_NDN62H0S	1	hc_pearson_3
BS_NDRDM2A9	1	hc_pearson_3
BS_NDX7BHNT	1	hc_pearson_3
BS_NEFAASTR	1	hc_pearson_3
BS_NEVYM2FP	1	hc_pearson_3
BS_NFJPYMET	1	hc_pearson_3
BS_NFKKDYSV	1	hc_pearson_3
BS_NGHK9RZP	1	hc_pearson_3
BS_NGMQF1B5	1	hc_pearson_3
BS_NGSG2KB6	1	hc_pearson_3
BS_NGY0TE6S	1	hc_pearson_3
BS_NKEAAFMW	1	hc_pearson_3
BS_NKRYMHEP	1	hc_pearson_3
BS_NMC4RW21	1	hc_pearson_3
BS_NNYXMSTX	1	hc_pearson_3
BS_NPA6CZQF	1	hc_pearson_3
BS_NPMEGFW8	1	hc_pearson_3
BS_NQ54ST98	1	hc_pearson_3
BS_NQB91P48	1	hc_pearson_3
BS_NQFH3GZH	1	hc_pearson_3
BS_NR3P3GN2	1	hc_pearson_3
BS_NR9FRY5T	1	hc_pearson_3
BS_NRFQEQKP	1	hc_pearson_3
BS_NS1SD7XM	1	hc_pearson_3
BS_NS7GSHB9	1	hc_pearson_3
BS_NT9NZYFD	1	hc_pearson_3
BS_NTG278B6	1	hc_pearson_3
BS_NVKGSMXS	1	hc_pearson_3
BS_NVYZW8RR	1	hc_pearson_3
BS_NW3NGVR8	1	hc_pearson_3
BS_NWNB68G0	1	hc_pearson_3
BS_NWNTY3FZ	1	hc_pearson_3
BS_NX1R0BC3	1	hc_pearson_3
BS_NXC3W5MZ	1	hc_pearson_3
BS_NY5T05AK	1	hc_pearson_3
BS_NYEVBZPS	1	hc_pearson_3
BS_NYS8TRCB	1	hc_pearson_3
BS_NZ71XCG3	1	hc_pearson_3
BS_P1AZ9H9A	1	hc_pearson_3
BS_P2Y2NANM	1	hc_pearson_3
BS_P44PE00R	1	hc_pearson_3
BS_P4D8Y3S8	1	hc_pearson_3
BS_P4PMWFMV	1	hc_pearson_3
BS_P5KE73DA	1	hc_pearson_3
BS_P78SMRBS	1	hc_pearson_3
BS_P7EY9DXG	1	hc_pearson_3
BS_P7W3AYKV	1	hc_pearson_3
BS_PAK40AMT	1	hc_pearson_3
BS_PBTQS0F6	1	hc_pearson_3
BS_PC107GE3	1	hc_pearson_3
BS_PDH51MYK	1	hc_pearson_3
BS_PDVD0GCM	1	hc_pearson_3
BS_PENM28KT	1	hc_pearson_3
BS_PEP9NZXN	1	hc_pearson_3
BS_PGHK1JRW	1	hc_pearson_3
BS_PJ1T8CQR	1	hc_pearson_3
BS_PJC6FH4Y	1	hc_pearson_3
BS_PJPGVD62	1	hc_pearson_3
BS_PJTQHTRA	1	hc_pearson_3
BS_PKK3BZRG	1	hc_pearson_3
BS_PN2CE34A	1	hc_pearson_3
BS_PPGGE3AN	1	hc_pearson_3
BS_PPV5073N	1	hc_pearson_3
BS_PQ7CQFYR	1	hc_pearson_3
BS_PQVTB6BB	1	hc_pearson_3
BS_PQY28YXA	1	hc_pearson_3
BS_PRAEF32W	1	hc_pearson_3
BS_PRCG6W20	1	hc_pearson_3
BS_PRR8K9GE	1	hc_pearson_3
BS_PS0P3QJ3	1	hc_pearson_3
BS_PSW27ZTE	1	hc_pearson_3
BS_PVCWX633	1	hc_pearson_3
BS_PWDRF91N	1	hc_pearson_3
BS_PXCPK5XS	1	hc_pearson_3
BS_Q06J3RYW	1	hc_pearson_3
BS_Q2PBFNDF	1	hc_pearson_3
BS_Q2T9ZRM0	1	hc_pearson_3
BS_Q3TBCK4V	1	hc_pearson_3
BS_Q54JNT3K	1	hc_pearson_3
BS_Q5WZYWCT	1	hc_pearson_3
BS_Q6VH5GJ8	1	hc_pearson_3
BS_Q79NP5YY	1	hc_pearson_3
BS_Q7WNW1AS	1	hc_pearson_3
BS_Q9V7A95C	1	hc_pearson_3
BS_QB7YGKN1	1	hc_pearson_3
BS_QBMW69AM	1	hc_pearson_3
BS_QBR4WCQ2	1	hc_pearson_3
BS_QC3XCE6X	1	hc_pearson_3
BS_QE6F8DQW	1	hc_pearson_3
BS_QEYPFYHD	1	hc_pearson_3
BS_QF1FGWVF	1	hc_pearson_3
BS_QF5VVZX5	1	hc_pearson_3
BS_QGKEP3KB	1	hc_pearson_3
BS_QH0VYVJK	1	hc_pearson_3
BS_QH82PBMB	1	hc_pearson_3
BS_QHRJ66M0	1	hc_pearson_3
BS_QHY302E8	1	hc_pearson_3
BS_QKT3TJVK	1	hc_pearson_3
BS_QNNX91SM	1	hc_pearson_3
BS_QPPPGYP4	1	hc_pearson_3
BS_QQE8MWWV	1	hc_pearson_3
BS_QRDT19KS	1	hc_pearson_3
BS_QRJX9QWS	1	hc_pearson_3
BS_QT3NZ2YZ	1	hc_pearson_3
BS_QTMN8HYC	1	hc_pearson_3
BS_QTSXW7DA	1	hc_pearson_3
BS_QV51J756	1	hc_pearson_3
BS_QW60M0FE	1	hc_pearson_3
BS_QWNBZ9RJ	1	hc_pearson_3
BS_QWNNFXHA	1	hc_pearson_3
BS_QX12J6W1	1	hc_pearson_3
BS_QXKRN6CR	1	hc_pearson_3
BS_QY2G1JZJ	1	hc_pearson_3
BS_QYP4GD7N	1	hc_pearson_3
BS_R03J6WRV	1	hc_pearson_3
BS_R13X6TMW	1	hc_pearson_3
BS_R244Z0WX	1	hc_pearson_3
BS_R439VVPK	1	hc_pearson_3
BS_R4Y180DM	1	hc_pearson_3
BS_R5SNFB5B	1	hc_pearson_3
BS_R634WKN7	1	hc_pearson_3
BS_R6WNEEE4	1	hc_pearson_3
BS_R7HZCZ8B	1	hc_pearson_3
BS_R7NTZR4C	1	hc_pearson_3
BS_R7V8BC98	1	hc_pearson_3
BS_R81XA0F9	1	hc_pearson_3
BS_R98ZGVVW	1	hc_pearson_3
BS_R9B92M75	1	hc_pearson_3
BS_R9CKW9DY	1	hc_pearson_3
BS_RARBBY7C	1	hc_pearson_3
BS_RC8E5TVQ	1	hc_pearson_3
BS_RCC8BXVE	1	hc_pearson_3
BS_RCFQ31XF	1	hc_pearson_3
BS_RCX5628Q	1	hc_pearson_3
BS_RD4D5F9F	1	hc_pearson_3
BS_REF8ARH1	1	hc_pearson_3
BS_REVS37G8	1	hc_pearson_3
BS_REXTZ6RB	1	hc_pearson_3
BS_RGPSEMHC	1	hc_pearson_3
BS_RGQH7K0C	1	hc_pearson_3
BS_RGSMX7QD	1	hc_pearson_3
BS_RHAWQJ48	1	hc_pearson_3
BS_RHD7XPNP	1	hc_pearson_3
BS_RJC3WDD6	1	hc_pearson_3
BS_RJMJ935A	1	hc_pearson_3
BS_RMT7ABN6	1	hc_pearson_3
BS_RN0VAY51	1	hc_pearson_3
BS_RN36XFYH	1	hc_pearson_3
BS_RNANA568	1	hc_pearson_3
BS_RPF3Z9P9	1	hc_pearson_3
BS_RPH4DCMK	1	hc_pearson_3
BS_RPJ1EPHA	1	hc_pearson_3
BS_RPKA4GF9	1	hc_pearson_3
BS_RPMPW9QA	1	hc_pearson_3
BS_RPZQQM2D	1	hc_pearson_3
BS_RRAEQZ97	1	hc_pearson_3
BS_RSRPX3S8	1	hc_pearson_3
BS_RSTH763S	1	hc_pearson_3
BS_RVSEDNJ4	1	hc_pearson_3
BS_RWJZFTP9	1	hc_pearson_3
BS_RX1YTZ7F	1	hc_pearson_3
BS_RX8WXX35	1	hc_pearson_3
BS_RXN5T5YT	1	hc_pearson_3
BS_RYRWBV7K	1	hc_pearson_3
BS_RYZG8SPC	1	hc_pearson_3
BS_RZMRE785	1	hc_pearson_3
BS_S1KK7XRH	1	hc_pearson_3
BS_S1M423AB	1	hc_pearson_3
BS_S1W53RNW	1	hc_pearson_3
BS_S20SP0WW	1	hc_pearson_3
BS_S2Z0KJSX	1	hc_pearson_3
BS_S3MET0JZ	1	hc_pearson_3
BS_S50KQEXV	1	hc_pearson_3
BS_S56VRTCE	1	hc_pearson_3
BS_S6B9DVNS	1	hc_pearson_3
BS_S6NJRR5W	1	hc_pearson_3
BS_S71RJ8DH	1	hc_pearson_3
BS_S8K878T3	1	hc_pearson_3
BS_S8ZE9VMN	1	hc_pearson_3
BS_SA8BT7AR	1	hc_pearson_3
BS_SAA624A4	1	hc_pearson_3
BS_SAQGQ09J	1	hc_pearson_3
BS_SB12W1XT	1	hc_pearson_3
BS_SBFNFZ8B	1	hc_pearson_3
BS_SBMAM00V	1	hc_pearson_3
BS_SD8YBRBR	1	hc_pearson_3
BS_SDA4RMMG	1	hc_pearson_3
BS_SDCNP7MW	1	hc_pearson_3
BS_SDZY6RZ3	1	hc_pearson_3
BS_SES41DAX	1	hc_pearson_3
BS_SFKZSJN1	1	hc_pearson_3
BS_SHMC4902	1	hc_pearson_3
BS_SJ0HXCD0	1	hc_pearson_3
BS_SJVTZ5TH	1	hc_pearson_3
BS_SKGJ5SY9	1	hc_pearson_3
BS_SM8VQFPD	1	hc_pearson_3
BS_SN3HBR1A	1	hc_pearson_3
BS_SNVM7CZT	1	hc_pearson_3
BS_SQERZ97M	1	hc_pearson_3
BS_SR2M85RQ	1	hc_pearson_3
BS_SRD8TFGV	1	hc_pearson_3
BS_ST8N3JBX	1	hc_pearson_3
BS_STAJHZDX	1	hc_pearson_3
BS_SV3YAAC1	1	hc_pearson_3
BS_SW8C9Y5Y	1	hc_pearson_3
BS_SW9Z10F9	1	hc_pearson_3
BS_SWRH6FKE	1	hc_pearson_3
BS_SXRS2P6T	1	hc_pearson_3
BS_SY3J3XR9	1	hc_pearson_3
BS_SYC1C6GN	1	hc_pearson_3
BS_T0MXH2CA	1	hc_pearson_3
BS_T0RKFEKR	1	hc_pearson_3
BS_T11NFKSD	1	hc_pearson_3
BS_T1DVKKJB	1	hc_pearson_3
BS_T1QMEH1N	1	hc_pearson_3
BS_T1W4JA94	1	hc_pearson_3
BS_T289QKBV	1	hc_pearson_3
BS_T2F48Z4E	1	hc_pearson_3
BS_T2QPMZCM	1	hc_pearson_3
BS_T2X8ZD79	1	hc_pearson_3
BS_T3DGY9J9	1	hc_pearson_3
BS_T3H5AY8A	1	hc_pearson_3
BS_T3ZJ9R2G	1	hc_pearson_3
BS_T4JFN54G	1	hc_pearson_3
BS_T4P3J13C	1	hc_pearson_3
BS_T55Y4Z0Y	1	hc_pearson_3
BS_T5AP9EEQ	1	hc_pearson_3
BS_T5P5ME9M	1	hc_pearson_3
BS_T80VQKVE	1	hc_pearson_3
BS_T9A8JJW5	1	hc_pearson_3
BS_TA4657N3	1	hc_pearson_3
BS_TA9WP4TH	1	hc_pearson_3
BS_TBBZ93A5	1	hc_pearson_3
BS_TBWYAFSM	1	hc_pearson_3
BS_TDEFAPNH	1	hc_pearson_3
BS_TDJXQBVY	1	hc_pearson_3
BS_TE0GVDNG	1	hc_pearson_3
BS_TF8R864V	1	hc_pearson_3
BS_TG93XC55	1	hc_pearson_3
BS_TGS109T3	1	hc_pearson_3
BS_TGW6HC4X	1	hc_pearson_3
BS_THSPSG2Z	1	hc_pearson_3
BS_TNDYEP8Z	1	hc_pearson_3
BS_TNRHHYNC	1	hc_pearson_3
BS_TPB6WVF4	1	hc_pearson_3
BS_TQ5QHR17	1	hc_pearson_3
BS_TQJDGF04	1	hc_pearson_3
BS_TR2P8KRF	1	hc_pearson_3
BS_TRPXB3AV	1	hc_pearson_3
BS_TRZZRYKF	1	hc_pearson_3
BS_TTDNZTZ0	1	hc_pearson_3
BS_TTE04ZP8	1	hc_pearson_3
BS_TV5B86ZD	1	hc_pearson_3
BS_TV80600R	1	hc_pearson_3
BS_TVH2VMKK	1	hc_pearson_3
BS_TVH33J9Q	1	hc_pearson_3
BS_TVV122JG	1	hc_pearson_3
BS_TW8DQH8J	1	hc_pearson_3
BS_TWFDEMBZ	1	hc_pearson_3
BS_TX31A8Z9	1	hc_pearson_3
BS_TXY8QYWA	1	hc_pearson_3
BS_TXZ7KHTQ	1	hc_pearson_3
BS_TYAYZ9ZW	1	hc_pearson_3
BS_TYQ0N4YP	1	hc_pearson_3
BS_TZVFR600	1	hc_pearson_3
BS_V0JFAS12	1	hc_pearson_3
BS_V11VZZH8	1	hc_pearson_3
BS_V2G1YE8R	1	hc_pearson_3
BS_V33RCK1Y	1	hc_pearson_3
BS_V3Z3DB4N	1	hc_pearson_3
BS_V4W81SFC	1	hc_pearson_3
BS_V4XCTG09	1	hc_pearson_3
BS_V558NW3Q	1	hc_pearson_3
BS_V72GX2AZ	1	hc_pearson_3
BS_V72H4RQS	1	hc_pearson_3
BS_V7BZ049H	1	hc_pearson_3
BS_V89HGTET	1	hc_pearson_3
BS_V92ZMBXX	1	hc_pearson_3
BS_V9HVBBDW	1	hc_pearson_3
BS_VA5T4KAA	1	hc_pearson_3
BS_VBFKFYAP	1	hc_pearson_3
