Tumor_Sample_Barcode	experimental_strategy	mutation_count	region_size	tmb
BS_EDZCAHR2	WGS	24	35984681	0.6669504726191681
BS_EE2YW499	WGS	46	35984681	1.278321739186739
BS_EE73VE7V	WGS	10	35984681	0.2778960302579867
BS_EEH04G1F	WGS	13	35984681	0.3612648393353827
BS_EFBBP9H3	WGS	46	35984681	1.278321739186739
BS_EFRXNDWX	WGS	9	35984681	0.25010642723218807
BS_EFSP12H7	WGS	6	35984681	0.16673761815479202
BS_EHBH0NYX	WGS	9	35984681	0.25010642723218807
BS_EJ1H9PZY	WGS	39	35984681	1.0837945180061481
BS_EJEPC9E8	WGS	7	35984681	0.1945272211805907
BS_EJP43CD9	WGS	51	35984681	1.4172697543157322
BS_EJPNY65D	WGS	7	35984681	0.1945272211805907
BS_EJV0N3BX	WGS	37	35984681	1.0282153119545507
BS_EK4XEBRD	WGS	41	35984681	1.1393737240577455
BS_EKJB7HFV	WGS	9	35984681	0.25010642723218807
BS_EKR4NSNW	WGS	2	35984681	0.055579206051597344
BS_EMPP6N9Q	WGS	2	35984681	0.055579206051597344
BS_EP25TTAG	WGS	41	35984681	1.1393737240577455
BS_EPM623G4	WGS	47	35984681	1.3061113422125374
BS_EPP48C6Z	WGS	42	35984681	1.1671633270835442
BS_EPX4DZN8	WGS	68	35984681	1.8896930057543095
BS_EQ9082KM	WGS	3	35984681	0.08336880907739601
BS_EQE19CB0	WGS	8	35984681	0.22231682420638937
BS_EQE447QB	WGS	17	35984681	0.4724232514385774
BS_EQQZ90JQ	WGS	10	35984681	0.2778960302579867
BS_ERAWW3H7	WGS	16	35984681	0.44463364841277875
BS_ERDKHKT5	WGS	7	35984681	0.1945272211805907
BS_ERF6B0E3	WGS	2	35984681	0.055579206051597344
BS_ERFMPQN3	WGS	236	35984681	6.558346314088486
BS_ERMGD2N5	WGS	9	35984681	0.25010642723218807
BS_ERRA7V0W	WGS	6	35984681	0.16673761815479202
BS_ESEAV1TN	WGS	7	35984681	0.1945272211805907
BS_ESXTMSXE	WGS	138	35984681	3.8349652175602165
BS_ET95EZ46	WGS	8	35984681	0.22231682420638937
BS_ETTZM63Y	WGS	5	35984681	0.13894801512899335
BS_EV071CE1	WGS	15	35984681	0.41684404538698006
BS_EW8SRNV4	WGS	6	35984681	0.16673761815479202
BS_EWNSDJ7V	WGS	11	35984681	0.3056856332837854
BS_EXDY4JFF	WGS	6	35984681	0.16673761815479202
BS_EXHBHMQJ	WGS	4	35984681	0.11115841210319469
BS_EXM64ADT	WGS	27	35984681	0.7503192816965641
BS_EXTEGB51	WGS	14	35984681	0.3890544423611814
BS_EY857EMY	WGS	9	35984681	0.25010642723218807
BS_EYFC3E6B	WGS	541	35984681	15.034175236957081
BS_F064HMTP	WGS	5	35984681	0.13894801512899335
BS_F0EA1FGK	WGS	18	35984681	0.5002128544643761
BS_F0GNWEJJ	WGS	999	35984681	27.76181342277287
BS_F0HZ7VMV	WGS	116	35984681	3.2235939509926457
BS_F0JN3TFM	WGS	65	35984681	1.8063241966769137
BS_F1B71HTZ	WGS	3	35984681	0.08336880907739601
BS_F2MTFYFR	WGS	38	35984681	1.0560049149803494
BS_F3ZZ4BXE	WGS	7	35984681	0.1945272211805907
BS_F44R8ARA	WGS	8	35984681	0.22231682420638937
BS_F48RA7QF	WGS	5	35984681	0.13894801512899335
BS_F4D169Q7	WGS	22	35984681	0.6113712665675708
BS_F5641KTR	WGS	13	35984681	0.3612648393353827
BS_F5KRHGKC	WGS	25	35984681	0.6947400756449668
BS_F5Q4C4NG	WGS	24	35984681	0.6669504726191681
BS_F5V8CWXT	WGS	8	35984681	0.22231682420638937
BS_F5YC39C8	WGS	5	35984681	0.13894801512899335
BS_F6MNG2S0	WGS	13	35984681	0.3612648393353827
BS_F6R8R1KN	WGS	10	35984681	0.2778960302579867
BS_F7BAKXTE	WGS	8	35984681	0.22231682420638937
BS_F7KYPE79	WGS	1	35984681	0.027789603025798672
BS_F7YNCQK9	WGS	5	35984681	0.13894801512899335
BS_F8K4VQMF	WGS	30	35984681	0.8336880907739601
BS_F8KR1QWE	WGS	35	35984681	0.9726361059029535
BS_F8QBB0AK	WGS	12	35984681	0.33347523630958403
BS_F92J3KBA	WGS	9	35984681	0.25010642723218807
BS_F969DNHD	WGS	16	35984681	0.44463364841277875
BS_F9ZTZ4YS	WGS	21	35984681	0.5835816635417721
BS_FAEHNS3Q	WGS	1	35984681	0.027789603025798672
BS_FAFAAYMZ	WGS	5	35984681	0.13894801512899335
BS_FBJ516WW	WGS	8	35984681	0.22231682420638937
BS_FBP5NZNR	WGS	6	35984681	0.16673761815479202
BS_FBVCQX23	WGS	12	35984681	0.33347523630958403
BS_FBZBS9JR	WGS	14	35984681	0.3890544423611814
BS_FCSVBGS2	WGS	5	35984681	0.13894801512899335
BS_FCXEAPJ1	WGS	14	35984681	0.3890544423611814
BS_FDZ7271S	WGS	43	35984681	1.194952930109343
BS_FEX3A4SE	WGS	78	35984681	2.1675890360122962
BS_FF73TT6D	WGS	41	35984681	1.1393737240577455
BS_FFD25TTK	WGS	19	35984681	0.5280024574901747
BS_FG649AWK	WGS	24	35984681	0.6669504726191681
BS_FHE6Z73G	WGS	14	35984681	0.3890544423611814
BS_FHFVCQ41	WGS	33	35984681	0.9170568998513562
BS_FHJP8HE0	WGS	70	35984681	1.945272211805907
BS_FHPWYH3X	WGS	2	35984681	0.055579206051597344
BS_FJEBFQHG	WGS	3	35984681	0.08336880907739601
BS_FJEZ3ASV	WGS	86	35984681	2.389905860218686
BS_FJP95JXF	WGS	57	35984681	1.5840073724705241
BS_FJRZJ4RS	WGS	7	35984681	0.1945272211805907
BS_FK1YZ1RF	WGS	67	35984681	1.8619034027285108
BS_FK3B5SDH	WGS	8	35984681	0.22231682420638937
BS_FK3DPAWA	WGS	14	35984681	0.3890544423611814
BS_FKQ7F6D1	WGS	33	35984681	0.9170568998513562
BS_FMZW3X54	WGS	22	35984681	0.6113712665675708
BS_FN0GD79J	WGS	11	35984681	0.3056856332837854
BS_FN6KG7YS	WGS	22	35984681	0.6113712665675708
BS_FNA7MJV8	WGS	7	35984681	0.1945272211805907
BS_FNF1TCSW	WGS	10	35984681	0.2778960302579867
BS_FNM4BB83	WGS	10	35984681	0.2778960302579867
BS_FPB3A0K4	WGS	10	35984681	0.2778960302579867
BS_FPMMMDFF	WGS	8	35984681	0.22231682420638937
BS_FQ2ZBMPA	WGS	5	35984681	0.13894801512899335
BS_FQBVBTCY	WGS	1	35984681	0.027789603025798672
BS_FR9R7VFY	WGS	15	35984681	0.41684404538698006
BS_FS48BMA3	WGS	9	35984681	0.25010642723218807
BS_FS9KK5HZ	WGS	4	35984681	0.11115841210319469
BS_FSH4MKSX	WGS	9	35984681	0.25010642723218807
BS_FSM39DXA	WGS	44	35984681	1.2227425331351416
BS_FSMFADRW	WGS	5	35984681	0.13894801512899335
BS_FSNCPJJF	WGS	11	35984681	0.3056856332837854
BS_FSRYGAR8	WGS	6	35984681	0.16673761815479202
BS_FT0J7DDS	WGS	9	35984681	0.25010642723218807
BS_FT95T4YP	WGS	6	35984681	0.16673761815479202
BS_FTDHW11X	WGS	137	35984681	3.807175614534418
BS_FV0C303D	WGS	5	35984681	0.13894801512899335
BS_FVJF260X	WGS	21	35984681	0.5835816635417721
BS_FVPMPMRJ	WGS	14	35984681	0.3890544423611814
BS_FVPZ3CYY	WGS	64	35984681	1.778534593651115
BS_FVX5BSXD	WGS	8	35984681	0.22231682420638937
BS_FVYBGMG1	WGS	31	35984681	0.8614776937997588
BS_FWCKP4X1	WGS	4	35984681	0.11115841210319469
BS_FXDY881S	WGS	23	35984681	0.6391608695933695
BS_FXG6F3NN	WGS	9	35984681	0.25010642723218807
BS_FXWGAQQ1	WGS	23	35984681	0.6391608695933695
BS_FYJMNRGK	WGS	12	35984681	0.33347523630958403
BS_FYXSK0CS	WGS	3	35984681	0.08336880907739601
BS_FZ8D57HJ	WGS	50	35984681	1.3894801512899335
BS_FZPNPDQQ	WGS	132	35984681	3.6682275994054248
BS_G12HNXYX	WGS	33	35984681	0.9170568998513562
BS_G16NM5WJ	WGS	19	35984681	0.5280024574901747
BS_G2016BE5	WGS	16	35984681	0.44463364841277875
BS_G3B24JW8	WGS	9	35984681	0.25010642723218807
BS_G4AESEQM	WGS	9	35984681	0.25010642723218807
BS_G4EX0H98	WGS	31	35984681	0.8614776937997588
BS_G4W213NW	WGS	8	35984681	0.22231682420638937
BS_G61CN2V0	WGS	39	35984681	1.0837945180061481
BS_G61JCWDN	WGS	12	35984681	0.33347523630958403
BS_G65EA38C	WGS	26	35984681	0.7225296786707655
BS_G68P1ZE5	WGS	11	35984681	0.3056856332837854
BS_G6ASNYWP	WGS	14	35984681	0.3890544423611814
BS_G6V64VWY	WGS	18	35984681	0.5002128544643761
BS_G6YHGFF2	WGS	9	35984681	0.25010642723218807
BS_G753Z42N	WGS	27	35984681	0.7503192816965641
BS_G7PYDGEJ	WGS	13	35984681	0.3612648393353827
BS_G89S3SCA	WGS	6	35984681	0.16673761815479202
BS_G8K76H0G	WGS	6	35984681	0.16673761815479202
BS_G9B420R9	WGS	2	35984681	0.055579206051597344
BS_G9CCAMGS	WGS	11	35984681	0.3056856332837854
BS_G9MQM1KK	WGS	32	35984681	0.8892672968255575
BS_G9WRA2N1	WGS	9	35984681	0.25010642723218807
BS_GAA327FP	WGS	2	35984681	0.055579206051597344
BS_GAA781GQ	WGS	45	35984681	1.2505321361609403
BS_GBS4JMAZ	WGS	13	35984681	0.3612648393353827
BS_GBSMM7A0	WGS	8	35984681	0.22231682420638937
BS_GCGN8QZN	WGS	2	35984681	0.055579206051597344
BS_GCQEB05M	WGS	2	35984681	0.055579206051597344
BS_GDPZN3SD	WGS	3	35984681	0.08336880907739601
BS_GEFN5A36	WGS	4	35984681	0.11115841210319469
BS_GEX9KAKM	WGS	8	35984681	0.22231682420638937
BS_GF83ZWD3	WGS	481	35984681	13.36679905540916
BS_GFN4FETJ	WGS	13	35984681	0.3612648393353827
BS_GFS9JEE6	WGS	5	35984681	0.13894801512899335
BS_GG7F58ZC	WGS	17	35984681	0.4724232514385774
BS_GG98K7W0	WGS	10	35984681	0.2778960302579867
BS_GGKN0G8N	WGS	10	35984681	0.2778960302579867
BS_GH6PH611	WGS	57	35984681	1.5840073724705241
BS_GKN0B47F	WGS	37	35984681	1.0282153119545507
BS_GKPVZXYP	WGS	18	35984681	0.5002128544643761
BS_GKQQKS8C	WGS	23	35984681	0.6391608695933695
BS_GKSRM687	WGS	40	35984681	1.1115841210319468
BS_GM3NRFRR	WGS	5	35984681	0.13894801512899335
BS_GM5ZCMXV	WGS	8	35984681	0.22231682420638937
BS_GM6P267S	WGS	9	35984681	0.25010642723218807
BS_GMKEEYR1	WGS	5	35984681	0.13894801512899335
BS_GMQZNQH8	WGS	21	35984681	0.5835816635417721
BS_GNETMRJF	WGS	6	35984681	0.16673761815479202
BS_GNGG3GK3	WGS	10	35984681	0.2778960302579867
BS_GNMPCGSN	WGS	4	35984681	0.11115841210319469
BS_GNQDW8AB	WGS	3	35984681	0.08336880907739601
BS_GNSAKWR4	WGS	62	35984681	1.7229553875995176
BS_GNXGGWFN	WGS	68	35984681	1.8896930057543095
BS_GPNWSW71	WGS	79	35984681	2.195378639038095
BS_GPPREVAD	WGS	56	35984681	1.5562177694447257
BS_GPX0HD13	WGS	6	35984681	0.16673761815479202
BS_GPXZ2NQB	WGS	10	35984681	0.2778960302579867
BS_GQSMPCN1	WGS	14	35984681	0.3890544423611814
BS_GRDS7WV1	WGS	5	35984681	0.13894801512899335
BS_GRECE8Q9	WGS	24	35984681	0.6669504726191681
BS_GRS3T427	WGS	7	35984681	0.1945272211805907
BS_GS9JCK55	WGS	11	35984681	0.3056856332837854
BS_GSXNQNRY	WGS	10	35984681	0.2778960302579867
BS_GT6KT6K0	WGS	5	35984681	0.13894801512899335
BS_GTAJFTTR	WGS	16	35984681	0.44463364841277875
BS_GTF9WBNM	WGS	65	35984681	1.8063241966769137
BS_GV24KB8P	WGS	21	35984681	0.5835816635417721
BS_GW0XZGEM	WGS	4	35984681	0.11115841210319469
BS_GWFCD8MA	WGS	5	35984681	0.13894801512899335
BS_GWPJKM7G	WGS	10	35984681	0.2778960302579867
BS_GXACEYKB	WGS	10	35984681	0.2778960302579867
BS_GXFX6VW1	WGS	19	35984681	0.5280024574901747
BS_GXWCF4ZQ	WGS	8	35984681	0.22231682420638937
BS_GXYT1T1B	WGS	3	35984681	0.08336880907739601
BS_GY83XDY8	WGS	23	35984681	0.6391608695933695
BS_GY8AVNHY	WGS	14	35984681	0.3890544423611814
BS_GZ39V8AK	WGS	7	35984681	0.1945272211805907
BS_GZ5QQYZ7	WGS	97	35984681	2.695591493502471
BS_GZG7GH62	WGS	15	35984681	0.41684404538698006
BS_GZSJHK6J	WGS	8	35984681	0.22231682420638937
BS_H04BZP9Q	WGS	47	35984681	1.3061113422125374
BS_H0638GZT	WGS	27	35984681	0.7503192816965641
BS_H0MVFRCE	WGS	27	35984681	0.7503192816965641
BS_H13TBC1X	WGS	20	35984681	0.5557920605159734
BS_H174820R	WGS	54	35984681	1.5006385633931283
BS_H18ZNTNR	WGS	9	35984681	0.25010642723218807
BS_H1K33JVK	WGS	11	35984681	0.3056856332837854
BS_H1MNXNHB	WGS	10	35984681	0.2778960302579867
BS_H2K7XX4X	WGS	18	35984681	0.5002128544643761
BS_H3237RZS	WGS	41	35984681	1.1393737240577455
BS_H3P7W3J4	WGS	5	35984681	0.13894801512899335
BS_H50HR85Y	WGS	15	35984681	0.41684404538698006
BS_H68W3CE8	WGS	8	35984681	0.22231682420638937
BS_H6SGYV3Z	WGS	7	35984681	0.1945272211805907
BS_H7T26DMD	WGS	5	35984681	0.13894801512899335
BS_H83DTMT2	WGS	5	35984681	0.13894801512899335
BS_H88T2AEG	WGS	11	35984681	0.3056856332837854
BS_H8E4K1DT	WGS	10	35984681	0.2778960302579867
BS_H8JZ6CZR	WGS	45	35984681	1.2505321361609403
BS_H8MAKDRB	WGS	17	35984681	0.4724232514385774
BS_H8NWA41N	WGS	28	35984681	0.7781088847223628
BS_H915DJY3	WGS	12	35984681	0.33347523630958403
BS_H91ST595	WGS	6	35984681	0.16673761815479202
BS_HAE0X7JQ	WGS	3	35984681	0.08336880907739601
BS_HAG8H8N1	WGS	2	35984681	0.055579206051597344
BS_HBAKYKQM	WGS	60	35984681	1.6673761815479202
BS_HC4T1EEP	WGS	6	35984681	0.16673761815479202
BS_HCWEF4QN	WGS	7	35984681	0.1945272211805907
BS_HED4167A	WGS	107	35984681	2.9734875237604577
BS_HEJ72V3F	WGS	35	35984681	0.9726361059029535
BS_HEP8QTNN	WGS	14	35984681	0.3890544423611814
BS_HFN02939	WGS	13	35984681	0.3612648393353827
BS_HG5DPGRP	WGS	5	35984681	0.13894801512899335
BS_HGE47RGT	WGS	29	35984681	0.8058984877481614
BS_HGHFHSDE	WGS	4	35984681	0.11115841210319469
BS_HGP0PV0D	WGS	11	35984681	0.3056856332837854
BS_HHNG2JZT	WGS	8	35984681	0.22231682420638937
BS_HJ95JNFN	WGS	7	35984681	0.1945272211805907
BS_HK7KBMHV	WGS	3	35984681	0.08336880907739601
BS_HKCEZ21S	WGS	45	35984681	1.2505321361609403
BS_HKJK1WEV	WGS	2	35984681	0.055579206051597344
BS_HM1ZDCR6	WGS	6	35984681	0.16673761815479202
BS_HM5GFJN8	WGS	1369	35984681	38.04396654231838
BS_HM5N78GV	WGS	7	35984681	0.1945272211805907
BS_HN8DE43A	WGS	20	35984681	0.5557920605159734
BS_HNE6BPMH	WGS	6	35984681	0.16673761815479202
BS_HPMQY9T2	WGS	25	35984681	0.6947400756449668
BS_HPMX6CT4	WGS	22	35984681	0.6113712665675708
BS_HPRHK4WS	WGS	7	35984681	0.1945272211805907
BS_HPTQDKRJ	WGS	3	35984681	0.08336880907739601
BS_HPVAR2P6	WGS	15	35984681	0.41684404538698006
BS_HQC1EKZ8	WGS	12	35984681	0.33347523630958403
BS_HQFNQHVW	WGS	5	35984681	0.13894801512899335
BS_HQPHY9RZ	WGS	7	35984681	0.1945272211805907
BS_HQYHVPC9	WGS	11	35984681	0.3056856332837854
BS_HRS9SDFF	WGS	13	35984681	0.3612648393353827
BS_HSWKASWK	WGS	3	35984681	0.08336880907739601
BS_HSYF7G2D	WGS	16	35984681	0.44463364841277875
BS_HT421K89	WGS	7	35984681	0.1945272211805907
BS_HTGDSPQA	WGS	24	35984681	0.6669504726191681
BS_HTQ9CT6Q	WGS	46	35984681	1.278321739186739
BS_HTXY0Y05	WGS	3	35984681	0.08336880907739601
BS_HTXZA5CH	WGS	166	35984681	4.613074102282579
BS_HW1S3SGK	WGS	15	35984681	0.41684404538698006
BS_HW4J7JM8	WGS	10	35984681	0.2778960302579867
BS_HW4MYBZ2	WGS	6	35984681	0.16673761815479202
BS_HY0YTMDC	WGS	24	35984681	0.6669504726191681
BS_HYGK88B0	WGS	41	35984681	1.1393737240577455
BS_HYKV2TH9	WGS	29	35984681	0.8058984877481614
BS_HYX0M8VM	WGS	7	35984681	0.1945272211805907
BS_HZ7C6FY4	WGS	1	35984681	0.027789603025798672
BS_HZHEF797	WGS	11	35984681	0.3056856332837854
BS_HZKJMB0D	WGS	5	35984681	0.13894801512899335
BS_HZNKSQ17	WGS	26	35984681	0.7225296786707655
BS_HZV4WDTB	WGS	11	35984681	0.3056856332837854
BS_J037K4BM	WGS	17	35984681	0.4724232514385774
BS_J0Y3MAPC	WGS	69	35984681	1.9174826087801082
BS_J17HK8QB	WGS	12	35984681	0.33347523630958403
BS_J1CQN85Y	WGS	8	35984681	0.22231682420638937
BS_J1E3ARHB	WGS	10	35984681	0.2778960302579867
BS_J2DA5W77	WGS	10	35984681	0.2778960302579867
BS_J31SJ1QC	WGS	11	35984681	0.3056856332837854
BS_J33YVP27	WGS	37	35984681	1.0282153119545507
BS_J3707KE2	WGS	3	35984681	0.08336880907739601
BS_J47SXWH0	WGS	5	35984681	0.13894801512899335
BS_J48PMH5C	WGS	48	35984681	1.3339009452383361
BS_J49XSYXM	WGS	5	35984681	0.13894801512899335
BS_J4E9SW51	WGS	12	35984681	0.33347523630958403
BS_J52D4XQY	WGS	13	35984681	0.3612648393353827
BS_J5C6FMYZ	WGS	11	35984681	0.3056856332837854
BS_J5J0EA7Y	WGS	40	35984681	1.1115841210319468
BS_J5R6HX4M	WGS	149	35984681	4.140650850844002
BS_J5VK3B8C	WGS	10	35984681	0.2778960302579867
BS_J61Q9P3N	WGS	2	35984681	0.055579206051597344
BS_J6B8ARCR	WGS	1	35984681	0.027789603025798672
BS_J6FPW4H0	WGS	52	35984681	1.445059357341531
BS_J6VRW67C	WGS	26	35984681	0.7225296786707655
BS_J791FW5S	WGS	6	35984681	0.16673761815479202
BS_J8EH1N7V	WGS	28	35984681	0.7781088847223628
BS_J8EK6RNF	WGS	48	35984681	1.3339009452383361
BS_J8YAY1HM	WGS	27	35984681	0.7503192816965641
BS_JA3XXP1Y	WGS	58	35984681	1.6117969754963228
BS_JB3J82ZK	WGS	82	35984681	2.278747448115491
BS_JBHQ6G3J	WGS	12	35984681	0.33347523630958403
BS_JBTBZ5BG	WGS	10	35984681	0.2778960302579867
BS_JBY9S5D4	WGS	16	35984681	0.44463364841277875
BS_JC2187NA	WGS	9	35984681	0.25010642723218807
BS_JC8YV5V9	WGS	18	35984681	0.5002128544643761
BS_JD05XR6E	WGS	37	35984681	1.0282153119545507
BS_JDMM2XG4	WGS	12	35984681	0.33347523630958403
BS_JDS0SYST	WGS	15	35984681	0.41684404538698006
BS_JDYC9RXB	WGS	3	35984681	0.08336880907739601
BS_JDZX545X	WGS	21	35984681	0.5835816635417721
BS_JE1DF581	WGS	19	35984681	0.5280024574901747
BS_JEVEYH02	WGS	8	35984681	0.22231682420638937
BS_JEZBA2EW	WGS	71	35984681	1.9730618148317056
BS_JFAB12Q0	WGS	10	35984681	0.2778960302579867
BS_JFVBGY5T	WGS	5	35984681	0.13894801512899335
BS_JG5TTB1E	WGS	544	35984681	15.117544046034476
BS_JGKRN7NA	WGS	58	35984681	1.6117969754963228
BS_JGVTE14P	WGS	4	35984681	0.11115841210319469
BS_JHGFJR3D	WGS	8	35984681	0.22231682420638937
BS_JHWHDEBK	WGS	23	35984681	0.6391608695933695
BS_JJNSP29S	WGS	4	35984681	0.11115841210319469
BS_JJWC13GG	WGS	24	35984681	0.6669504726191681
BS_JJZPY3BG	WGS	2	35984681	0.055579206051597344
BS_JK5GTHVG	WGS	24	35984681	0.6669504726191681
BS_JM1VYTKQ	WGS	31	35984681	0.8614776937997588
BS_JM6QMX7X	WGS	12	35984681	0.33347523630958403
BS_JM979K1M	WGS	34	35984681	0.9448465028771548
BS_JNS7Q60A	WGS	37	35984681	1.0282153119545507
BS_JP1WHJNY	WGS	8	35984681	0.22231682420638937
BS_JPMH9EXY	WGS	11	35984681	0.3056856332837854
BS_JPVVRR84	WGS	7	35984681	0.1945272211805907
BS_JQ07XY76	WGS	5	35984681	0.13894801512899335
BS_JQ0XD1K9	WGS	9	35984681	0.25010642723218807
BS_JQNF0FQP	WGS	11	35984681	0.3056856332837854
BS_JQZTWXWN	WGS	2	35984681	0.055579206051597344
BS_JR56RQDC	WGS	16	35984681	0.44463364841277875
BS_JRFVST47	WGS	23	35984681	0.6391608695933695
BS_JSA4ETSP	WGS	114	35984681	3.1680147449410483
BS_JSC6TW9X	WGS	3	35984681	0.08336880907739601
BS_JSMAT49K	WGS	9	35984681	0.25010642723218807
BS_JSNJZERZ	WGS	73	35984681	2.028641020883303
BS_JTBM5TSE	WGS	5	35984681	0.13894801512899335
BS_JTP91S1A	WGS	9	35984681	0.25010642723218807
BS_JTQBMZ4N	WGS	3	35984681	0.08336880907739601
BS_JV1GTZ1Q	WGS	13	35984681	0.3612648393353827
BS_JVDGE9S5	WGS	7	35984681	0.1945272211805907
BS_JVTQD8HH	WGS	39	35984681	1.0837945180061481
BS_JW4M16YF	WGS	3	35984681	0.08336880907739601
BS_JX1PK0VW	WGS	6	35984681	0.16673761815479202
BS_JXM2WHP6	WGS	6	35984681	0.16673761815479202
BS_JXVVZ2S8	WGS	16	35984681	0.44463364841277875
BS_JY43K2NQ	WGS	5	35984681	0.13894801512899335
BS_JZ61AA7Z	WGS	13	35984681	0.3612648393353827
BS_JZFMHGNX	WGS	5	35984681	0.13894801512899335
BS_JZV7KSF4	WGS	3	35984681	0.08336880907739601
BS_K049HVGR	WGS	3	35984681	0.08336880907739601
BS_K07KNTFY	WGS	27	35984681	0.7503192816965641
BS_K0X5TZ5K	WGS	6	35984681	0.16673761815479202
BS_K14VJ1E3	WGS	7	35984681	0.1945272211805907
BS_K1QX8XF1	WGS	8	35984681	0.22231682420638937
BS_K22AG639	WGS	4	35984681	0.11115841210319469
BS_K2K5YSDS	WGS	13	35984681	0.3612648393353827
BS_K3F9WTAN	WGS	38	35984681	1.0560049149803494
BS_K3HGX8MT	WGS	12	35984681	0.33347523630958403
BS_K3PPH522	WGS	21	35984681	0.5835816635417721
BS_K3Y06EKR	WGS	13	35984681	0.3612648393353827
BS_K3YT05M7	WGS	11	35984681	0.3056856332837854
BS_K5DHTP34	WGS	2	35984681	0.055579206051597344
BS_K62HBS01	WGS	29	35984681	0.8058984877481614
BS_K6A9Z04J	WGS	8	35984681	0.22231682420638937
BS_K6BDQS4D	WGS	52	35984681	1.445059357341531
BS_K6BMXTW5	WGS	11	35984681	0.3056856332837854
BS_K7BKVPF4	WGS	9	35984681	0.25010642723218807
BS_K89V7JNJ	WGS	9	35984681	0.25010642723218807
BS_K93KMTGT	WGS	8	35984681	0.22231682420638937
BS_K9P9N35B	WGS	5	35984681	0.13894801512899335
BS_KAD49R68	WGS	32	35984681	0.8892672968255575
BS_KAZENYZE	WGS	7	35984681	0.1945272211805907
BS_KB1SX2N3	WGS	10	35984681	0.2778960302579867
BS_KB9GJDCS	WGS	14	35984681	0.3890544423611814
BS_KBPBCWA0	WGS	15	35984681	0.41684404538698006
BS_KCN7NG92	WGS	17	35984681	0.4724232514385774
BS_KE5D12KG	WGS	1	35984681	0.027789603025798672
BS_KEWYG829	WGS	33	35984681	0.9170568998513562
BS_KF27XVEJ	WGS	5	35984681	0.13894801512899335
BS_KFDQ9AJK	WGS	4	35984681	0.11115841210319469
BS_KFRBXXV7	WGS	7	35984681	0.1945272211805907
BS_KFZKF2P8	WGS	14	35984681	0.3890544423611814
BS_KG1YMTA4	WGS	10	35984681	0.2778960302579867
BS_KG4S1KES	WGS	14	35984681	0.3890544423611814
BS_KG8M5YB4	WGS	4	35984681	0.11115841210319469
BS_KH0NFCWF	WGS	7	35984681	0.1945272211805907
BS_KH3859M5	WGS	11	35984681	0.3056856332837854
BS_KHF6DPKN	WGS	186	35984681	5.168866162798553
BS_KHSYAB3J	WGS	48	35984681	1.3339009452383361
BS_KJQXZ8GK	WGS	25	35984681	0.6947400756449668
BS_KJTW1RBN	WGS	7	35984681	0.1945272211805907
BS_KKWQW01N	WGS	18	35984681	0.5002128544643761
BS_KM878Y43	WGS	5	35984681	0.13894801512899335
BS_KMFX23ZZ	WGS	27	35984681	0.7503192816965641
BS_KNZY0HB9	WGS	38	35984681	1.0560049149803494
BS_KP0YNTAK	WGS	107	35984681	2.9734875237604577
BS_KPWRDRFP	WGS	6	35984681	0.16673761815479202
BS_KQPCYZ2K	WGS	88	35984681	2.445485066270283
BS_KQRAHH6Y	WGS	28	35984681	0.7781088847223628
BS_KR6PXZGJ	WGS	6	35984681	0.16673761815479202
BS_KR9ADY5S	WGS	2	35984681	0.055579206051597344
BS_KRYYDC2X	WGS	19	35984681	0.5280024574901747
BS_KSHETTQC	WGS	5	35984681	0.13894801512899335
BS_KSRYKCDE	WGS	7	35984681	0.1945272211805907
BS_KT9H4B1N	WGS	3	35984681	0.08336880907739601
BS_KTHF096D	WGS	13	35984681	0.3612648393353827
BS_KV3XF9WV	WGS	17	35984681	0.4724232514385774
BS_KVC8X5BX	WGS	7	35984681	0.1945272211805907
BS_KVPR8ZTY	WGS	6	35984681	0.16673761815479202
BS_KVV3G6NP	WGS	1	35984681	0.027789603025798672
BS_KVYCH9PB	WGS	4	35984681	0.11115841210319469
BS_KW18Q4QG	WGS	2	35984681	0.055579206051597344
BS_KXGJ1HMG	WGS	18	35984681	0.5002128544643761
BS_KXRFQF5N	WGS	14	35984681	0.3890544423611814
BS_KY1CTGJ3	WGS	67	35984681	1.8619034027285108
BS_KYG3H6C6	WGS	7	35984681	0.1945272211805907
BS_KYPMZZSY	WGS	41	35984681	1.1393737240577455
BS_KYPZRS4S	WGS	9	35984681	0.25010642723218807
BS_KZ2HT460	WGS	7	35984681	0.1945272211805907
BS_KZDCV8XR	WGS	70	35984681	1.945272211805907
BS_KZMM9BFG	WGS	3	35984681	0.08336880907739601
BS_M0B42FPR	WGS	19	35984681	0.5280024574901747
BS_M0N8YXTA	WGS	9	35984681	0.25010642723218807
BS_M0RPBCRE	WGS	6	35984681	0.16673761815479202
BS_M16CDR44	WGS	37	35984681	1.0282153119545507
BS_M18CDDGK	WGS	10	35984681	0.2778960302579867
BS_M1KBKB5M	WGS	4	35984681	0.11115841210319469
BS_M1TDS9CT	WGS	11	35984681	0.3056856332837854
BS_M1YHV93N	WGS	3	35984681	0.08336880907739601
BS_M28HG0NT	WGS	29	35984681	0.8058984877481614
BS_M29BNE7Z	WGS	51	35984681	1.4172697543157322
BS_M2MSWKBC	WGS	9	35984681	0.25010642723218807
BS_M4E4H6NG	WGS	42	35984681	1.1671633270835442
BS_M4KR9DSE	WGS	30	35984681	0.8336880907739601
BS_M500BT9F	WGS	5	35984681	0.13894801512899335
