Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000253214	-0.32323192263938166	5.755778309619528	-7.972746552528575	3.1722427593829723e-15	1.3697385556965031e-14	23.51226782907775
NDUFB4	0.6233520304797011	11.364707344742946	7.9567492000497095	3.5903518627811466e-15	1.5488379008053112e-14	23.390612754956205
MROCKI	-0.7770969788275951	6.7629265577344695	-7.954380980238957	3.656697161787802e-15	1.575999267046195e-14	23.37262213121646
MAFTRR	-0.44045960222591346	6.093869330713748	-7.953977359334476	3.668124431112988e-15	1.579463190809188e-14	23.36955643797509
P2RX6P	-0.4080852457034702	5.795403022562086	-7.9526511639731385	3.705919901947634e-15	1.594264157264453e-14	23.359484353073103
MICE	-0.3144107365873215	5.586491417672447	-7.950702926074662	3.7621401506138616e-15	1.6169567307850537e-14	23.3446908125967
VWA7	-0.7169726477208858	6.734756126672156	-7.950478992587107	3.7686558117175694e-15	1.618264278967019e-14	23.342990632418513
KHSRP	-0.574168766251695	12.905166403858797	-7.950292754386179	3.774083145422862e-15	1.6191025206745042e-14	23.34157668118667
DIO1	-0.24295919043536957	5.549120836484483	-7.94838892351564	3.830008156679655e-15	1.641583072858373e-14	23.327124219234438
TTLL11	-0.7127564111827437	10.111075655224417	-7.94821086570925	3.83528018007107e-15	1.642331834462419e-14	23.325772699185084
PANTR1	-1.3797165111553427	8.641751250244464	-7.947405386724182	3.859218697554221e-15	1.6510651893393126e-14	23.3196591822311
VWA3A	-1.3864245429380986	7.300117709187039	-7.944913615868884	3.93420942721545e-15	1.681603827651081e-14	23.300750440278545
GPR174	-0.5867115348272655	6.222385907056029	-7.943258677932714	3.984807162611682e-15	1.7016697131629537e-14	23.288194980486434
BEAN1-AS1	-0.31262507933184813	5.777491019840846	-7.94057895514373	4.068099717468012e-15	1.7356480387988524e-14	23.267869892921304
RDM1	0.540231198733989	6.1403499280438	7.936715696802328	4.19120762027155e-15	1.7865358008092545e-14	23.238578995075347
MIR924HG	0.7653944406851109	6.275095764424917	7.931439109641888	4.365303796760679e-15	1.859044825329799e-14	23.198593419384082
ENSG00000241057	-0.44365896398699706	5.809385949311681	-7.926836203580629	4.522979319346342e-15	1.9244347624506493e-14	23.163732810260253
TPTE2P5	-0.4255332297188975	6.472429885015913	-7.924080997459317	4.620032201205935e-15	1.9639352212973037e-14	23.142874813591742
SLC4A9	-0.32090851469570775	5.732315186705469	-7.9234364265255826	4.643031965978449e-15	1.9712462352729584e-14	23.137996114867725
ENSG00000224525	-0.5171015243402644	5.866563762440563	-7.923362054081328	4.645692994912445e-15	1.9712462352729584e-14	23.137433219967875
SCTR	0.26130477390235834	5.482226621011247	7.920209266064626	4.759892012237918e-15	2.0178650486821166e-14	23.113575490238027
ENSG00000259420	-0.5041512522577631	6.079395267808519	-7.9110743808589294	5.106623059784502e-15	2.1628869850487265e-14	23.044499174721384
SHISAL2A	-0.45888681335897513	6.4360803949730165	-7.899380863446535	5.586992878770365e-15	2.362639258419157e-14	22.956181412740975
TCEA1	0.7899248560132615	11.964731611034198	7.899348442245002	5.588384766640719e-15	2.362639258419157e-14	22.95593671097218
LINC00861	-0.4119956077890365	5.8634111454989455	-7.895433383764964	5.759000120269492e-15	2.4325640580539948e-14	22.926394232858843
SHH	-1.5251437585472682	7.097351081115696	-7.891211411787931	5.948744583079147e-15	2.5104348743266075e-14	22.894550852421546
PKD1P3	-1.716192469647583	9.873176004092851	-7.889870816437951	6.010272515294127e-15	2.5341049455887185e-14	22.884442941178648
CIC	-0.9025395745821769	12.509689575242925	-7.888333664788968	6.081593576268328e-15	2.5618575471821103e-14	22.87285495631447
C1orf158	-1.4586382848317827	6.8611950541642805	-7.873367478650158	6.8210701673261956e-15	2.8707647614790194e-14	22.760138788289762
HABP2	-0.6095084851872103	6.014545032633448	-7.871394275617203	6.924951332878661e-15	2.9118545360904044e-14	22.74529245452291
GDA	-1.6387275874151526	7.766891364555511	-7.864351097509471	7.30861711722848e-15	3.0704100224677625e-14	22.692327540744174
METTL5	0.5143898756212217	9.763033176635334	7.863405137526207	7.361716713873869e-15	3.0899313666611134e-14	22.68521720098665
FAM230I	0.4324678429115667	5.7469017811262715	7.860336656606665	7.536589599202593e-15	3.1604834331849574e-14	22.66215825457036
ANKRD30BL	-0.6123166568608763	6.311866982354848	-7.859880729241608	7.562919781270413e-15	3.1686729551204e-14	22.65873276610189
PDCD1	-0.5411489512405427	6.052645807337838	-7.856837460629437	7.741007382742906e-15	3.240373171266775e-14	22.635872642845953
VWA3B	-1.3703099007423258	7.121127122041021	-7.855563264866907	7.816792732475777e-15	3.268704427785745e-14	22.62630367432431
HSH2D	-0.5400394236393579	6.105093402900855	-7.855464115410233	7.822720405625897e-15	3.268704427785745e-14	22.62555914033361
DNAJC19	0.5795062885308683	9.760875450176739	7.854178534594643	7.899981318139976e-15	3.298029835234243e-14	22.61590622485694
TUG1	1.3392727165424176	12.569134650058956	7.85267699120707	7.99117338085709e-15	3.333113409258119e-14	22.604633564890683
LRRC15	-1.1227723515591053	6.72917479196397	-7.85141867803338	8.068391637033577e-15	3.362310969314797e-14	22.595188447902775
ENSG00000262801	-0.4866108206373714	5.947703415974769	-7.850078174759192	8.151462385482686e-15	3.393893052186223e-14	22.585127923450553
RFX8	-0.4491525966555222	6.081947472736647	-7.849205582781722	8.205988942620441e-15	3.413544864613272e-14	22.5785799355849
WDR83OS	0.6700819968252337	11.071098571690591	7.8458431014090415	8.419484575818932e-15	3.499230922278359e-14	22.55335389030607
MADCAM1	-0.5755395619493291	6.40801703701373	-7.844918977204322	8.479112954066375e-15	3.5208723041885244e-14	22.546422650523784
CDC26	0.6799036067829954	9.748615311805507	7.844079067691722	8.533668239401231e-15	3.540370465482666e-14	22.54012369803693
CNGA1	0.715382872013611	6.041419761400508	7.8419899899043415	8.67086597393031e-15	3.594089374781255e-14	22.524459212514063
LYPD2	0.37545146555859693	5.413266369117793	7.832505386579892	9.3215864609713e-15	3.860379673036915e-14	22.453389115440835
UBE2Q2L	-0.6138601268022301	6.498734083231702	-7.828719812781472	9.594535732277504e-15	3.969888275016065e-14	22.42504503967795
MIRLET7BHG	-1.534967599397026	9.00433097668664	-7.822504267530443	1.0059864723422794e-14	4.158732009443372e-14	22.37853405956417
TET2	-0.7665789525486415	11.415289047636533	-7.822262072400449	1.0078439837513804e-14	4.1627173052284406e-14	22.376722396835564
LINC00310	-0.5526660987066266	6.638370619902542	-7.815015069876645	1.065015132238594e-14	4.394956156864136e-14	22.322537320557924
PRRC2A	-0.5728860364290327	14.257702782860058	-7.809235335119365	1.1128908081761165e-14	4.5884586507013516e-14	22.279355863726916
INHBA-AS1	-0.7479808471923136	6.327991547457965	-7.802618721256991	1.1703050304854737e-14	4.8209117038300805e-14	22.229957901333155
HMCN2	-1.3587322222991054	7.818424768094913	-7.799135877939078	1.2016887879069173e-14	4.945819843514424e-14	22.203971304646945
DNMBP-AS1	-0.5155963265997269	6.037953291574435	-7.796574969992464	1.2252924949908453e-14	5.038515211087686e-14	22.18487034958067
DAW1	-1.4154867246160827	6.967028666180626	-7.795991115981583	1.2307374340974157e-14	5.0564424210404406e-14	22.180516383509925
STK32A-AS1	-0.5205987001675899	6.150217089441607	-7.794425675202134	1.2454544079904825e-14	5.112398314385601e-14	22.168843920845504
BICRA	-1.0289131982709736	9.94401772319047	-7.793668938702334	1.252630632419368e-14	5.137329327853728e-14	22.163202205328346
PKD1P4	-1.6066134578933018	9.820742727513673	-7.7908373474836425	1.2798461062298046e-14	5.244329823152735e-14	22.142096234772023
ADAMTS7P4	-0.42432787250341897	6.076712791651039	-7.784932532754754	1.3384867910910366e-14	5.4797978556178734e-14	22.098105865301022
HAX1	0.5117022425138765	11.322981493697549	7.783242518076078	1.3557520543071565e-14	5.545609149268694e-14	22.085521032375897
UBL7-DT	0.5885011518267168	7.612184954237461	7.783058016698746	1.3576501578121894e-14	5.548501829164027e-14	22.084147279537778
FAM83E	-0.5617683029123328	6.369730550162942	-7.779181298159614	1.3981436609478302e-14	5.708984501626592e-14	22.055289077505233
ENSG00000249738	-0.4592778201065256	5.907687820032848	-7.779065073878605	1.3993758481272007e-14	5.709012326116136e-14	22.054424110394326
RBM38-AS1	-0.2673271997231586	5.7549793347816225	-7.77636509205991	1.4283034744203975e-14	5.821929910170281e-14	22.03433357947141
PRRG3	1.1796426634837331	7.457989956210954	7.77568149539215	1.4357204820330744e-14	5.847046963104977e-14	22.029247960672635
KCNMB2-AS1	-0.5395282170394556	6.1108776038328285	-7.7712976851016595	1.4841945617756628e-14	6.039181190666211e-14	21.996644348531696
UFM1	0.8019156853034946	11.181265504842141	7.764635137666028	1.5609682375459345e-14	6.346030557352974e-14	21.947125453917923
THAP12	1.047424296766106	10.769769762962179	7.761033408323719	1.6040867988206995e-14	6.515641147084254e-14	21.92037210120978
ENSG00000260661	0.22777563567698508	5.3735919408921635	7.760511512942205	1.6104312659523448e-14	6.535713648146319e-14	21.916496450023715
LINC00237	-1.1935305094894817	7.137718128924879	-7.759242811798587	1.625957588824422e-14	6.59298207687814e-14	21.9070759368747
DST	-0.8948697450896486	15.263524143638756	-7.759044171692874	1.628401851305499e-14	6.597151500202017e-14	21.905601098376003
DIRC3	-0.702230642666834	6.97431323787659	-7.756728194770539	1.6571683412122942e-14	6.707860383760277e-14	21.888408277565834
POM121L9P	-0.7976280260749075	6.877754263013322	-7.752321871011722	1.7132874580117514e-14	6.928998495552734e-14	21.855710629993123
SPAG17	-1.441593378829579	7.510174847040794	-7.751177284422499	1.728168594018758e-14	6.983120103671633e-14	21.847219881035407
ENSG00000283103	0.7477462341320584	8.576987991274416	7.750229281064109	1.740590206897133e-14	7.027218174985912e-14	21.840188293452783
FOXP2	1.3745099545903174	7.932419734990533	7.7500293022246876	1.743221722670452e-14	7.031748922875875e-14	21.83870509923954
CBWD1	1.022259962692003	9.696943087699577	7.7448144147380145	1.8132446261830264e-14	7.307877779746296e-14	21.800039960894203
SLC27A2	0.8800443332140649	6.687885071683704	7.744420157741692	1.8186497455583583e-14	7.32332684922765e-14	21.797117762987575
LHX9	1.0095157734407403	6.112069667439586	7.74333227435877	1.83364666342093e-14	7.377340073297162e-14	21.789055176421822
TSGA10IP	-0.28366438161887036	5.660479705484439	-7.742739188974194	1.8418738166319182e-14	7.404046688255485e-14	21.784660104615366
LINC00844	-1.6356019144181764	8.479684754035233	-7.740952484334496	1.8668789426482503e-14	7.494151218501624e-14	21.771421560844033
ERVK3-1	0.9109858537859298	10.040729533556295	7.74090799595268	1.8675058091179193e-14	7.494151218501624e-14	21.771091961087965
EBLN3P	1.0741212525824293	11.02366082171027	7.736391816272808	1.9322317791133196e-14	7.7472184672022e-14	21.73764212797079
CD96	-0.6537730788740655	6.662519784323189	-7.735286619911079	1.9484049658280327e-14	7.805347150294759e-14	21.729459039004972
TMEM61	-0.638816936577747	6.287816012462594	-7.725141918964132	2.1032270382128487e-14	8.418328841094211e-14	21.65439587565742
TNXA	-0.5678056507573686	5.932366394810672	-7.7244677011486305	2.1139354433633768e-14	8.453927236592251e-14	21.64941037791578
TRGC2	-0.4365403363365957	5.982322379626536	-7.723795083555571	2.1246719260213814e-14	8.489576761006531e-14	21.6444371113956
SLC7A3	0.8696820358558496	6.949452827586512	7.72355131898452	2.1285761960436918e-14	8.497889029449495e-14	21.6426348390261
SYT15	-0.6731283657601316	7.009638406150653	-7.7155580946328355	2.2605889360884117e-14	9.017195079825265e-14	21.583565924967996
SIT1	-0.4415561278278875	6.012948371671093	-7.704382955809717	2.458761438284007e-14	9.799289598772616e-14	21.50107729994153
CYP19A1	-0.7357189741831937	6.445979584807245	-7.703487394133164	2.4753636369873043e-14	9.849192039431923e-14	21.49447152100829
LINC00906	-0.864845982818408	6.341078704551733	-7.7034794931233534	2.475510598449191e-14	9.849192039431923e-14	21.494413245277894
EIF4B	0.8096371591432563	14.090102531866668	7.70127621482405	2.516829349272241e-14	1.0005040902951681e-13	21.478164599128593
DANT2	-1.3699220808408732	7.461549894351426	-7.69990180267451	2.542947260857381e-14	1.0100248327650927e-13	21.468030805014003
MZB1	-0.6649568126000377	6.183393918127577	-7.698378876811723	2.5721991203520315e-14	1.0207730580681528e-13	21.456803933923588
CFAP52	-1.4241910455021483	7.270493486450051	-7.694272123442345	2.6527417661089672e-14	1.0518403309192918e-13	21.426539497467605
MICOS10	0.781458858136858	10.587793675558915	7.6883339433752615	2.7736116191582232e-14	1.0988313378961021e-13	21.382804745854365
MRPL13	0.6197681095231935	9.758569444669572	7.686011274570397	2.822350118624851e-14	1.1171902466162431e-13	21.365706715956012
FAM71F1	-0.4090929133276626	6.0183977588805835	-7.684751446576732	2.849137867580631e-14	1.1268364452511172e-13	21.3564346402891
CD3G	-0.5737808618848572	6.255395318045581	-7.682798190223906	2.8911656856211304e-14	1.1424886284401057e-13	21.342061837670744
ANKRD20A2P	-0.8630595124249352	6.640741378022374	-7.681328955607318	2.9231805890790773e-14	1.1541608783491034e-13	21.331252865285027
LINC01447	-0.5608961650961741	5.950723389803859	-7.680254399787972	2.9468161072500636e-14	1.1625077259676585e-13	21.323348698424304
HLA-J	-0.4035046974609773	5.840735167752731	-7.675984002052567	3.042620087549257e-14	1.1992865471989836e-13	21.291946761308157
ZNF716	0.4943888949888203	5.489189599886037	7.6717468288546735	3.1407077754423944e-14	1.236902580370762e-13	21.26080501522542
IL6	-1.0381416943815613	6.684023666125162	-7.6694670244907295	3.194765104729207e-14	1.2571292755855892e-13	21.24405579268569
RBFOX3	1.7486053373155004	7.832673698784973	7.651225832560176	3.661580626779501e-14	1.4396037249084976e-13	21.110206696790396
LHFPL3-AS1	-0.272138828975459	5.58338393403311	-7.649388113326612	3.712177857972813e-14	1.458266158540922e-13	21.096738256519675
MRPS18C	0.5670838471031523	9.554135551683517	7.645984463732648	3.807713684130418e-14	1.4945356406372045e-13	21.071801151057716
EFL1P1	-0.6093798574865358	6.574263960571831	-7.6438032672624585	3.8702051790111154e-14	1.5177850108596622e-13	21.055825814856778
LINC00665	0.9767039412387439	10.108918010436192	7.642592807811966	3.905319439762843e-14	1.530267726648872e-13	21.046962079450513
MRPL51	0.6085320000889893	11.207008640326858	7.639095252334795	4.008551966037982e-14	1.568872454241136e-13	21.021358068229958
REM2	0.6018590074742738	6.537466686584774	7.639027586264352	4.010575430352421e-14	1.568872454241136e-13	21.020862822117664
PRKCG	-1.339586739532174	7.35427672478986	-7.638515389658423	4.025924637728975e-14	1.5735556113405449e-13	21.01711420019195
TCEAL6	-1.382507380391019	8.205781484554056	-7.633083276621726	4.1923121177508635e-14	1.6372156040738704e-13	20.977372343502896
ENSG00000227157	-0.7921782027582245	6.396914596736179	-7.628546670661114	4.336442556342876e-14	1.692084243718715e-13	20.944202048733843
ENSA	0.6731104618238734	12.480681753700624	7.624051330831121	4.4840701508541885e-14	1.7482245048393023e-13	20.91135139022433
LINC01806	0.3941209567891357	5.712105068407322	7.6236056364830995	4.498973601933406e-14	1.7525683956026537e-13	20.908095354886882
WASH4P	0.5487518554860558	6.959365919203652	7.623155391497223	4.514078725351838e-14	1.7569835239276705e-13	20.904806252686836
RUFY4	-0.4814542948137763	5.950635878193229	-7.61386640815809	4.837090515258851e-14	1.881135618580216e-13	20.836988857288464
IDH2-DT	-0.24012384991464555	5.5393405118026315	-7.613634910042719	4.8454244710828057e-14	1.8828050551104912e-13	20.835299698842498
LIPH	-0.8994419183595481	6.629368700365243	-7.611249893597034	4.932112422970254e-14	1.914892648218201e-13	20.81789984630069
NKG7	-0.6253687778226695	6.610699907631595	-7.609146591264878	5.009826434190645e-14	1.943445575095272e-13	20.802559401673676
RP1	0.8386266609280184	6.280290963178439	7.6081616232354605	5.046632743993529e-14	1.95609500451463e-13	20.795376875784303
MIR3681HG	-0.5888828503113761	6.160024350513659	-7.60708723414286	5.087084068858231e-14	1.9701350521039484e-13	20.787543255550407
RPL3	1.1179327233181218	15.342014138827505	7.605680512258127	5.140530701971755e-14	1.989180443561994e-13	20.777288060519695
CLNK	-0.36054413108173283	5.768894483607157	-7.60414231674621	5.199605189862565e-14	2.0103701725783978e-13	20.76607640449629
HAVCR1	-0.35025812957176217	5.759883920957209	-7.599105838921568	5.397745797736126e-14	2.0852485631552744e-13	20.729380958992007
PLCH2	1.8260553858990494	8.712751121998426	7.5979855585503655	5.442819113273944e-14	2.1009191589679622e-13	20.721221715409655
MIR7-3HG	0.9045018598065848	6.3304429129370074	7.595688899412005	5.5363840948023873e-14	2.1352660180202254e-13	20.704498116774772
ZZEF1	-0.5881830695710503	12.020182159103125	-7.591171287734451	5.725072832992453e-14	2.2062129304310867e-13	20.671615787336634
CHST13	-0.4748137700644044	6.028978258240418	-7.5894819927102795	5.797244183890504e-14	2.232178566342633e-13	20.659324550449586
NFE2	-0.5716815366562146	6.300368298727589	-7.584801371822919	6.001923655223057e-14	2.309080289817029e-13	20.625281726437787
PSMD4	0.47273300959615433	12.266816714919399	7.580562658418712	6.193405534529297e-14	2.380781879981188e-13	20.59446965963534
C10orf67	-0.5021627303263081	6.250871739990958	-7.567091737674706	6.842744191961606e-14	2.628223016516828e-13	20.496652217553383
ANO8	-0.9633175009542053	10.714190880124333	-7.560811138394986	7.167953300151264e-14	2.750864450198084e-13	20.451101241237403
TNRC6B	-0.9293326136630836	12.654117231197018	-7.55295474027612	7.596235134277652e-14	2.9128279416131343e-13	20.394170652284032
LINC01694	0.7973212280523233	6.4057547625766915	7.552121666301043	7.643099671035378e-14	2.9283882703415973e-13	20.388137067384456
PSMB4	0.4928664882502824	12.408073882388395	7.551279146880743	7.690784907489376e-14	2.944237213146508e-13	20.38203569759668
CHRM2	0.9693806806939184	6.488747006998882	7.549062419834535	7.81765096428322e-14	2.9903477703280395e-13	20.365985569373805
LINC02611	-0.5678280071974442	6.676377061310768	-7.547742245652352	7.894182248727605e-14	3.017144798754874e-13	20.356428963214313
CHRNA3	1.036549796632846	6.677687846850586	7.546379277297184	7.973967759346426e-14	3.045140638589754e-13	20.34656419181167
SLPI	-1.2260201074759192	7.0975119624450125	-7.5398752058989444	8.365764689713916e-14	3.19214559290558e-13	20.29951223335801
SVIL2P	-0.543621123559273	6.120518784179876	-7.536996996350874	8.545133234224255e-14	3.257919454848675e-13	20.278702544781375
HLA-DQA2	-1.2545328987264988	7.579563443599014	-7.527650429883258	9.154101904008155e-14	3.4872412731622235e-13	20.211176665377756
OVCH1-AS1	-0.40085483068405575	6.38992827282491	-7.524342401020097	9.379706176133421e-14	3.568796633296634e-13	20.187295765951895
LINC01139	0.7087178507308722	6.176234562966538	7.524287343907381	9.383506923778444e-14	3.568796633296634e-13	20.186898386626336
GSDMC	-0.6304821469555661	6.079528457178875	-7.522886267592264	9.480738731655359e-14	3.602835379346029e-13	20.176786903876728
LY9	-0.5037906078945809	6.110711705472336	-7.521731396101604	9.561629185111596e-14	3.6306137223663343e-13	20.168453572926097
LDLRAD2	-1.0125295268233048	6.669143912670764	-7.5210134515514095	9.612257932251752e-14	3.6468656112671753e-13	20.163273618048407
INTS1	-0.901666007214704	12.291072843534138	-7.505366016891546	1.0783598017368935e-13	4.087940045803244e-13	20.050491074185985
ERFL	-0.3779702579003958	6.0170801384323545	-7.503519623835172	1.0930758070591572e-13	4.1403578740557834e-13	20.03719706722235
IRAG1-AS1	-0.35929645346354444	5.985999998140184	-7.503155089352362	1.0960044641501208e-13	4.1480786340173946e-13	20.03457278044222
ENSG00000234773	-0.6993592002781494	7.659980709672912	-7.500984187946034	1.1136059664531451e-13	4.2112745111243533e-13	20.018946880953923
OCIAD1	0.48906565172130073	12.342889606541082	7.498446433494508	1.1345346643372537e-13	4.2869399847098663e-13	20.000685708032744
SIPA1L3	-0.9180447707697243	11.465968436768291	-7.490596275118445	1.2017547109683525e-13	4.537257048947775e-13	19.944233664288973
CLRN3	-0.2320536160059277	5.558537345571459	-7.488252848771062	1.2225699710827027e-13	4.612108093339523e-13	19.927392204721794
FAM162B	-0.6487557872114623	6.796316946973003	-7.4876904640139825	1.2276178351762663e-13	4.627404121428984e-13	19.923351248503643
ENSG00000226409	-0.40245643176425216	5.834856803389684	-7.479926037873841	1.2994415679490094e-13	4.894178063924361e-13	19.86758943598557
C3orf86	-0.3054974051704101	5.753523036276344	-7.477530324660038	1.3224258959814693e-13	4.976722333907646e-13	19.85039491985364
TMCO1	0.6275286988977419	11.841012486675071	7.469998012499725	1.397327022000745e-13	5.251388511486215e-13	19.796367147555358
DICER1-AS1	0.6712735013017609	7.953636291069485	7.469964921754927	1.3976651114494328e-13	5.251388511486215e-13	19.796129905228877
CATSPERB	-0.43744966878648117	5.872996989470414	-7.468493506302919	1.412780237714272e-13	5.303902600733918e-13	19.785581652288414
SLC28A1	-0.5743671887692211	6.058573507549282	-7.467340529492785	1.4247364588001422e-13	5.344482416706813e-13	19.777317557361464
SLC22A18AS	-0.3435998384914459	5.787831481781529	-7.46441022507987	1.4555730945984682e-13	5.455764318370284e-13	19.75631956628082
RPL7L1	0.8540115500585248	12.413861656852442	7.463296088886427	1.467469007755414e-13	5.495930954286555e-13	19.748337881283714
MALAT1	-1.7026312324008064	16.249966828604776	-7.462069316197644	1.4806782068304142e-13	5.540947602909959e-13	19.739550540580513
DPH6-DT	-0.5449450582328926	6.6594320225654	-7.456037120822016	1.5473501267871348e-13	5.785797945988171e-13	19.69636150218292
SDF2	0.44421636504751	10.541464259083222	7.454880736801589	1.5604644492363554e-13	5.830155468317707e-13	19.688085763374495
HTRA4	-0.4097132810419447	5.790153174312852	-7.453434760406193	1.5770168889168528e-13	5.887276991557385e-13	19.677739206695666
RDH8	0.3090316853398518	5.479672012088371	7.449432039884735	1.6237430056408432e-13	6.0568604189597185e-13	19.64910776749636
CFAP73	-1.230480569072007	6.60546785139527	-7.445762056462716	1.6677800235337535e-13	6.216149703715005e-13	19.622868887477477
MSANTD1	-0.6382488211518917	6.665582703554416	-7.438549094463238	1.757780577671376e-13	6.546362678953589e-13	19.57133399079444
ENSG00000205622	-0.2584071437202292	5.690219002205308	-7.437096162888511	1.7764793873133188e-13	6.610716825473444e-13	19.560958727997306
TIMD4	-0.39073988199502896	5.847462120857137	-7.425943889555017	1.9266698782277127e-13	7.163890632612062e-13	19.481383673893372
ENSG00000223703	-0.7065303675694184	5.975078832023001	-7.424642256328353	1.9449932104355506e-13	7.226254678962704e-13	19.47210329875344
PLIN4	-1.0543107203726394	7.138854288349372	-7.40938621297058	2.1729583198706206e-13	8.066783117352368e-13	19.363443041506052
KCNK4	-0.5354643885255772	6.119962064175563	-7.406802585484418	2.2140839356657338e-13	8.212911669002113e-13	19.34506178009656
AK6	0.7634134073364213	9.351469957824676	7.405052983155487	2.2423674134576227e-13	8.311209052743885e-13	19.332617572679673
H4C8	-1.357848539501999	9.696841226545121	-7.403195654971686	2.2727811593358428e-13	8.417239603613427e-13	19.319410131434324
MEIKIN	-0.2240893263326835	5.562683917109926	-7.401841900626397	2.2952041147378213e-13	8.493531350725583e-13	19.30978552978592
SETD1B	-0.8484111771235676	11.337918760788096	-7.386827849468207	2.5589507070978477e-13	9.462024876483232e-13	19.203151391059368
SLAMF6	-0.5826395268434265	6.408946413195241	-7.3797011742284875	2.694359421020661e-13	9.953804640300981e-13	19.15260581374133
WDR38	-1.1718867035289446	6.580597937792475	-7.379605586133505	2.6962226778407035e-13	9.953804640300981e-13	19.151928167018127
MDH1	0.6405277286555027	12.261845486594318	7.374583712618924	2.7959142196573797e-13	1.0313669318593612e-12	19.116338338932376
DCLK3	0.7400274757134319	6.761404804018069	7.370485630095013	2.879945291930179e-13	1.0615241388530622e-12	19.08731200225361
ETV2	0.3444432634582603	6.300483336074021	7.3700871503680805	2.8882473698041575e-13	1.0637426478986222e-12	19.084490404322313
ULBP2	0.4949963595027453	6.405513093112935	7.367594843033767	2.940709487770662e-13	1.0822089655231843e-12	19.066845811927216
PTGDR	-0.6620643664633719	6.089528499665146	-7.362521116742816	3.050421300789339e-13	1.1216979353099866e-12	19.03094282516899
SNHG21	0.5728152548084733	7.315896438967707	7.354651116777246	3.228608313229432e-13	1.1862843952157669e-12	18.975298006363257
ANKRD18CP	-0.6045111549878278	6.273230559659697	-7.3541669025972745	3.239899680185653e-13	1.1894950835291535e-12	18.97187617079795
SETD1A	-0.6448416342782338	10.98791270408587	-7.350621410643057	3.3237681266462194e-13	1.2193256458302941e-12	18.946827313145814
TGFB2-AS1	-0.5243498175988188	6.270370543243666	-7.348556937045453	3.373582607168388e-13	1.2366263860580268e-12	18.932246986099326
LINC00683	-0.5352843450782032	6.304045772107982	-7.343902886559493	3.488590089558463e-13	1.277778398368937e-12	18.89939171056704
ENSG00000225339	-0.9917924511897759	7.68635203927549	-7.3406897357089544	3.5702314751101084e-13	1.3066542374342496e-12	18.87671971930634
NME8	-0.30933823787680115	5.728007032110666	-7.339318854165142	3.6056325125719946e-13	1.3185747155473253e-12	18.867049576952265
SEC16A	-0.5564881345776184	12.750320080157525	-7.337928475404495	3.641889482401142e-13	1.3307892626279939e-12	18.857243611112498
SLC35A1	0.5307901116491789	9.681241684107961	7.3341438347142445	3.742407222665609e-13	1.366447903636291e-12	18.830560282052907
ZNF460	-1.5293606136384206	10.572742543720366	-7.333714327937509	3.753985565242372e-13	1.3696020946330627e-12	18.827532882169827
HLA-DRB6	-0.9839842568834625	6.793264993280164	-7.333356000655231	3.7636720397387516e-13	1.3720616614352773e-12	18.825007320187897
NDUFB6	0.5983748300450832	10.432421464205309	7.329894091712964	3.858530544676491e-13	1.4055429091202323e-12	18.800612985889916
PRDM13	0.6246500138063574	5.692633116361686	7.327702273009701	3.919798731338753e-13	1.4263813641595695e-12	18.785173857888466
TMEFF1	1.2054829142399652	8.623449321770137	7.327629123317608	3.9218599001682947e-13	1.4263813641595695e-12	18.784658666671543
MYOZ2	-0.5023640289969539	6.072443093621456	-7.324289959102775	4.017091913778776e-13	1.459877630756265e-12	18.761146101700593
CDC123	0.4415909395247944	11.00095794415396	7.321127267738602	4.1093854383078413e-13	1.4922546186341568e-12	18.73888532021949
ENSG00000261329	-0.6246972408554686	6.277850929356984	-7.317121869399599	4.2292670585562394e-13	1.5345915284901494e-12	18.710705886682668
PON3	-0.5885663628061709	6.363277555247457	-7.316321594787737	4.2536280839636604e-13	1.541192218209579e-12	18.705077377001384
HTR4	-0.6848269028111972	6.105206751928424	-7.316306980042852	4.2540742490180697e-13	1.541192218209579e-12	18.704974593549185
LINC00354	-0.37792195813118573	5.702311170374871	-7.312421251148936	4.374346189571933e-13	1.583533713847369e-12	18.67765355877661
INSYN2B	-1.1103088118571645	7.88196244951557	-7.312295437729053	4.378295746714488e-13	1.5837329102440063e-12	18.67676917410035
MUC12-AS1	-0.45212350565511294	5.97968295746552	-7.310945115645308	4.4209066205074537e-13	1.5979056590336872e-12	18.667278195895385
WDR24	-0.6190031587399547	9.40958752317609	-7.30959021023356	4.464071780040866e-13	1.6122566219542942e-12	18.657756636067326
PELATON	-0.7138072902171151	6.551487456552835	-7.3039696485694146	4.647601094451501e-13	1.677240394968981e-12	18.61827576641081
PROC	-0.3290299160021986	5.86474258303971	-7.302512305402772	4.696386351843498e-13	1.6935343663497568e-12	18.60804345456347
D21S2088E	0.5699611664099673	6.322017934264964	7.300948290984362	4.749302483117935e-13	1.711291590784722e-12	18.597064287499524
DNAI3	-1.1938729190584203	7.180464258915945	-7.27791778880206	5.599835948479396e-13	2.0162005938149542e-12	18.435645822556985
DTHD1	-1.3059863375655418	6.767512697946618	-7.274626424676935	5.733022033797167e-13	2.0625598189545177e-12	18.412615615726448
RPL15	0.8803791303065317	14.854543134469399	7.268960785649295	5.969612910121728e-13	2.1460205669951488e-12	18.372994860079242
