gene	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
ENSG00000180769.10_WDFY3-AS2	520.00	511.00	596.00	634.00	710.00	670.00
ENSG00000180770.3_OR7E129P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180772.8_AGTR2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180773.15_SLC36A4	5188.00	5865.00	6091.00	4828.00	5225.00	5843.00
ENSG00000180776.16_ZDHHC20	17371.00	21811.00	22162.00	11387.00	13034.00	13420.00
ENSG00000180777.15_ANKRD30B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180785.10_OR51E1	0.00	0.00	0.00	1.00	1.00	0.00
ENSG00000180787.6_ZFP3	656.00	779.00	800.00	525.00	655.00	691.00
ENSG00000180801.14_ARSJ	2237.00	2448.00	2899.00	2113.00	2072.00	2345.00
ENSG00000180803.3_ENSG00000180803	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180806.5_HOXC9	10.00	8.00	7.00	5.00	1.00	2.00
ENSG00000180815.15_MAP3K15	18.00	3.00	29.00	6.00	1.00	10.00
ENSG00000180817.12_PPA1	4641.00	5770.00	6456.00	3648.00	4321.00	4847.00
ENSG00000180818.5_HOXC10	31.00	42.00	29.00	13.00	14.00	15.00
ENSG00000180822.12_PSMG4	661.00	679.00	730.00	563.00	637.00	666.00
ENSG00000180828.3_BHLHE22	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180834.8_MAP6D1	211.87	347.93	328.99	77.07	115.07	199.96
ENSG00000180846.8_CSNK1G2-AS1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180855.16_ZNF443	673.26	781.99	826.61	523.60	530.00	522.29
ENSG00000180861.9_LINC01559	0.00	1.00	4.00	0.00	0.00	3.00
ENSG00000180867.11_PDIA3P1	213.74	210.73	239.96	238.86	236.35	291.84
ENSG00000180869.4_LINC01555	2.00	6.00	8.00	4.00	7.00	12.00
ENSG00000180871.8_CXCR2	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000180872.7_DEFB112	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180875.5_GREM2	2.00	12.00	4.00	1.00	6.00	4.00
ENSG00000180878.3_C11orf42	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180879.14_SSR4	3978.00	4721.00	5144.00	3369.00	3820.00	4175.00
ENSG00000180881.20_CAPS2	513.00	535.00	549.00	315.00	370.00	394.00
ENSG00000180884.10_ZNF792	599.00	604.00	685.00	316.00	378.00	310.00
ENSG00000180891.13_CUEDC1	9109.00	10648.00	11833.00	7760.00	8273.00	9532.00
ENSG00000180900.20_SCRIB	2794.00	2944.00	3391.00	2401.00	2705.00	2787.00
ENSG00000180901.11_KCTD2	6861.00	7489.00	8326.00	5233.00	5599.00	6226.00
ENSG00000180902.18_D2HGDH	686.00	752.00	798.00	452.00	528.00	554.00
ENSG00000180909.2_OR52B1P	0.00	0.00	2.00	0.00	1.00	2.00
ENSG00000180910.8_TTTY11	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180913.3_OR56B3P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180914.11_OXTR	410.00	418.00	603.00	326.00	328.00	390.00
ENSG00000180917.18_CMTR2	4100.00	4799.00	5042.00	4561.00	4794.00	4938.00
ENSG00000180919.3_OR56B4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180921.7_FAM83H	36.00	32.00	42.00	10.00	10.00	7.00
ENSG00000180926.6_OR7E18P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180929.6_GPR62	3.00	2.00	1.00	4.00	1.00	0.00
ENSG00000180934.7_OR56A1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180938.6_ZNF572	62.00	88.00	69.00	54.00	74.00	46.00
ENSG00000180953.11_ST20	501.86	463.82	539.95	387.75	420.00	376.93
ENSG00000180957.19_PITPNB	10007.00	11806.00	12434.00	7872.00	9027.00	9092.00
ENSG00000180964.17_TCEAL8	5029.00	6007.00	6791.00	4425.00	4682.00	5177.00
ENSG00000180974.5_OR52E4	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000180979.10_LRRC57	4172.77	4709.09	5028.85	4504.67	4515.35	4684.35
ENSG00000180988.3_OR52N2	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000180992.7_MRPL14	268.00	284.00	366.00	216.00	212.00	308.00
ENSG00000180998.12_GPR137C	748.00	731.00	836.00	366.00	383.00	476.00
ENSG00000180999.11_C1orf105	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000181001.3_OR52N1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181004.10_BBS12	527.00	557.00	660.00	391.00	414.00	595.00
ENSG00000181007.9_ZFP82	1072.00	1091.00	1222.00	1092.00	1178.00	1157.00
ENSG00000181009.5_OR52N5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181016.9_LSMEM1	5.60	3.50	2.50	3.95	3.42	4.44
ENSG00000181017.6_OR56B2P	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181019.13_NQO1	24407.00	29041.00	30623.00	14054.00	14666.00	17460.00
ENSG00000181023.8_OR56B1	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181026.15_AEN	1660.00	2084.00	2108.00	1909.00	2362.00	2580.00
ENSG00000181027.11_FKRP	1308.00	1638.00	1870.00	1473.00	1580.00	1624.00
ENSG00000181029.9_TRAPPC5	1123.00	1237.00	1405.00	850.00	930.00	1068.00
ENSG00000181031.16_RPH3AL	228.00	204.00	264.00	154.00	133.00	121.00
ENSG00000181035.14_SLC25A42	1161.00	1258.00	1557.00	978.00	1161.00	1252.00
ENSG00000181036.14_FCRL6	16.00	14.00	27.00	11.00	4.00	15.00
ENSG00000181038.14_METTL23	1064.00	1071.00	1283.00	1087.00	1149.00	1315.98
ENSG00000181045.15_SLC26A11	1162.00	1275.00	1439.00	983.00	1187.00	1258.00
ENSG00000181061.14_HIGD1A	11255.98	13691.01	14021.47	8436.14	9100.50	9746.83
ENSG00000181072.12_CHRM2	11.00	2.00	9.00	1.00	2.00	13.00
ENSG00000181074.5_OR52N4	2.00	0.00	0.00	2.00	0.00	0.00
ENSG00000181085.15_MAPK15	23.00	20.00	7.00	2.00	2.00	3.00
ENSG00000181090.21_EHMT1	5975.00	6257.00	7041.00	4801.00	5263.00	5350.00
ENSG00000181092.10_ADIPOQ	1.00	0.00	2.00	0.00	0.00	0.00
ENSG00000181097.5_LINC02878	18.00	17.00	26.00	25.00	32.00	27.00
ENSG00000181101.7_ENTR1P2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181104.7_F2R	2258.00	2777.00	2803.00	2061.00	2481.00	2452.00
ENSG00000181109.3_OR52P1P	4.00	2.00	4.00	0.00	0.00	2.00
ENSG00000181123.8_ENSG00000181123	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181126.13_HLA-V	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181135.16_ZNF707	253.00	274.00	335.00	233.00	230.00	238.00
ENSG00000181143.15_MUC16	456.00	219.00	304.00	144.00	143.00	96.00
ENSG00000181163.14_NPM1	16149.62	19438.98	20696.77	18407.11	20306.93	21369.21
ENSG00000181171.5_FER1L6-AS1	0.00	0.00	0.00	3.00	0.00	0.00
ENSG00000181191.12_PJA1	2050.00	2246.00	2565.00	1669.00	1699.00	1886.00
ENSG00000181192.12_DHTKD1	2680.00	3098.00	3444.00	2128.00	2324.00	2526.00
ENSG00000181195.11_PENK	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181201.4_H2BU2P	30.35	18.28	56.02	19.00	15.06	18.19
ENSG00000181211.1_HECW1-IT1	13.00	11.00	8.00	21.00	13.00	15.00
ENSG00000181214.8_OR8G2P	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000181215.15_C4orf50	23.40	12.00	9.39	6.44	4.00	2.00
ENSG00000181218.6_H2AW	1252.00	1489.00	1585.00	937.00	960.00	1321.00
ENSG00000181220.18_ZNF746	4096.00	4268.00	4717.00	3113.00	3511.00	3310.00
ENSG00000181222.19_POLR2A	51910.00	55296.00	59348.00	47465.00	52356.00	49634.00
ENSG00000181227.3_DLSTP1	0.00	2.00	2.00	0.00	0.00	1.00
ENSG00000181234.10_TMEM132C	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000181240.14_SLC25A41	0.00	0.00	5.00	0.00	0.00	13.00
ENSG00000181260.8_MTHFD2P7	0.00	0.00	3.00	0.00	0.00	2.00
ENSG00000181264.9_TLCD5	1118.00	1283.00	1485.00	1457.00	1510.00	1727.00
ENSG00000181273.3_OR5AK2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181274.7_FRAT2	459.00	488.00	516.00	310.00	327.00	363.00
ENSG00000181282.5_OR5AK3P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181284.3_TMEM102	84.00	113.00	127.00	61.00	44.00	88.00
ENSG00000181291.8_TMEM132E	17.00	14.00	8.00	11.00	5.00	5.00
ENSG00000181296.3_OR5G1P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181315.11_ZNF322	2117.90	2470.18	2681.20	1889.80	2031.21	2323.11
ENSG00000181322.15_NME9	8.00	2.00	10.00	1.00	4.00	7.00
ENSG00000181323.8_SPEM1	6.00	1.00	2.00	6.00	2.00	3.00
ENSG00000181325.7_OR9G3P	3.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181333.12_HEPHL1	2.00	0.00	1.00	1.00	0.00	2.00
ENSG00000181350.12_LRRC75A	643.00	639.00	751.00	351.00	379.00	389.00
ENSG00000181355.21_OFCC1	0.00	4.00	0.00	0.00	1.00	1.00
ENSG00000181358.3_CTAGE10P	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000181359.5_HSP90AA6P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181371.5_OR5M8	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181374.8_CCL13	9.00	3.00	18.00	7.00	18.00	6.00
ENSG00000181378.14_CFAP65	116.00	138.00	168.00	75.00	92.00	108.00
ENSG00000181381.15_DDX60L	660.00	614.00	658.00	469.00	517.00	553.00
ENSG00000181392.17_SYNE4	14.00	23.00	18.00	17.00	15.00	12.00
ENSG00000181396.13_OGFOD3	1438.00	1501.00	1817.00	1132.00	1146.00	1300.00
ENSG00000181404.17_WASHC1	106.58	98.84	107.70	85.42	139.13	164.56
ENSG00000181408.5_UTS2R	32.17	22.07	38.19	23.09	23.07	35.15
ENSG00000181409.14_AATK	28.00	36.00	40.00	20.00	22.00	14.00
ENSG00000181418.8_DDN	214.00	204.00	208.00	198.00	177.00	252.00
ENSG00000181433.11_SAGE1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181444.13_ZNF467	21.00	24.00	35.00	4.00	26.00	15.00
ENSG00000181449.4_SOX2	65288.00	74219.00	80669.00	49875.00	56994.00	59799.00
ENSG00000181450.18_ZNF678	2242.00	2441.00	2450.36	2031.00	2249.00	2291.03
ENSG00000181458.10_TMEM45A	511.00	567.00	549.00	675.00	764.00	789.00
ENSG00000181467.5_RAP2B	2610.00	2904.00	3289.00	2099.00	2135.00	2494.00
ENSG00000181472.5_ZBTB2	3362.00	4033.00	4458.00	3636.00	3882.00	4070.00
ENSG00000181481.14_RNF135	2.00	1.00	0.00	1.00	0.00	0.00
ENSG00000181499.3_OR6T1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181511.5_GLRX5P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181513.15_ACBD4	382.00	471.00	591.00	386.00	385.00	422.00
ENSG00000181514.6_ENSG00000181514	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181518.4_OR8D4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181523.13_SGSH	3465.00	3890.00	4111.00	3256.00	3734.00	3280.00
ENSG00000181524.6_RPL24P4	11.00	10.00	13.01	12.00	7.00	13.00
ENSG00000181541.6_MAB21L2	0.00	0.00	0.00	3.00	0.00	1.00
ENSG00000181544.15_FANCB	1373.00	1481.00	1690.00	999.00	1047.00	1039.00
ENSG00000181552.4_EDDM3B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181555.22_SETD2	19132.00	19345.00	20526.00	14103.00	15005.00	14807.00
ENSG00000181562.5_EDDM3A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181577.16_C6orf223	2.00	0.00	0.00	2.00	1.00	1.00
ENSG00000181585.7_TMIE	5.00	6.00	8.00	3.00	2.00	8.00
ENSG00000181588.17_MEX3D	4219.00	4732.00	5147.00	3238.00	3658.00	4099.00
ENSG00000181609.5_OR52D1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181610.13_MRPS23	1103.00	1105.00	1355.00	1069.00	1091.00	1174.00
ENSG00000181616.10_OR52H1	8.00	4.00	3.00	12.00	8.00	2.00
ENSG00000181617.6_FDCSP	2.00	3.00	4.00	0.00	2.00	0.00
ENSG00000181619.12_GPR135	829.95	826.00	911.00	565.00	633.00	560.00
ENSG00000181625.17_SLX1B	502.78	317.22	379.86	185.12	339.71	174.74
ENSG00000181626.12_ANKRD62	10.00	4.00	4.00	9.00	19.00	3.00
ENSG00000181631.7_P2RY13	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000181634.8_TNFSF15	0.00	0.00	0.00	0.00	2.00	0.00
ENSG00000181638.20_ZFP41	1083.84	1123.00	1324.00	1060.07	1050.22	1041.70
ENSG00000181649.8_PHLDA2	56.00	42.00	71.00	41.00	58.00	50.00
ENSG00000181652.20_ATG9B	36.00	33.00	37.00	23.00	22.00	19.00
ENSG00000181656.7_GPR88	3.00	3.00	2.00	0.00	0.00	2.00
ENSG00000181666.19_ZNF875	1643.00	1631.00	1859.00	1346.00	1678.00	1575.00
ENSG00000181690.8_PLAG1	572.00	623.00	696.00	444.00	536.00	450.00
ENSG00000181693.9_OR8H1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181698.5_OR5T1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181704.12_YIPF6	9771.00	11326.00	11998.00	9645.00	11034.00	11288.00
ENSG00000181705.2_ENSG00000181705	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181718.7_OR5T2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181722.17_ZBTB20	82004.54	51623.91	55094.02	94550.36	95553.67	81287.74
ENSG00000181733.4_OR2Z1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181741.7_FDX1P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181744.9_DIPK2A	3712.00	4360.00	4688.00	3427.00	3904.00	3898.00
ENSG00000181751.10_MACIR	663.00	799.00	723.00	445.00	502.00	500.00
ENSG00000181752.3_OR8K5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181754.7_AMIGO1	1918.00	2034.00	2327.00	1230.00	1358.00	1476.00
ENSG00000181761.5_OR8H3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181767.3_OR8H2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181773.7_GPR3	349.00	328.00	354.00	429.00	472.00	510.00
ENSG00000181778.5_TMEM252	14.00	14.00	8.00	16.00	24.00	12.00
ENSG00000181780.4_OR5J1P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181781.10_ODF3L2	6.00	18.00	12.00	21.00	31.00	30.00
ENSG00000181785.3_OR5AS1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181786.5_ACTL9	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181788.4_SIAH2	3776.00	4568.00	4810.00	2994.00	3160.00	3380.00
ENSG00000181789.14_COPG1	14760.00	16961.00	18629.00	12503.00	13586.00	14568.00
ENSG00000181790.12_ADGRB1	0.00	1.00	0.00	0.00	2.00	0.00
ENSG00000181798.4_LINC00471	13.00	27.00	7.00	17.00	12.00	25.00
ENSG00000181800.6_CELF2-AS1	0.00	3.00	0.00	2.00	2.00	0.00
ENSG00000181803.3_OR6S1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181804.15_SLC9A9	630.00	690.00	835.00	492.00	484.00	553.00
ENSG00000181817.6_LSM10	468.00	453.00	581.00	418.00	413.00	494.00
ENSG00000181819.14_KCTD9P2	0.00	0.00	0.00	0.00	0.00	1.01
ENSG00000181826.10_RELL1	6191.00	7111.00	7535.00	3909.00	4048.00	4935.00
ENSG00000181827.16_RFX7	26170.00	26730.00	29501.00	19306.00	19984.00	19412.00
ENSG00000181830.9_SLC35C1	2696.00	3128.00	3467.00	1929.00	2086.00	2524.00
ENSG00000181837.7_OR5D17P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181847.12_TIGIT	1.00	7.00	7.00	7.00	7.00	7.00
ENSG00000181852.18_RNF41	5191.00	5897.00	6333.00	4482.00	4793.00	5202.00
ENSG00000181856.15_SLC2A4	50.00	64.00	82.00	24.00	19.00	20.00
ENSG00000181867.3_FTMT	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181873.13_IBA57	1127.00	1204.00	1288.00	1269.00	1424.00	1327.00
ENSG00000181885.18_CLDN7	14.00	19.00	12.00	7.00	5.00	16.00
ENSG00000181894.15_ZNF329	1582.00	1700.00	1831.00	1597.00	1714.00	1752.00
ENSG00000181896.12_ZNF101	968.05	930.00	1169.00	874.00	909.00	1079.00
ENSG00000181903.7_OR4C6	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181904.9_C5orf24	5706.76	6978.85	7085.07	4724.81	5272.69	5016.34
ENSG00000181908.5_LINC02724	18.00	10.00	11.00	17.00	25.00	10.00
ENSG00000181915.5_ADO	2989.00	3451.00	3709.00	2241.00	2384.00	2882.00
ENSG00000181924.7_COA4	2263.00	2417.00	2826.00	1738.00	2029.00	2310.00
ENSG00000181927.4_OR4P4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181929.13_PRKAG1	6497.18	7575.90	8061.17	6715.06	7215.23	8014.04
ENSG00000181938.14_GINS3	3300.00	3697.00	4312.00	2039.00	2319.00	2430.00
ENSG00000181939.3_OR4C15	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181943.5_OR4A21P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181950.3_OR4A13P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181958.5_OR4A15	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181961.5_OR4A16	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181963.5_OR52K2	1.00	0.00	1.00	10.00	9.00	7.00
ENSG00000181965.6_NEUROG1	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000181977.3_PYY3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181982.19_CCDC149	561.00	649.00	758.00	413.00	441.00	527.00
ENSG00000181984.11_GOLGA8CP	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000181991.16_MRPS11	3213.00	3413.00	4054.00	2592.00	2707.00	3057.00
ENSG00000181995.12_LINC00301	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000181997.8_AQP7P2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182000.9_PPIAP73	3.00	0.00	2.00	1.00	0.00	0.00
ENSG00000182004.13_SNRPE	1693.00	2029.00	2051.00	1405.00	1665.00	1753.00
ENSG00000182010.11_RTKN2	1442.00	1649.00	1908.00	1115.00	1284.00	1230.00
ENSG00000182013.18_PNMA8A	2851.00	3149.00	3535.00	1851.00	2003.00	2257.00
ENSG00000182021.10_ENSG00000182021	4.50	3.79	3.23	7.49	6.62	4.86
ENSG00000182022.18_CHST15	9.00	8.00	1.00	3.00	2.00	4.00
ENSG00000182035.13_ADIG	0.00	0.00	0.00	3.00	0.00	0.00
ENSG00000182040.9_USH1G	24.00	9.00	6.00	15.00	4.00	8.00
ENSG00000182048.12_TRPC2	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182050.14_MGAT4C	8.00	4.00	5.00	10.00	2.00	2.00
ENSG00000182053.13_TRIM49B	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182054.10_IDH2	2493.00	2867.00	2956.00	1588.00	1728.00	1703.00
ENSG00000182057.5_OGFRP1	245.00	219.00	239.00	143.00	152.00	160.00
ENSG00000182070.7_OR52A1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182077.12_PTCHD3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182083.8_OR6B2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182087.14_TMEM259	7870.00	9519.00	9718.00	7079.00	7869.00	8594.00
ENSG00000182093.16_GET1	1479.01	1809.57	1634.83	1121.66	1145.27	1285.00
ENSG00000182095.15_TNRC18	17188.90	17683.85	19202.84	15377.95	16744.87	16838.96
ENSG00000182103.5_FAM181B	31.00	32.00	33.00	13.00	15.00	31.00
ENSG00000182107.7_TMEM30B	3.00	2.00	6.00	0.00	1.00	3.00
ENSG00000182108.11_DEXI	1382.00	1473.00	1614.00	1126.00	1206.00	1263.00
ENSG00000182111.9_ZNF716	1.00	2.00	6.00	4.00	3.00	5.00
ENSG00000182117.6_NOP10	7134.00	8477.00	9033.00	5648.00	5997.00	6470.00
ENSG00000182118.8_FAM89A	11.00	13.00	9.00	3.00	3.00	4.00
ENSG00000182132.14_KCNIP1	33.00	32.00	29.00	28.00	29.00	30.00
ENSG00000182134.17_TDRKH	2163.00	2308.00	2548.00	1589.00	1731.00	2118.00
ENSG00000182141.10_ZNF708	1025.00	995.00	1146.02	727.03	777.07	850.03
ENSG00000182149.21_IST1	6729.00	7636.00	8262.00	5888.00	6140.00	7070.00
ENSG00000182150.19_ERCC6L2	12320.00	11869.00	12991.00	11095.00	11661.00	11304.00
ENSG00000182154.8_MRPL41	438.00	348.00	471.00	354.00	333.00	469.00
ENSG00000182156.10_ENPP7	3.00	3.00	8.00	1.00	1.00	1.00
ENSG00000182158.16_CREB3L2	24937.00	27528.00	29541.00	26296.00	27381.00	28268.00
ENSG00000182162.11_P2RY8	0.00	0.00	0.00	0.00	0.50	0.00
ENSG00000182162.11_PAR_Y_P2RY8	0.00	0.00	0.00	0.00	0.50	0.00
ENSG00000182165.19_TP53TG1	621.00	714.00	779.00	448.00	488.00	573.00
ENSG00000182168.15_UNC5C	19.00	15.00	12.00	11.00	9.00	15.00
ENSG00000182170.3_MRGPRG	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182173.14_TSEN54	1117.00	1252.00	1244.00	644.00	753.00	810.00
ENSG00000182175.15_RGMA	9552.14	10503.96	11925.45	5190.00	5555.88	6166.18
ENSG00000182177.15_ASB18	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182179.13_UBA7	868.00	1040.00	1053.00	621.00	616.00	677.00
ENSG00000182180.14_MRPS16	3758.00	4193.00	4400.00	3245.00	3384.00	4021.00
ENSG00000182183.15_SHISAL2A	0.00	1.00	0.00	5.00	7.00	4.00
ENSG00000182185.19_RAD51B	305.00	324.00	349.00	266.00	312.00	364.00
ENSG00000182187.4_CRYGB	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182195.9_LDOC1	5177.00	5918.00	6612.00	3673.00	3885.00	4517.00
ENSG00000182196.14_ARL6IP4	369.30	382.61	436.83	293.13	359.63	377.64
ENSG00000182197.13_EXT1	2879.00	3175.00	3405.00	2081.00	2254.00	2494.00
ENSG00000182199.11_SHMT2	11961.00	14149.00	14243.00	11177.00	12110.00	12609.00
ENSG00000182208.15_MOB2	568.00	649.00	700.00	433.00	524.00	510.00
ENSG00000182218.10_HHIPL1	1372.00	1444.00	1539.00	1240.00	1383.00	1515.00
ENSG00000182220.15_ATP6AP2	6314.00	7525.00	8213.00	6597.00	7083.00	8200.00
ENSG00000182223.7_ZAR1	1.00	0.00	3.00	0.00	5.00	0.00
ENSG00000182224.12_CYB5D1	4996.38	5880.68	6095.19	4413.06	4474.91	5163.11
ENSG00000182230.12_FAM153B	1.00	0.00	0.33	0.00	0.00	0.00
ENSG00000182240.16_BACE2	4.00	8.00	5.00	1.00	1.00	1.00
ENSG00000182247.10_UBE2E2	2535.00	3170.00	3648.00	2657.00	3035.00	3077.00
ENSG00000182253.15_SYNM	742.00	772.00	831.00	472.00	490.00	583.00
ENSG00000182255.7_KCNA4	623.00	765.00	823.00	700.00	667.00	598.00
ENSG00000182256.13_GABRG3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182257.8_PRR34	75.00	83.00	92.00	38.00	37.00	40.00
ENSG00000182261.5_NLRP10	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182263.14_FIGN	8360.00	8786.00	8997.00	6904.00	7482.00	7073.00
ENSG00000182264.9_IZUMO1	8.00	5.00	8.00	1.00	1.00	3.00
ENSG00000182271.13_TMIGD1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182272.12_B4GALNT4	767.00	861.00	1030.00	429.00	515.00	534.00
ENSG00000182287.15_AP1S2	9766.00	11198.00	12227.99	8339.99	9058.99	10471.00
ENSG00000182307.14_C8orf33	4300.00	4866.00	5157.00	4090.00	4066.00	4495.00
ENSG00000182308.7_DCAF4L1	14.00	27.00	21.00	331.00	385.00	358.00
ENSG00000182310.15_SPACA6	167.00	155.00	218.00	86.00	108.00	88.00
ENSG00000182315.10_MBD3L3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182318.6_ZSCAN22	1428.00	1599.00	1724.00	1383.00	1456.00	1478.00
ENSG00000182324.7_KCNJ14	270.58	248.00	347.54	422.00	447.53	444.00
ENSG00000182325.11_FBXL6	278.64	334.28	377.74	354.86	389.94	452.54
ENSG00000182326.16_C1S	1901.00	1973.54	1901.00	677.00	600.00	752.00
ENSG00000182327.8_GLTPD2	4.00	0.00	11.00	0.00	0.00	2.00
ENSG00000182329.14_KIAA2012	32.00	53.00	27.00	36.00	37.00	32.00
ENSG00000182330.10_PRAMEF8	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182333.15_LIPF	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182334.3_OR5P3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182346.22_DAOA	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182347.10_PDSS1P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182348.7_ZNF804B	0.00	1.00	1.00	0.00	2.00	0.00
ENSG00000182351.7_CRIP1P4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182352.8_CD300LD-AS1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182359.15_KBTBD3	939.00	1011.00	1180.00	706.00	669.00	887.00
ENSG00000182362.14_YBEY	415.00	464.00	533.00	597.00	618.00	647.00
ENSG00000182365.4_OR5F2P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182366.11_FAM87A	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182372.10_CLN8	689.05	670.04	787.57	714.54	841.64	827.06
ENSG00000182376.2_ENSG00000182376	9.00	11.00	8.00	6.00	16.00	14.00
ENSG00000182378.15_PLCXD1	752.50	875.00	987.00	545.00	606.00	628.00
ENSG00000182378.15_PAR_Y_PLCXD1	752.50	875.00	987.00	545.00	606.00	628.00
ENSG00000182379.10_NXPH4	332.00	357.00	424.00	117.00	148.00	149.00
ENSG00000182383.8_RPL27AP5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182389.20_CACNB4	3197.45	3239.00	3493.73	2343.29	2731.00	2609.71
ENSG00000182393.3_IFNL1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000182397.14_DNM1P46	3.00	3.00	3.00	0.00	0.00	1.00
