gene	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
ENSG00000273265.1_CNNM3-DT	9.00	6.00	3.00	0.00	3.00	1.00
ENSG00000273267.1_ENSG00000273267	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273269.3_ENSG00000273269	0.00	2.45	0.00	2.41	0.00	0.00
ENSG00000273270.1_ENSG00000273270	324.00	341.00	343.00	296.00	345.00	320.00
ENSG00000273271.1_ENSG00000273271	19.00	24.00	35.00	21.00	19.00	30.00
ENSG00000273272.2_ENSG00000273272	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273274.2_ZBTB8B	287.04	283.06	305.55	158.00	235.38	188.96
ENSG00000273275.1_ENSG00000273275	14.00	10.00	25.00	24.00	13.00	33.00
ENSG00000273284.1_ENSG00000273284	169.00	93.00	106.00	91.00	75.00	52.00
ENSG00000273287.2_ENSG00000273287	0.00	1.00	0.00	1.00	0.00	0.00
ENSG00000273289.1_ENSG00000273289	11.00	7.00	7.00	3.00	7.00	5.00
ENSG00000273291.5_ENSG00000273291	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000273293.1_ENSG00000273293	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273294.1_C1QTNF3-AMACR	0.00	31.08	25.70	0.00	7.26	9.04
ENSG00000273295.1_ENSG00000273295	1900.00	1196.00	1274.00	2843.00	2864.00	2072.00
ENSG00000273297.3_ENSG00000273297	339.00	405.00	493.00	197.00	247.00	239.00
ENSG00000273299.1_ENSG00000273299	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273300.1_ENSG00000273300	3.00	1.00	0.00	8.00	10.00	1.00
ENSG00000273301.1_ENSG00000273301	2.00	5.00	4.00	0.00	2.00	0.00
ENSG00000273302.1_ENSG00000273302	3.00	0.00	1.00	4.00	4.00	2.00
ENSG00000273305.1_ENSG00000273305	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273306.1_ENSG00000273306	142.00	137.00	132.00	148.00	98.00	107.00
ENSG00000273308.1_ENSG00000273308	22.00	22.00	18.00	18.00	26.00	19.00
ENSG00000273311.1_DGCR11	230.00	209.00	290.00	165.00	181.00	141.00
ENSG00000273312.2_ENSG00000273312	0.00	0.00	0.00	0.00	1.00	2.00
ENSG00000273313.1_RBAKDN	0.00	8.57	0.00	0.00	1.12	0.00
ENSG00000273314.1_ENSG00000273314	266.00	316.00	275.00	193.00	264.00	202.00
ENSG00000273319.1_ENSG00000273319	5.00	0.00	1.00	0.00	0.00	8.00
ENSG00000273320.1_ENSG00000273320	23.00	37.00	41.00	38.00	53.00	62.00
ENSG00000273321.1_ENSG00000273321	2.00	2.00	3.00	0.00	2.00	3.00
ENSG00000273325.1_ENSG00000273325	263.00	212.00	277.00	175.00	178.00	149.00
ENSG00000273327.1_OR6L2P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273328.5_ENSG00000273328	19.00	7.00	22.00	22.00	20.55	27.00
ENSG00000273329.1_ENSG00000273329	983.00	782.00	959.00	1154.00	1113.00	918.00
ENSG00000273330.1_CYP4F36P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273331.1_TM4SF19-DYNLT2B	0.00	0.00	0.00	6.00	0.00	0.00
ENSG00000273333.2_ENSG00000273333	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273335.1_ENSG00000273335	0.00	1.00	0.00	1.00	0.00	0.00
ENSG00000273336.1_OR7M1P	13.00	7.00	5.00	21.00	16.00	16.00
ENSG00000273338.1_ENSG00000273338	10.00	8.00	2.00	12.00	5.00	9.00
ENSG00000273340.1_MICE	0.00	2.00	2.00	2.00	0.00	0.00
ENSG00000273341.2_ENSG00000273341	0.00	3.00	4.00	0.00	0.00	3.00
ENSG00000273342.1_ENSG00000273342	54.00	62.00	41.00	21.00	21.00	35.00
ENSG00000273343.1_ENSG00000273343	37.00	44.00	56.00	24.00	14.00	22.00
ENSG00000273344.1_PAXIP1-DT	568.00	579.00	631.00	463.00	474.00	518.00
ENSG00000273345.5_ENSG00000273345	0.00	19.72	2.49	16.05	5.36	6.78
ENSG00000273348.1_ENSG00000273348	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273350.1_ENSG00000273350	2.00	1.00	6.00	0.00	4.00	14.00
ENSG00000273353.1_ENSG00000273353	2.00	4.00	3.00	3.00	2.00	2.00
ENSG00000273355.1_ENSG00000273355	5.00	9.00	4.00	4.00	5.00	0.00
ENSG00000273356.1_LINC02019	3.00	0.00	7.00	0.00	2.00	6.00
ENSG00000273360.1_ENSG00000273360	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273361.1_ENSG00000273361	5.00	14.00	14.00	11.00	22.00	16.00
ENSG00000273362.1_ENSG00000273362	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273363.1_ENSG00000273363	1.00	0.00	6.00	0.00	0.00	2.00
ENSG00000273365.1_ENSG00000273365	3.00	0.00	2.00	0.00	3.00	2.00
ENSG00000273367.1_ENSG00000273367	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273368.1_ENSG00000273368	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273369.1_ENSG00000273369	0.00	4.00	1.00	1.00	3.00	2.00
ENSG00000273370.1_ENSG00000273370	0.00	0.95	0.94	0.00	0.00	0.00
ENSG00000273372.1_SFTPD-AS1	3.00	0.00	0.00	3.00	2.00	0.00
ENSG00000273373.1_ENSG00000273373	164.00	96.00	113.00	142.00	96.00	135.00
ENSG00000273374.1_ENSG00000273374	12.00	4.00	0.00	4.00	6.00	4.00
ENSG00000273375.1_ENSG00000273375	37.00	74.00	63.00	41.00	69.00	80.00
ENSG00000273377.1_OR2Q1P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273381.1_ENSG00000273381	62.00	38.00	54.00	105.00	81.00	64.00
ENSG00000273382.1_TMEM167B-DT	390.00	346.00	450.00	294.00	286.00	317.00
ENSG00000273384.1_ENSG00000273384	4.00	2.00	7.00	0.00	6.00	5.00
ENSG00000273387.1_ENSG00000273387	73.00	87.00	100.00	69.00	80.00	72.00
ENSG00000273388.1_ENSG00000273388	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000273391.1_ENSG00000273391	3.00	2.00	15.00	6.00	13.00	3.00
ENSG00000273394.1_ENSG00000273394	10.00	9.00	13.00	18.00	19.00	11.00
ENSG00000273396.3_LINC01396	0.00	0.00	1.00	5.00	7.00	2.00
ENSG00000273398.6_ENSG00000273398	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273399.2_ENSG00000273399	4.00	1.00	0.00	9.00	8.00	0.00
ENSG00000273402.1_ENSG00000273402	2.00	3.00	1.00	13.00	3.00	11.00
ENSG00000273403.1_ENSG00000273403	6.00	2.00	7.00	1.00	1.00	2.00
ENSG00000273406.1_ENSG00000273406	7.00	9.00	10.31	0.00	3.00	3.00
ENSG00000273407.1_ENSG00000273407	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000273408.1_OR5B15P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273409.3_LINC02712	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273413.1_ENSG00000273413	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273415.3_LINC02725	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273416.1_ENSG00000273416	9.00	0.00	1.00	1.00	5.00	2.00
ENSG00000273419.1_ENSG00000273419	213.00	207.00	202.00	240.00	341.00	303.00
ENSG00000273420.1_ENSG00000273420	366.11	452.81	458.43	217.87	216.40	213.84
ENSG00000273423.1_OR13I1P	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273424.1_ENSG00000273424	1.00	1.00	0.00	1.00	2.00	1.00
ENSG00000273428.4_ENSG00000273428	38.00	28.00	75.00	56.00	44.00	50.00
ENSG00000273432.1_ENSG00000273432	15.45	3.43	17.97	10.44	12.41	17.79
ENSG00000273433.1_ENSG00000273433	4.08	0.00	0.00	0.00	10.38	0.00
ENSG00000273434.1_OR8S21P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273437.1_ENSG00000273437	12.00	7.00	20.00	8.00	14.00	23.00
ENSG00000273442.1_ENSG00000273442	6.00	3.00	9.00	7.00	13.00	3.00
ENSG00000273443.1_ENSG00000273443	0.00	0.00	0.00	2.00	0.00	0.00
ENSG00000273444.1_ENSG00000273444	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273445.1_ENSG00000273445	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273447.1_ENSG00000273447	55.00	67.00	53.00	36.00	43.00	52.00
ENSG00000273448.1_ENSG00000273448	139.00	96.00	123.00	82.00	122.00	106.00
ENSG00000273449.1_ENSG00000273449	59.00	41.00	27.00	53.00	74.00	44.00
ENSG00000273450.1_ENSG00000273450	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273451.1_ENSG00000273451	65.00	43.00	36.00	57.00	61.00	30.00
ENSG00000273454.1_ENSG00000273454	10.00	8.00	13.00	10.00	9.00	3.00
ENSG00000273455.1_ENSG00000273455	2.00	0.00	0.00	2.00	0.00	4.00
ENSG00000273456.1_ENSG00000273456	3.00	12.00	3.00	5.00	5.00	8.00
ENSG00000273461.5_ENSG00000273461	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273464.1_ENSG00000273464	3.00	1.00	0.00	5.00	2.00	2.00
ENSG00000273471.1_ENSG00000273471	0.00	4.81	0.00	0.00	0.00	0.00
ENSG00000273472.1_ENSG00000273472	13.00	17.00	24.00	15.00	14.00	29.00
ENSG00000273473.1_ENSG00000273473	0.00	0.00	1.00	1.00	0.00	2.00
ENSG00000273474.1_ENSG00000273474	13.00	2.00	0.00	1.00	3.00	5.00
ENSG00000273476.1_ENSG00000273476	0.00	0.00	0.00	4.00	0.00	0.00
ENSG00000273481.1_ENSG00000273481	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000273483.1_ENSG00000273483	20.00	22.00	10.00	18.00	14.00	30.00
ENSG00000273484.1_OR6R2P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273485.1_ENSG00000273485	4.00	13.00	8.00	0.00	2.00	3.00
ENSG00000273486.1_ENSG00000273486	116.00	112.00	139.00	139.00	168.00	179.00
ENSG00000273487.1_ENSG00000273487	13.00	17.00	10.00	8.00	10.00	10.00
ENSG00000273489.1_ENSG00000273489	65.00	71.00	71.00	91.00	104.00	71.00
ENSG00000273492.6_APP-DT	77.00	46.00	72.00	28.00	27.00	10.00
ENSG00000273493.1_ENSG00000273493	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273497.1_ENSG00000273497	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273499.1_ENSG00000273499	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273500.1_MIR6129	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000273507.6_ENSG00000273507	18.00	9.00	15.00	7.00	4.00	9.00
ENSG00000273509.1_CNTNAP3P1	0.00	0.00	0.00	0.00	1.00	0.00
ENSG00000273512.1_ENSG00000273512	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273513.1_TBC1D3K	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273514.2_FOXD4L6	30.00	13.20	36.28	38.74	45.28	62.92
ENSG00000273515.1_ENSG00000273515	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273516.1_U1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273520.6_SPDYE8	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273521.1_ENSG00000273521	5.00	6.00	1.00	9.00	1.00	10.00
ENSG00000273523.1_ENSG00000273523	0.00	0.00	1.00	0.00	6.00	1.00
ENSG00000273524.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273532.1_ENSG00000273532	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273536.1_ENSG00000273536	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273537.1_ENSG00000273537	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273540.5_AGBL1	243.00	228.00	275.00	243.00	238.00	235.00
ENSG00000273541.1_ENSG00000273541	265.66	292.69	298.75	229.07	289.16	266.03
ENSG00000273542.2_H4C12	3448.00	3625.00	4830.00	2747.00	3042.75	3438.50
ENSG00000273544.1_SNORA44	1.63	0.67	0.00	0.00	0.00	4.07
ENSG00000273549.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273550.2_ENSG00000273550	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273551.1_ENSG00000273551	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273552.2_ENSG00000273552	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273553.1_ENSG00000273553	10.00	0.00	0.00	13.00	0.00	2.00
ENSG00000273554.4_ENSG00000273554	3.00	1.00	3.01	1.00	3.01	2.00
ENSG00000273555.1_MIR6812	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273557.1_ENSG00000273557	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273558.1_ENSG00000273558	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273559.5_CWC25	2153.00	2359.00	2640.00	2626.00	2954.00	3004.00
ENSG00000273565.1_ENSG00000273565	0.00	0.00	0.00	1.00	1.00	0.00
ENSG00000273566.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273567.1_REXO1L3P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273568.1_ENSG00000273568	10.00	13.00	13.00	19.00	7.00	13.00
ENSG00000273569.1_ENSG00000273569	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273570.1_ENSG00000273570	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273571.1_ENSG00000273571	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273573.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273576.1_ENSG00000273576	93.00	132.00	119.00	68.00	98.00	103.00
ENSG00000273580.1_ENSG00000273580	0.00	0.00	1.00	0.00	6.00	5.00
ENSG00000273582.1_ENSG00000273582	0.00	2.00	0.00	0.00	0.00	0.00
ENSG00000273584.1_ENSG00000273584	0.00	4.00	0.00	5.00	3.00	1.00
ENSG00000273586.2_OR10G1P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273587.1_SNORA78	9.97	1.97	5.96	2.96	4.97	16.94
ENSG00000273589.1_ENSG00000273589	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273590.5_SMIM11B	115.70	74.86	263.86	39.00	49.32	35.38
ENSG00000273591.1_7SK	0.67	0.00	0.00	0.00	0.00	0.00
ENSG00000273593.1_MIR7160	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273595.1_ENSG00000273595	4.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273596.1_ENSG00000273596	0.00	0.00	0.00	0.00	1.35	0.00
ENSG00000273597.1_ENSG00000273597	41.00	33.00	20.00	149.00	106.00	93.00
ENSG00000273598.1_ENSG00000273598	108.98	122.90	134.89	86.96	120.87	143.94
ENSG00000273599.1_ENSG00000273599	62.00	85.00	67.00	128.00	125.00	111.00
ENSG00000273600.1_ENSG00000273600	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273604.2_EPOP	674.00	844.00	946.00	318.00	377.00	375.00
ENSG00000273606.1_MIR6776	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273609.1_ENSG00000273609	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273610.1_RN7SL386P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273611.5_ZNHIT3	1061.00	1175.00	1242.00	971.00	981.00	1123.00
ENSG00000273612.1_ENSG00000273612	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273613.1_MIR6511A4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273614.1_ENSG00000273614	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273618.1_ENSG00000273618	14.00	12.00	2.00	93.00	100.00	56.00
ENSG00000273619.1_ENSG00000273619	134.00	101.00	141.00	174.00	164.00	124.00
ENSG00000273621.1_ENSG00000273621	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273623.1_ENSG00000273623	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273627.1_MIR4726	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273628.1_ENSG00000273628	1.01	2.03	0.00	0.00	0.00	0.00
ENSG00000273629.1_U7	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273634.1_ENSG00000273634	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273637.1_ENSG00000273637	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273639.6_ENSG00000273639	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273640.1_WBP1LP8	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273643.1_PPP1R26P2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273644.1_ENSG00000273644	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273648.1_MIR8065	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273650.1_ENSG00000273650	0.00	1.00	0.00	0.00	3.00	2.00
ENSG00000273654.1_ENSG00000273654	11.01	18.02	17.04	24.02	13.01	25.02
ENSG00000273657.1_MIR6792	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273658.1_ENSG00000273658	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273659.1_ENSG00000273659	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273664.1_ENSG00000273664	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273668.1_ENSG00000273668	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273669.1_ENSG00000273669	1.00	2.00	0.00	0.00	2.00	3.00
ENSG00000273674.6_ENSG00000273674	28.00	13.00	26.00	13.00	13.00	18.00
ENSG00000273675.1_ENSG00000273675	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273677.1_ENSG00000273677	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273679.1_ENSG00000273679	3.00	1.00	7.00	3.00	1.00	4.00
ENSG00000273680.1_ENSG00000273680	5.00	20.00	16.00	18.00	17.00	24.00
ENSG00000273682.1_ENSG00000273682	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273687.1_ENSG00000273687	1.00	0.00	0.00	1.00	2.00	1.00
ENSG00000273691.1_ENSG00000273691	13.00	2.00	0.00	28.00	9.00	19.00
ENSG00000273692.1_LONRF2P5	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273693.1_CDRT15P10	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273694.1_U2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273696.5_CT45A7	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273698.1_MRPL57P1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273700.1_MIR6760	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273701.1_ENSG00000273701	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273702.1_ENSG00000273702	83.00	76.00	61.00	99.00	94.00	90.00
ENSG00000273703.2_H2BC14	1.00	17.00	16.00	1.00	5.00	2.00
ENSG00000273704.1_ENSG00000273704	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273706.5_LHX1	11.00	25.00	35.00	8.00	5.00	8.00
ENSG00000273709.1_U2	253.89	229.70	304.58	192.98	170.29	218.86
ENSG00000273710.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273711.2_ENSG00000273711	2.00	3.00	0.00	3.00	4.00	4.00
ENSG00000273712.1_ENSG00000273712	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273716.2_ENSG00000273716	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273717.1_RN7SL343P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273719.1_ENSG00000273719	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273720.1_ENSG00000273720	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273721.1_ENSG00000273721	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273723.1_SUGT1-DT	55.00	42.00	47.00	42.00	51.00	47.00
ENSG00000273724.1_ENSG00000273724	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273725.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273727.1_U1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273729.1_ENSG00000273729	225.00	209.00	271.00	175.00	152.00	164.00
ENSG00000273730.1_5_8S_rRNA	2.25	1.12	3.25	1.75	1.12	1.88
ENSG00000273731.1_ENSG00000273731	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273732.1_VN1R74P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273733.1_ENSG00000273733	32.00	53.00	75.00	40.00	43.00	32.00
ENSG00000273734.1_ENSG00000273734	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273736.1_ENSG00000273736	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273739.1_ENSG00000273739	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273742.1_MIR6075	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273744.1_U4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273745.1_MIR6870	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273746.1_ENSG00000273746	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000273747.1_ENSG00000273747	0.00	2.00	5.00	1.00	0.00	0.00
ENSG00000273748.1_ENSG00000273748	202.91	259.71	264.71	114.01	123.87	131.68
ENSG00000273749.5_CYFIP1	18190.00	20934.00	22016.00	15030.00	16500.00	18153.00
ENSG00000273750.1_ENSG00000273750	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273756.5_ENSG00000273756	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273758.1_MIR6790	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273759.1_ENSG00000273759	19.00	12.00	11.00	17.00	10.00	13.00
ENSG00000273760.1_ENSG00000273760	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273762.1_VN1R76P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273763.3_ENSG00000273763	144.00	155.00	136.00	215.00	246.00	220.00
ENSG00000273765.1_ENSG00000273765	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273767.1_ENSG00000273767	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273768.1_RNVU1-29	5.96	21.58	110.07	194.61	198.49	260.20
ENSG00000273769.5_LCA10	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273771.1_ENSG00000273771	17.00	10.00	8.00	5.00	15.00	25.00
ENSG00000273773.1_ENSG00000273773	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273776.1_MIR6126	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273777.6_CEACAM20	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273778.1_MIR6765	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273782.1_ENSG00000273782	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273783.2_ENSG00000273783	126.00	97.00	159.00	128.00	133.00	164.00
ENSG00000273784.5_ENSG00000273784	608.49	727.79	727.70	600.43	588.86	608.53
ENSG00000273786.1_ENSG00000273786	41.00	44.00	28.00	23.00	52.00	41.00
ENSG00000273788.1_U3	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273791.1_ENSG00000273791	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273792.1_ENSG00000273792	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273796.1_ENSG00000273796	27.00	15.00	27.00	16.00	13.00	19.00
ENSG00000273797.1_ENSG00000273797	2.00	1.00	2.00	6.00	1.00	7.00
ENSG00000273800.1_ENSG00000273800	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273802.3_H2BC8	2648.00	2902.00	3835.00	1696.00	1650.00	2022.00
ENSG00000273804.1_ENSG00000273804	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273805.1_ENSG00000273805	65.00	61.00	81.00	106.00	98.00	95.00
ENSG00000273806.1_ENSG00000273806	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273812.3_ENSG00000273812	0.00	2.00	3.00	4.00	0.00	2.00
ENSG00000273813.1_ENSG00000273813	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000273816.1_ENSG00000273816	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273818.1_RN7SL673P	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273819.1_ENPP7P7	3.00	0.00	2.00	2.00	2.00	0.00
ENSG00000273820.2_USP27X	448.00	574.00	558.00	368.00	418.00	394.00
ENSG00000273821.1_ENSG00000273821	0.00	1.00	1.00	0.00	0.00	4.00
ENSG00000273824.1_ENSG00000273824	1.00	0.00	0.00	1.00	0.00	2.00
ENSG00000273825.1_ENSG00000273825	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273828.2_ENSG00000273828	93.00	84.00	100.00	151.00	121.00	121.00
ENSG00000273829.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273830.1_MIR7843	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273835.1_SNORD115-13	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273836.1_MIR6842	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273837.1_ENSG00000273837	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273838.2_ENSG00000273838	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273840.1_ENSG00000273840	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273841.6_TAF9	3540.98	4094.21	4396.59	3140.52	3240.92	3567.80
ENSG00000273843.1_ENSG00000273843	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273844.1_ENSG00000273844	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273846.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273849.1_SDR42E1P4	0.31	4.00	0.00	0.00	0.00	0.00
ENSG00000273851.1_ENSG00000273851	0.00	0.00	2.00	1.00	0.00	0.00
ENSG00000273853.1_ENSG00000273853	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273855.1_ENSG00000273855	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000273858.1_ENSG00000273858	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273860.1_ENSG00000273860	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273863.1_ENSG00000273863	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273866.1_Metazoa_SRP	1.00	0.00	0.00	2.00	1.00	0.00
ENSG00000273870.1_ENSG00000273870	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273872.1_SLC25A15P4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273874.1_MIR6859-2	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273876.1_ENSG00000273876	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273877.4_ENSG00000273877	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273882.1_MIR8066	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000273885.1_ENSG00000273885	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000273886.1_Metazoa_SRP	0.00	0.00	0.00	0.00	0.00	0.00
