Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold
NELFE,1743.8947831606752,0.40245788520816245,0.3886429169588692,1.0355466873226338,0.30041367478633707,0.6055061130504567,FALSE
SAMD10,254.18820362078543,0.4022682472338541,0.5895393150833449,0.6823433771791526,0.49502185065543175,0.751851105033366,FALSE
DHX8,2264.491687996871,0.4021596398211814,0.2563103048497263,1.5690342222368547,0.11663996509033654,0.38981825766268013,FALSE
CORO6,347.7988971743568,0.4019438867058802,0.5483512356384643,0.7330044332586997,0.4635557254887007,0.7315968183549971,FALSE
DERL1,1942.2711013086987,0.40191590626112483,0.5395280433771886,0.7449397880142108,0.45630812065687393,0.7263033907825133,FALSE
BCAP31,2427.071693870817,0.40188596219620315,0.46171845864381184,0.8704134623004841,0.38407449230593343,0.6711547712474407,FALSE
RP2,556.667365956741,0.4013221449301765,0.3915995218682188,1.0248279748033746,0.30544436412306003,0.6103860706106166,FALSE
ZNF786,438.83216926441224,0.4010184291394303,0.4800325854517872,0.8353983485558757,0.40349345934552566,0.6873534480783743,FALSE
KLHDC2,1046.7763171258375,0.4007967614153818,0.40739952127900086,0.9837929120709563,0.3252173450659742,0.6242300304273464,FALSE
ARSD,410.4310925178872,0.4007682934161459,0.73733856330101,0.5435336131368689,0.5867624541711972,0.8058812691469706,FALSE
TMEM126B,253.0543306152041,0.40061137575176564,0.5818430524463206,0.6885213702688752,0.49112451750875025,0.7496407231217425,FALSE
HNRNPF,4758.829536394843,0.4001299802698571,0.39957791714876856,1.0013816156934492,0.3166423486507681,0.6189273322810327,FALSE
WDR74,675.3224788025618,0.40006877341224545,0.31212981389208244,1.2817384165377022,0.1999344237768908,0.4984441833278161,FALSE
WIZ,4584.257518885174,0.40002829261014333,0.45315763738268683,0.8827574768916974,0.3773673201070154,0.6669237751647915,FALSE
SHB,1852.4862871675816,0.4000220350757057,0.6049136587192945,0.6612878206827412,0.5084277506027383,0.7627196373900432,FALSE
ACTR6,228.02286925987795,0.39990703771616415,0.5501289387969557,0.7269332869321457,0.4672668246401186,0.7337436626294697,FALSE
FAM168B,7250.300758187088,0.3997618614234738,0.2895137063442378,1.3808046136100676,0.16733904457219043,0.4608558240296717,FALSE
SV2A,2920.2838356325456,0.39968176795922816,0.47946618099203026,0.8335974127148537,0.40450788408370114,0.6880495892663954,FALSE
IFT43,481.11636834619367,0.3996130821597551,0.37164489853748545,1.075255125880461,0.2822605209316306,0.5887010841741621,FALSE
MIEN1,944.5236338418357,0.3996064607386348,0.40618238334859075,0.983810418965629,0.32520873552870605,0.6242300304273464,FALSE
TMEM199,570.4507678747057,0.3994523940268207,0.30690064521335936,1.3015690916815075,0.1930637314474654,0.49010048950716756,FALSE
TRIO,18699.27014458606,0.39917122822221285,0.4089522331461743,0.9760827692547033,0.32902344937167377,0.6272019862094004,FALSE
UTP14A,504.48142192175885,0.39894881076193967,0.45144917752081976,0.8837070275613496,0.37685438572494323,0.6665580075521966,FALSE
ZC3H11A,4087.4577556491836,0.39877206154141376,0.477787541542137,0.8346221424156689,0.403930491037534,0.68762947238232075,FALSE
MEX3A,2901.096808845716,0.39871869162273776,0.7601118480460782,0.5245526597798371,0.599894203394737,0.8156040287676937,FALSE
ASB13,566.8774611288359,0.39870089250198015,0.5833828213457345,0.6834292644789673,0.4943356332622787,0.7513480144252264,FALSE
KIAA1614-AS1,66.86218851909652,0.3985937169831498,0.7018893669128018,0.5678868148926789,0.5701118254629338,0.7981077081103146,FALSE
CAPN15,3198.488064668531,0.3983770062603143,0.5180712384003738,0.7689618275092163,0.44191597181755254,0.7161274073428253,FALSE
TRERF1,1521.7502161256987,0.39812128968898863,0.4333263730903672,0.9187561948969194,0.35822310955802383,0.6522265308584663,FALSE
SLC25A10,331.1858869010004,0.39801036379831223,0.575107027617418,0.6920631198808496,0.48889769089759966,0.7486653611178584,FALSE
FAM43A,668.3433868550668,0.39801031969538664,0.8465273263385028,0.47016830681285454,0.6382347754096525,0.83448702104427,FALSE
MRPS26,1067.4992467742293,0.39790874731109027,0.4790741027008754,0.8305787039370333,0.40621166942165376,0.6895438042382223,FALSE
C16orf70,519.8283303579174,0.39781531399325,0.44633797179567614,0.8912871839982309,0.37277512237702404,0.664241377419736,FALSE
FRMD4A,4225.622638232601,0.3976861983705499,0.5743359972779483,0.692427777912884,0.48866872644112813,0.7486653611178584,FALSE
NUFIP1,225.20375848531637,0.39729943211929336,0.47698017112528096,0.8329474811961123,0.40487434950121204,0.6882705972597662,FALSE
MRI1,985.0326318677045,0.3972959864619479,0.38047067912420146,1.044222349476381,0.29638252900481493,0.6018356434087209,FALSE
KPTN,323.18295147620944,0.39704712766922134,0.43834057306162305,0.9057959770778586,0.3650438507326027,0.6580455348125569,FALSE
HIST1H2BE,617.4424027090305,0.39670679418340665,0.5163215807993923,0.7683327773540036,0.44228950628938596,0.7163774642761541,FALSE
